match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalCross,stat_wasFouled,stat_accurateCross,captain,stat_challengeLost,stat_totalContest,stat_keyPass,stat_blockedScoringAttempt,stat_lastManTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_interceptionWon,stat_hitWoodwork,stat_goalAssist,stat_goals
10408639,home,Atlético Madrid,João Félix,joao-felix,J. Félix,F,79,181,127180,M,JFélix,851671,EUR,942192000,F,7,7,False,14.0,11.0,,,2.0,2.0,10.0,13.0,,1.0,,,,70.0,27.0,7.0,7.0,0.0886,0.0,0.0838204,3,,,,,,2.0,5.0,,2.0,2.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,2.0,1.0,1.0,,,3.0,,,,,,
10408639,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,True,22.0,19.0,6.0,4.0,8.0,8.0,11.0,16.0,,2.0,,,,28.0,30.0,6.8,6.0,0.0,0.0,0.025085,0,,,,,,1.0,1.0,1.0,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
10408639,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,8,8,True,18.0,16.0,3.0,2.0,2.0,2.0,15.0,21.0,,,,,,28.0,28.0,6.8,7.0,0.0522,0.0,0.0491203,1,,,,,1.0,1.0,2.0,,,,,5.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,
10408639,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,True,7.0,6.0,,,,,7.0,9.0,,,,,,20.0,10.0,6.8,3.0,0.0,0.0,0.163429,0,,,,,,2.0,,,,,1.0,2.0,,1.0,,1.0,,2.0,,,,1.0,,,1.0,,,,1.0,,,,
10408639,home,Atlético Madrid,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,Cunha,886363,EUR,927763200,F,9,9,True,4.0,3.0,,,3.0,4.0,,,,1.0,,,,20.0,8.0,5.9,1.0,0.5991,0.5038,0.00012706,2,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,1.0,,
10408639,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,True,10.0,10.0,,,3.0,3.0,7.0,7.0,,,,,,14.0,13.0,6.4,,0.0,0.0,0.00205278,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
10408639,home,Atlético Madrid,Ivo Grbić,ivo-grbic,I. Grbić,G,13,195,1121,M,,283847,EUR,821923200,G,1,1,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,home,Atlético Madrid,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4176,M,renan_lodi,851150,EUR,891993600,D,12,12,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,home,Atlético Madrid,Felipe,felipe,Felipe,D,,191,773,M,,242211,EUR,611280000,D,18,18,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,home,Atlético Madrid,Saúl Ñíguez,saul-niguez,S. Ñíguez,M,8,184,13421,M,Saul,116955,EUR,785376000,M,17,17,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,home,Atlético Madrid,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,,96544,EUR,729734400,M,4,4,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,away,Villarreal,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,gerorulli,128383,EUR,706320000,G,13,13,False,54.0,45.0,16.0,7.0,43.0,43.0,2.0,11.0,,12.0,2.0,5.0,5.0,90.0,66.0,8.1,9.0,0.0,0.0,0.00043983,0,1.2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,away,Villarreal,Juan Foyth,juan-foyth,J. Foyth,D,8,187,6465,M,juanfoyth,873189,EUR,884563200,D,8,8,False,64.0,62.0,10.0,8.0,27.0,27.0,35.0,38.0,6.0,2.0,,,,90.0,86.0,8.0,6.0,0.0,0.0,0.254038,0,,,,,,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,,,,3.0,2.0,,,,1.0,,1.0,2.0,,,,,2.0,,,
10408639,away,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,,3041,EUR,494640000,D,3,3,False,63.0,62.0,7.0,6.0,43.0,43.0,19.0,20.0,9.0,1.0,,,,90.0,79.0,7.5,1.0,0.0163,0.0,0.00599192,1,,,,2.0,,3.0,2.0,,1.0,1.0,1.0,,1.0,,True,,,,,,,,,,,,1.0,,,2.0,,,
10408639,away,Villarreal,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,4,4,False,63.0,58.0,11.0,8.0,45.0,49.0,13.0,14.0,6.0,4.0,,,,90.0,76.0,7.5,6.0,0.0663,0.0,0.00796325,1,,,,3.0,3.0,3.0,4.0,1.0,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,
10408639,away,Villarreal,Alfonso Pedraza,alfonso-pedraza,A. Pedraza,D,24,184,576,M,,797290,EUR,829008000,D,24,24,False,30.0,25.0,1.0,,13.0,16.0,12.0,17.0,2.0,4.0,,,,90.0,47.0,7.4,10.0,0.0453,0.0,0.0405675,2,,,,,2.0,2.0,4.0,,,,,3.0,,,,,3.0,2.0,1.0,,,,1.0,2.0,1.0,,1.0,,,1.0,,1.0,
10408639,away,Villarreal,Yéremy Pino,yeremy-pino,Y. Pino,M,10,172,6120,M,,984624,EUR,1035072000,M,21,21,False,24.0,19.0,,,9.0,11.0,10.0,13.0,,4.0,,,,76.0,39.0,6.9,11.0,0.2026,0.714,0.00323837,4,,,,1.0,1.0,8.0,4.0,,1.0,,2.0,,2.0,,,1.0,4.0,,2.0,,,,,,,,1.0,1.0,,1.0,,,1.0
10408639,away,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,,187,342,M,,16701,EUR,584582400,M,6,6,False,45.0,43.0,2.0,1.0,21.0,22.0,22.0,23.0,,1.0,,,,69.0,53.0,6.9,6.0,0.1602,0.0643,0.0118606,2,,,,,1.0,2.0,3.0,,,,,,,,,,3.0,,,,,2.0,1.0,2.0,,,1.0,1.0,,,,,
10408639,away,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,10,180,1999,M,,39182,EUR,608688000,M,10,10,False,54.0,53.0,3.0,3.0,24.0,25.0,32.0,34.0,2.0,8.0,,,,90.0,73.0,7.6,4.0,0.0,0.0,0.404651,0,,,,1.0,,3.0,1.0,,,,,5.0,1.0,3.0,,1.0,,2.0,,,,,1.0,,,,,,,4.0,,,
10408639,away,Villarreal,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,locelso_giovani,798835,EUR,829008000,M,17,17,False,31.0,27.0,3.0,1.0,12.0,12.0,15.0,19.0,,2.0,,,,70.0,37.0,6.7,6.0,0.0338,0.4154,0.075677,1,,,,,1.0,4.0,1.0,,,,2.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,
10408639,away,Villarreal,Gerard Moreno,gerard-moreno,G. Moreno,F,7,180,4001,M,GerardMoreno9,146866,EUR,702604800,F,7,7,False,32.0,27.0,2.0,2.0,11.0,12.0,16.0,20.0,2.0,,,,,90.0,45.0,6.7,9.0,0.9972,0.8001,0.0248022,3,,,,4.0,2.0,6.0,5.0,,,,2.0,,1.0,,,,4.0,,1.0,,,1.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0
10408639,away,Villarreal,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89434,M,NJackson11,1085381,EUR,992995200,F,26,26,False,12.0,7.0,,,2.0,3.0,5.0,9.0,,5.0,,,,84.0,22.0,6.5,10.0,0.0477,0.0,0.0378576,1,,Nicolas Jackson,,1.0,,3.0,2.0,,,,1.0,,1.0,,,,2.0,,1.0,,,4.0,,1.0,,,,,,,,,
10408639,away,Villarreal,Francis Coquelin,francis-coquelin,F. Coquelin,M,13,178,472,M,,40672,EUR,674092800,M,19,19,True,8.0,8.0,,,4.0,4.0,4.0,4.0,1.0,,,,,21.0,10.0,6.5,1.0,0.0,0.0,0.00653108,0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
10408639,away,Villarreal,Alejandro Baena,alejandro-baena,A. Baena,M,10,174,9564,M,alexbaena,910031,EUR,995587200,M,30,30,True,7.0,4.0,1.0,,1.0,2.0,3.0,5.0,,2.0,,,,20.0,13.0,6.8,3.0,0.028,0.0,0.00464012,1,,,,1.0,,3.0,3.0,,1.0,,2.0,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,
10408639,away,Villarreal,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172,21963,M,chukwuezesamuel8,822470,EUR,927331200,M,11,11,True,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,,,,14.0,13.0,6.6,3.0,0.0909,0.0,0.00078406,2,,,,,,1.0,,,,,,,,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,
10408639,away,Villarreal,José Luis Morales,jose-luis-morales,J. L. Morales,F,11,180,1811,M,,344129,EUR,553996800,F,22,22,True,,,,,,,,,,,,,,15.0,3.0,6.5,1.0,0.0888,0.0579,0.0,1,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,
10408639,away,Villarreal,Pepe Reina,pepe-reina,P. Reina,G,,188,1240,M,,26937,EUR,399600000,G,1,1,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,away,Villarreal,Iker Álvarez,iker-alvarez,I. Álvarez,G,1,190,313,M,,1005638,EUR,996019200,G,31,31,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,away,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,,868715,EUR,942796800,D,5,5,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,away,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,17,176,444,M,,53739,EUR,665452800,D,2,2,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,away,Villarreal,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186,10320,M,aissamandi23,122810,EUR,688089600,D,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408639,away,Villarreal,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,,826004,EUR,916099200,M,20,20,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
