match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_fouls,stat_clearanceOffLine,stat_accurateCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_shotOffTarget,player_sofascoreId,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed
12764979,home,Astana,Mukhamedjan Seisen,mukhamedjan-seisen,M. Seisen,G,74,190.0,168,M,928490,EUR,918950400,G,74,74,False,24.0,13.0,12.0,1.0,0.0,12.0,15.0,1.0,9.0,1.0,1.0,3.0,10.0,5.0,9.0,90.0,44.0,7.8,11.0,5.057e-05,0,0.2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764979,home,Astana,Karlo Bartolec,karlo-bartolec,K. Bartolec,D,2,179.0,179,M,359802,EUR,798336000,D,2,2,False,25.0,15.0,2.0,1.0,1.0,7.0,12.0,8.0,17.0,2.0,1.0,2.0,3.0,,,90.0,45.0,7.0,17.0,0.00616495,0,,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12764979,home,Astana,Kipras Kazukolovas,kipras-kazukolovas,K. Kazukolovas,D,5,191.0,119,M,986043,EUR,974678400,D,5,5,False,32.0,24.0,5.0,1.0,0.0,21.0,25.0,3.0,7.0,3.0,,4.0,3.0,,,90.0,51.0,6.8,10.0,0.00121353,0,,,7.0,1.0,,,2.0,2.0,5.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12764979,home,Astana,Aleksandr Marochkin,aleksandr-marochkin,A. Marochkin,D,22,191.0,92,M,887350,EUR,647913600,D,22,22,False,15.0,12.0,3.0,1.0,0.0,9.0,10.0,3.0,5.0,7.0,3.0,3.0,1.0,,,90.0,26.0,6.4,6.0,0.00149856,0,,,1.0,1.0,2.0,,2.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
12764979,home,Astana,Branimir Kalaica,branimir-kalaica,B. Kalaica,D,3,192.0,151,M,357586,EUR,896659200,D,3,3,False,46.0,34.0,12.0,5.0,0.0,24.0,30.0,11.0,17.0,3.0,2.0,3.0,1.0,,,90.0,58.0,6.4,12.0,0.023058,1,,1.0,2.0,,,,1.0,2.0,2.0,2.0,,,,,,,1.0,,1.0,1.0,0.0218,,,,,,,,,,,
12764979,home,Astana,Yan Vorogovskiy,yan-vorogovskiy,Y. Vorogovskiy,D,6,182.0,145,M,842969,EUR,839376000,D,6,6,False,30.0,24.0,2.0,,0.0,15.0,19.0,10.0,13.0,6.0,3.0,2.0,6.0,,,90.0,50.0,6.0,13.0,0.0337747,0,,2.0,3.0,,3.0,,,2.0,2.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,
12764979,home,Astana,Marin Tomasov,marin-tomasov,M. Tomasov,M,10,181.0,1644,M,51136,EUR,557366400,M,10,10,False,17.0,12.0,1.0,1.0,0.0,7.0,10.0,6.0,9.0,2.0,1.0,,5.0,,,88.0,30.0,7.4,10.0,0.0532251,2,,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,1.0,,0.0351,3.0,True,2.0,1.0,1.0,0.3476,,,,,
12764979,home,Astana,Max Ebong,max-ebong,M. Ebong,M,10,180.0,161,M,889009,EUR,935625600,M,7,7,False,35.0,31.0,5.0,2.0,0.0,16.0,16.0,15.0,19.0,3.0,,1.0,5.0,,,90.0,46.0,6.8,6.0,0.0137709,0,,,5.0,1.0,2.0,2.0,,,2.0,1.0,2.0,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,
12764979,home,Astana,Aleksa Amanović,aleksa-amanovic,A. Amanović,M,45,187.0,60,M,836897,EUR,846115200,M,45,45,False,9.0,9.0,2.0,2.0,0.0,3.0,3.0,6.0,6.0,6.0,2.0,,1.0,,,45.0,16.0,6.3,2.0,0.0039161,0,,,3.0,1.0,,,,1.0,2.0,1.0,,,,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,
12764979,home,Astana,Ousmane Camara,ousmane-camara,O. Camara,M,28,167.0,1034,M,822559,EUR,914803200,M,28,28,False,21.0,18.0,,,0.0,7.0,8.0,11.0,14.0,6.0,,1.0,6.0,,,89.0,34.0,6.1,9.0,0.0152754,1,,1.0,2.0,1.0,5.0,1.0,,,,,,,,1.0,,1.0,,,,,0.1263,,,,,1.0,,1.0,,,,
