match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_errorLeadToAGoal
11540898,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,34.0,15.0,23.0,4.0,0.0,12.0,14.0,3.0,20.0,5.0,2.0,3.0,90.0,39.0,7.0,19.0,0.00046968,0,0.4813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540898,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,2,2,False,27.0,21.0,2.0,1.0,0.0,9.0,11.0,12.0,16.0,3.0,,,90.0,42.0,6.8,9.0,0.0140447,0,,,,True,2.0,1.0,7.0,3.0,2.0,5.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11540898,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,24.0,21.0,4.0,2.0,0.0,11.0,12.0,10.0,12.0,2.0,,,90.0,34.0,7.1,3.0,0.00591913,0,,,,,1.0,1.0,2.0,4.0,,4.0,2.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11540898,home,Hatayspor,Recep Burak Yılmaz,recep-burak-yilmaz,R. B. Yılmaz,D,15,185,31,M,904172,EUR,817430400,D,15,15,False,34.0,32.0,3.0,3.0,0.0,21.0,23.0,11.0,11.0,2.0,,,90.0,37.0,7.4,2.0,0.00468832,0,,,,,,2.0,,3.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11540898,home,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,False,21.0,19.0,2.0,1.0,1.0,8.0,10.0,13.0,16.0,3.0,,,87.0,65.0,7.9,17.0,0.262317,1,,,,,3.0,,7.0,7.0,,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,,2.0,5.0,2.0,1.0,1.0,1.0,0.1008,,,,,,,,,,
11540898,home,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,4,4,False,30.0,26.0,2.0,1.0,0.0,11.0,11.0,15.0,19.0,2.0,,,90.0,42.0,7.2,6.0,0.00868287,2,,Chandrel Massanga,,,,2.0,3.0,5.0,1.0,4.0,2.0,,,,2.0,1.0,1.0,2.0,,2.0,,,1.0,,1.0,0.1789,1.0,0.0234,,,,,,,,
11540898,home,Hatayspor,Ömer Faruk Beyaz,omer-faruk-beyaz,Ö. F. Beyaz,M,99,171,399,M,1022881,EUR,1062115200,M,7,7,False,20.0,13.0,3.0,1.0,0.0,4.0,4.0,9.0,16.0,9.0,,,73.0,51.0,7.5,15.0,0.0300239,4,,,,,,,6.0,11.0,,,6.0,3.0,1.0,2.0,7.0,4.0,1.0,5.0,,1.0,,,1.0,,1.0,0.8867,2.0,0.0741,1.0,1.0,,,,,,
11540898,home,Hatayspor,Mehdi Boudjemaa,mehdi-boudjemaa,M. Boudjemaa,M,4,182,595,M,960088,EUR,891907200,M,8,8,False,23.0,19.0,4.0,3.0,0.0,9.0,10.0,10.0,13.0,5.0,,,90.0,35.0,6.9,5.0,0.0165474,1,,,,,2.0,1.0,5.0,3.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,0.0567,,,,,,,,,,
11540898,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175,118,M,795001,EUR,892252800,M,5,5,False,34.0,33.0,4.0,4.0,0.0,14.0,14.0,21.0,25.0,5.0,,,79.0,46.0,7.2,5.0,0.197269,0,,,,,,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,2.0,5.0,2.0,1.0,,,,,,,,,,,,,
11540898,home,Hatayspor,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3768,M,910121,EUR,981417600,M,17,17,False,27.0,25.0,1.0,1.0,0.0,10.0,11.0,15.0,16.0,6.0,,,90.0,40.0,7.8,7.0,0.549775,2,,,,,,,7.0,5.0,1.0,,1.0,1.0,,2.0,4.0,4.0,,1.0,,2.0,,,4.0,1.0,,0.2511,2.0,0.2911,,,1.0,,,,,
