match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_wasFouled,stat_challengeLost,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_keyPass,stat_outfielderBlock,stat_aerialLost,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_hitWoodwork
11481886,home,Salernitana,Benoît Costil,benoit-costil,B. Costil,G,188.0,146,M,26965,EUR,552268800,G,56,56,False,29.0,23.0,11.0,6.0,19.0,23.0,4.0,6.0,5.0,90.0,29.0,6.8,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481886,home,Salernitana,Matteo Lovato,lovato-matteo,M. Lovato,D,188.0,271,M,982601,EUR,950486400,D,66,66,False,51.0,45.0,4.0,2.0,20.0,23.0,25.0,28.0,,64.0,62.0,6.9,9.0,0,20,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11481886,home,Salernitana,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,189.0,303,M,224456,EUR,710121600,D,23,23,False,65.0,58.0,9.0,5.0,34.0,37.0,24.0,28.0,8.0,90.0,77.0,7.6,8.0,1,23,,1.0,5.0,,,,,3.0,3.0,3.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11481886,home,Salernitana,Lorenzo Pirola,lorenzo-pirola,L. Pirola,D,185.0,1017,M,965014,EUR,1014163200,D,98,98,False,36.0,33.0,1.0,1.0,24.0,25.0,9.0,11.0,,45.0,41.0,6.8,3.0,0,5,1.0,3.0,4.0,,1.0,1.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
11481886,home,Salernitana,Junior Sambia,junior-sambia,J. Sambia,M,185.0,155,M,603738,EUR,842054400,M,6,6,False,58.0,50.0,6.0,3.0,21.0,22.0,30.0,37.0,7.0,90.0,76.0,7.3,12.0,0,,1.0,3.0,8.0,1.0,5.0,5.0,,,,,2.0,2.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,
11481886,home,Salernitana,Mamadou Coulibaly,mamadou-coulibaly,M. Coulibaly,M,183.0,175,M,874481,EUR,918000000,M,78,78,False,29.0,29.0,,,13.0,13.0,16.0,16.0,4.0,45.0,43.0,6.9,5.0,0,14,,4.0,1.0,2.0,,,,4.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,
11481886,home,Salernitana,Lassana Coulibaly,coulibaly-lassana,L. Coulibaly,M,183.0,2778,M,804621,EUR,829094400,M,18,18,False,79.0,74.0,5.0,5.0,27.0,28.0,47.0,51.0,9.0,90.0,90.0,7.6,5.0,1,29,1.0,2.0,4.0,,,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,
11481886,home,Salernitana,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,178.0,1471,M,897594,EUR,944784000,M,3,3,False,61.0,51.0,5.0,2.0,27.0,28.0,24.0,34.0,11.0,90.0,83.0,7.0,15.0,1,12,,3.0,5.0,,2.0,2.0,,,1.0,1.0,3.0,1.0,,2.0,,,,1.0,,,,2.0,1.0,,,,,,,,
11481886,home,Salernitana,Antonio Candreva,antonio-candreva,A. Candreva,F,180.0,937,M,27982,EUR,541468800,F,87,87,False,72.0,62.0,4.0,2.0,15.0,15.0,47.0,63.0,,90.0,90.0,7.9,20.0,2,87,,2.0,4.0,,2.0,,,,,,2.0,,1.0,4.0,,,,6.0,,2.0,,,,True,1.0,1.0,1.0,,,,
11481886,home,Salernitana,Grigoris Kastanos,grigoris-kastanos,G. Kastanos,M,179.0,519,M,791566,EUR,886118400,F,20,20,False,41.0,40.0,,,13.0,13.0,27.0,28.0,4.0,76.0,48.0,6.7,4.0,2,28,1.0,5.0,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,
