match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_totalClearance,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_clearanceOffLine,stat_totalCross,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_goodHighClaim,stat_errorLeadToAShot
14109697,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191.0,137,M,105974,EUR,626227200,G,1,1,False,24.0,21.0,3.0,0.0,21.0,23.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,90.0,32.0,7.2,4.0,2.566e-05,0.0527,0,0.1362,-0.02,-0.01,0.34,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109697,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184.0,123,M,1133301,EUR,984700800,D,3,3,False,101.0,95.0,7.0,0.0,68.0,71.0,30.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,90.0,109.0,7.2,7.0,0.00800612,,0,,0.25,0.13,0.27,,4.0,27.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14109697,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182.0,320,M,385296,EUR,749606400,D,5,5,False,90.0,86.0,5.0,0.0,76.0,77.0,13.0,2.0,7.0,3.0,2.0,4.0,,,,,,,90.0,96.0,6.8,5.0,0.0043871,,1,,0.16,0.09,-0.07,,3.0,10.0,3.0,2.0,2.0,True,1.0,1.0,1.0,1.0,0.0273,0.0,,,,,,,,,,,,,,,
14109697,home,Alanyaspor,Ümit Akdağ,Umit Akdag,,umit-akdag,Ü. Akdağ,D,50,192.0,604,M,1215071,EUR,1065398400,D,50,50,False,66.0,53.0,10.0,0.0,37.0,39.0,27.0,1.0,1.0,5.0,,5.0,1.0,,2.0,3.0,,,90.0,88.0,7.5,15.0,0.0104649,,1,,0.11,0.14,0.63,,5.0,16.0,,9.0,1.0,,,,,3.0,0.1833,-0.51,1.0,1.0,1.0,,,,,,,,,,,,
14109697,home,Alanyaspor,Ruan,,,ruan,Ruan,M,11,172.0,179,M,1400494,EUR,1115078400,M,11,11,False,21.0,17.0,5.0,0.0,13.0,14.0,7.0,,7.0,5.0,2.0,1.0,2.0,,,2.0,,,72.0,45.0,6.8,9.0,0.00165659,,1,,-0.02,0.06,0.22,,3.0,4.0,,2.0,,,3.0,1.0,,,0.0233,0.0,,,1.0,3.0,1.0,1.0,0.0469,,,,,,,,
14109697,home,Alanyaspor,Gaius Makouta,,,makouta-gaius,G. Makouta,M,42,180.0,298,M,847013,EUR,869788800,M,42,42,False,49.0,40.0,3.0,0.0,27.0,28.0,21.0,2.0,5.0,4.0,1.0,8.0,1.0,1.0,,1.0,,,90.0,58.0,6.9,11.0,0.00854515,,2,,0.03,0.11,0.42,,2.0,13.0,1.0,,1.0,,1.0,,,2.0,0.1433,-0.34,,1.0,,1.0,1.0,,0.2386,,,,,,,,
14109697,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171.0,91,M,802150,EUR,902793600,M,17,17,False,24.0,20.0,,0.0,9.0,10.0,14.0,,1.0,3.0,1.0,5.0,3.0,2.0,1.0,,,,64.0,33.0,7.5,5.0,0.0170791,,0,,0.02,0.16,0.26,,,11.0,,1.0,,,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,
14109697,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181.0,157,M,1084884,EUR,979084800,M,88,88,False,19.0,15.0,2.0,0.0,5.0,6.0,13.0,1.0,5.0,3.0,,2.0,2.0,2.0,1.0,,,,90.0,41.0,6.5,12.0,0.0879807,,0,,0.0,-0.51,0.17,,,10.0,1.0,1.0,1.0,,2.0,,,1.0,,,,,,1.0,,,,,2.0,3.0,,,,,
14109697,home,Alanyaspor,Ianis Hagi,,,ianis-hagi,I. Hagi,M,14,180.0,7108,M,756344,EUR,909014400,F,14,14,False,20.0,17.0,3.0,0.0,9.0,11.0,9.0,,6.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,,,83.0,40.0,7.1,12.0,0.145554,,0,,0.18,0.1,-0.04,,2.0,8.0,,,1.0,,4.0,1.0,,,,,,,,1.0,,,,,6.0,2.0,ianishagi,2.0,1.0,,
14109697,home,Alanyaspor,Uchenna Ogundu,Uchenna Ogundu,,uchenna-ogundu,U. Ogundu,F,22,188.0,410,M,1996846,EUR,1147392000,F,22,22,False,13.0,10.0,,0.0,4.0,4.0,9.0,2.0,9.0,3.0,1.0,3.0,,,2.0,1.0,,,72.0,26.0,6.2,11.0,0.0252919,,2,,0.04,0.01,-0.03,,,6.0,3.0,,1.0,,,,1.0,,0.0468,-0.02,,1.0,,4.0,,,,,,,,,,,
