match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_wasFouled,stat_totalOffside,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,captain,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_bigChanceCreated,stat_aerialLost,stat_blockedScoringAttempt,stat_goalAssist,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_errorLeadToAShot
11067283,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,D,26,26,True,5.0,3.0,,,1.0,1.0,2.0,4.0,,,14.0,9.0,6.7,4.0,0.0,0.0,0.00123017,0,,,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11067283,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,True,6.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,,18.0,10.0,6.4,3.0,0.3449,0.3152,0.00058527,1,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,
11067283,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,M,44,44,True,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,Rubens,,,,,,,,,,,,,,,,,,,,,,
11067283,home,Atlético Mineiro,Alan Kardec,alan-kardec,Alan Kardec,F,,185,543,M,39656,EUR,600566400,F,14,14,True,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,home,Atlético Mineiro,Matheus Mendes,matheus-mendes,M. Mendes,G,31,193,413,M,1018555,EUR,921024000,G,31,31,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,home,Atlético Mineiro,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,973737,EUR,922924800,D,3,3,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,home,Atlético Mineiro,Réver,rever,Réver,D,4,192,176,,39421,EUR,473644800,D,4,4,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,home,Atlético Mineiro,Patrick,patrick,Patrick,M,8,176,632,M,594428,EUR,712368000,M,49,49,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,home,Atlético Mineiro,Alisson Santana,alisson,Alisson,M,45,183,2043,M,1471221,EUR,1127260800,F,45,45,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,home,Atlético Mineiro,Edenilson,edenilson,Edenilson,M,8,175,1388,M,221636,EUR,629942400,M,8,8,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,home,Atlético Mineiro,Eduardo Vargas,eduardo-vargas,E. Vargas,F,11,175,3003,M,37006,EUR,627523200,F,11,11,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,away,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,19.0,18.0,4.0,3.0,18.0,18.0,,1.0,3.0,,90.0,26.0,6.7,2.0,0.0,0.0,7.191e-05,0,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,3.0,4.0,0.6664,
11067283,away,Santos,João Lucas,joao-lucas,J. Lucas,D,2,181,682,M,981019,EUR,889401600,D,13,13,False,17.0,16.0,,,9.0,10.0,7.0,8.0,3.0,,79.0,30.0,6.2,3.0,0.0,0.0,0.00662691,0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11067283,away,Santos,João Basso,joao-basso,J. Basso,D,13,189,689,M,850955,EUR,853113600,D,2,2,False,55.0,50.0,4.0,2.0,28.0,29.0,22.0,26.0,4.0,,90.0,61.0,6.5,5.0,0.0,0.0,0.0398612,0,,,2.0,2.0,1.0,1.0,1.0,1.0,,,3.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
11067283,away,Santos,Alex Nascimento,alex-nascimento,A. Nascimento,D,44,189,235,M,931556,EUR,926294400,D,31,31,False,40.0,36.0,1.0,1.0,30.0,31.0,6.0,9.0,1.0,,90.0,51.0,6.7,5.0,0.0,0.0,0.00723844,0,,,3.0,2.0,,3.0,,,1.0,1.0,4.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,2.0,,,,,,,
11067283,away,Santos,Dodô,dodo,Dodô,D,,177,222,M,108481,EUR,697334400,D,16,16,False,34.0,31.0,2.0,1.0,16.0,16.0,15.0,20.0,4.0,,90.0,55.0,6.7,8.0,0.0,0.0,0.0184965,0,2.0,,2.0,3.0,,2.0,2.0,2.0,,1.0,2.0,,2.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,
11067283,away,Santos,Tomás Rincón,tomas-rincon,T. Rincón,M,8,175,2716,M,46798,EUR,569030400,M,25,25,False,44.0,42.0,2.0,1.0,31.0,31.0,11.0,13.0,5.0,,70.0,54.0,6.3,5.0,0.0,0.0,0.00640093,0,,,8.0,4.0,4.0,,1.0,1.0,3.0,,,,2.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,1.0
11067283,away,Santos,Rodrigo Fernández,rodrigo-fernandez,R. Fernández,M,5,172,285,M,877599,EUR,820627200,M,14,14,False,39.0,31.0,8.0,4.0,20.0,23.0,11.0,17.0,5.0,,90.0,49.0,6.6,12.0,0.0246,0.0,0.0162812,1,1.0,,6.0,4.0,3.0,,1.0,1.0,1.0,,,1.0,2.0,,,2.0,,,,2.0,1.0,,,,,1.0,,,1.0,,,,,,,
11067283,away,Santos,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,8,8,False,20.0,19.0,2.0,2.0,11.0,11.0,9.0,11.0,1.0,,79.0,31.0,6.4,6.0,0.0769,0.0,0.0322763,2,2.0,1.0,6.0,1.0,3.0,1.0,,,2.0,1.0,1.0,,3.0,,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,
11067283,away,Santos,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,M,23,23,False,31.0,26.0,1.0,,6.0,6.0,20.0,28.0,2.0,,70.0,47.0,6.6,12.0,0.0,0.0,0.114617,0,3.0,,3.0,7.0,,,1.0,1.0,,1.0,,,1.0,,,6.0,,,2.0,,,,,,,,,1.0,1.0,,,,,,,
11067283,away,Santos,Stiven Mendoza,steven-mendoza,S. Mendoza,M,7,171,1016,M,354510,EUR,709603200,M,20,20,False,20.0,17.0,,,3.0,4.0,14.0,18.0,3.0,,89.0,36.0,6.6,12.0,0.063,0.0,0.0652046,2,2.0,,4.0,3.0,,,,,,1.0,,,2.0,,,2.0,,,1.0,4.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,
11067283,away,Santos,Marcos Leonardo,marcos-leonardo,M. Leonardo,F,9,177,22653,M,1047227,EUR,1051833600,F,9,9,False,18.0,15.0,,,5.0,5.0,10.0,14.0,,,90.0,35.0,6.5,7.0,0.454,0.0,0.0339771,6,1.0,,3.0,3.0,,,,,1.0,1.0,3.0,,1.0,,,3.0,1.0,marcosleonardo09,2.0,,,,,,2.0,4.0,,,,2.0,,,,,,
11067283,away,Santos,Lucas Braga,lucas-braga,L. Braga,M,22,184,437,M,934801,EUR,847584000,F,30,30,True,7.0,5.0,,,,,5.0,7.0,,,20.0,11.0,6.5,2.0,0.0,0.0,0.0112246,0,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
11067283,away,Santos,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,19,19,True,11.0,11.0,,,9.0,9.0,2.0,2.0,2.0,,20.0,15.0,6.6,,0.0,0.0,0.00048544,0,,,2.0,3.0,1.0,,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
11067283,away,Santos,Weslley Patati,weslley-patati,W. Patati,M,7,167,1129,M,1148468,EUR,1064966400,F,43,43,True,6.0,5.0,1.0,1.0,1.0,2.0,4.0,6.0,1.0,,11.0,12.0,7.2,3.0,0.0198,0.0,0.0924129,1,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
11067283,away,Santos,Julio Furch,julio-furch,J. Furch,F,,189,570,M,787551,EUR,617673600,F,11,11,True,5.0,2.0,,,1.0,2.0,1.0,3.0,1.0,,11.0,7.0,6.6,4.0,0.0357,0.0,0.00049746,1,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
11067283,away,Santos,Kevyson,kevyson,Kevyson,D,38,174,451,M,1389980,EUR,1080518400,D,38,38,True,1.0,1.0,,,,,1.0,1.0,,,8.0,1.0,6.5,,0.0,0.0,0.00013032,0,,,,,,,,,,,,,,Kevyson,,,,,,,,,,,,,,,,,,,,,,
11067283,away,Santos,Paulo Mazoti,paulo-mazoti,Paulo Mazoti,G,,187,34,M,1066557,EUR,963273600,G,50,50,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,Paulo Mazoti,,,,,,,,,,,,,,,,,,,,,,
11067283,away,Santos,Vladimir,vladimir,Vladimir,G,1,191,198,M,124996,EUR,616550400,G,1,1,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,away,Santos,Messias,messias,Messias,D,4,192,220,M,839765,EUR,783820800,D,24,24,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,away,Santos,Gabriel Inocêncio,gabriel-inocencio,Gabriel Inocêncio,D,6,175,95,M,1047680,EUR,777340800,D,12,12,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,Gabriel Inocêncio,,,,,,,,,,,,,,,,,,,,,,
11067283,away,Santos,Nonato,nonato,Nonato,M,16,174,1213,M,922566,EUR,888883200,M,7,7,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,away,Santos,Guilherme Camacho,guilherme-camacho,G. Camacho,M,5,180,154,M,76444,EUR,636336000,M,29,29,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067283,away,Santos,Bruno Mezenga,bruno-mezenga,B. Mezenga,F,80,183,150,M,60472,EUR,587001600,F,88,88,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
