match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_interceptionWon,stat_dispossessed,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_errorLeadToAGoal,captain,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated
11002141,home,Blackburn Rovers,Thomas Kaminski,thomas-kaminski,T. Kaminski,G,1,190,542,M,45959,EUR,719798400,G,1,1,False,42.0,28.0,22.0,8.0,25.0,29.0,3.0,13.0,1.0,1.0,1.0,6.0,5.0,6.0,1.0,90.0,50.0,7.4,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002141,home,Blackburn Rovers,Joe Rankin-Costello,joe-rankin-costello,J. Rankin-Costello,D,26,183,69,M,905789,EUR,932947200,D,11,11,False,56.0,44.0,10.0,5.0,34.0,39.0,10.0,19.0,1.0,7.0,,10.0,,,,90.0,83.0,7.4,16.0,4,,,2.0,1.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
11002141,home,Blackburn Rovers,Hayden Carter,hayden-carter,H. Carter,D,17,188,50,M,970437,EUR,945388800,D,17,17,False,62.0,59.0,8.0,5.0,48.0,48.0,11.0,14.0,3.0,4.0,5.0,6.0,,,,90.0,75.0,6.7,4.0,2,,,,2.0,3.0,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
11002141,home,Blackburn Rovers,Scott Wharton,scott-wharton,S. Wharton,D,16,182,40,M,845723,EUR,875836800,D,16,16,False,92.0,80.0,18.0,12.0,61.0,68.0,19.0,24.0,3.0,5.0,2.0,6.0,,,,90.0,102.0,6.9,13.0,1,,,,2.0,4.0,,,1.0,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,
11002141,home,Blackburn Rovers,Harry Pickering,harry-pickering,H. Pickering,D,3,185,60,M,845571,EUR,914889600,D,3,3,False,68.0,62.0,10.0,9.0,27.0,31.0,35.0,37.0,1.0,3.0,,7.0,,,,90.0,85.0,6.7,9.0,0,,,,1.0,3.0,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
11002141,home,Blackburn Rovers,John Buckley,john-buckley,J. Buckley,M,6,173,168,M,970441,EUR,939772800,M,21,21,False,92.0,81.0,8.0,5.0,46.0,49.0,35.0,44.0,1.0,4.0,1.0,4.0,,,,75.0,104.0,6.9,17.0,0,,,1.0,1.0,4.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,
11002141,home,Blackburn Rovers,Tyler Morton,tyler-morton,T. Morton,M,23,185,6716,M,979118,EUR,1036022400,M,6,6,False,58.0,44.0,6.0,2.0,22.0,29.0,24.0,34.0,1.0,5.0,2.0,8.0,,,,90.0,77.0,6.7,23.0,0,,,5.0,,2.0,,,,,,,,,1.0,1.0,,3.0,2.0,5.0,2.0,1.0,4.0,1.0,2.0,1.0,,,,,
11002141,home,Blackburn Rovers,Ryan Hedges,ryan-hedges,R. Hedges,M,19,185,64,M,600620,EUR,805161600,M,19,19,False,21.0,19.0,1.0,1.0,8.0,8.0,12.0,14.0,,3.0,,4.0,,,,45.0,29.0,7.1,4.0,0,,,1.0,,1.0,2.0,2.0,,,,,,,,,,1.0,1.0,1.0,,1.0,2.0,,1.0,,,,,,
11002141,home,Blackburn Rovers,Bradley Dack,bradley-dack,B. Dack,M,23,175,71,M,1824141,EUR,757296000,M,23,23,False,41.0,36.0,4.0,4.0,17.0,17.0,19.0,24.0,,,2.0,2.0,,,,87.0,48.0,7.4,5.0,3,,,,1.0,4.0,,,,3.0,,,1.0,,,,3.0,,,,1.0,,,,,,True,,,,
11002141,home,Blackburn Rovers,Ben Brereton Díaz,ben-brereton-diaz,B. Brereton Díaz,M,25,188,6392,M,867583,EUR,924393600,M,22,22,False,26.0,20.0,2.0,2.0,6.0,7.0,14.0,20.0,,,,2.0,,,,90.0,40.0,6.2,14.0,4,,,1.0,1.0,6.0,2.0,,1.0,3.0,,,,,,1.0,,,,3.0,,2.0,1.0,,,,,ben.brereton,1.0,,
11002141,home,Blackburn Rovers,Sam Gallagher,sam-gallagher,S. Gallagher,F,20,193,137,M,362704,EUR,811123200,F,9,9,False,17.0,5.0,1.0,,3.0,6.0,2.0,12.0,6.0,12.0,2.0,2.0,,,,89.0,38.0,6.9,18.0,2,,,1.0,7.0,10.0,4.0,2.0,1.0,,1.0,,,,1.0,,,3.0,2.0,2.0,,1.0,2.0,,,,,,,1.0,
11002141,home,Blackburn Rovers,Tyrhys Dolan,tyrhys-dolan,T. Dolan,M,24,170,698,M,1063015,EUR,1009497600,M,10,10,True,25.0,19.0,3.0,1.0,7.0,9.0,13.0,17.0,,4.0,,4.0,,,,45.0,36.0,7.2,8.0,0,Tyrhys Dolan,,1.0,2.0,5.0,3.0,2.0,,,,,,,,,1.0,2.0,,,2.0,1.0,4.0,,1.0,,,,,,1.0
11002141,home,Blackburn Rovers,Lewis Travis,lewis-travis,L. Travis,M,27,183,103,M,864918,EUR,876960000,D,27,27,True,8.0,7.0,1.0,1.0,1.0,1.0,6.0,7.0,,,,1.0,,,,15.0,8.0,6.3,1.0,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,
11002141,home,Blackburn Rovers,Sammie Szmodics,sammie-szmodics,S. Szmodics,M,19,168,1164,M,354782,EUR,811900800,M,8,8,True,2.0,,1.0,,,1.0,,1.0,,,1.0,,,,,13.0,3.0,6.3,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002141,home,Blackburn Rovers,Jack Vale,jack-vale,J. Vale,F,27,185,49,M,994995,EUR,983577600,F,29,29,True,2.0,,,,,1.0,,1.0,,,,,,,,1.0,2.0,,2.0,0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11002141,home,Blackburn Rovers,Aynsley Pears,aynsley-pears,A. Pears,G,1,185,54,M,903166,EUR,893289600,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002141,home,Blackburn Rovers,Ashley Phillips,ashley-phillips,A. Phillips,D,26,192,1100,M,1134744,EUR,1119744000,D,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002141,home,Blackburn Rovers,Adetayo Edun,edun-adetayo,A. Edun,D,14,171,43,M,795065,EUR,895104000,M,7,7,True,,,,,,,,,,,,,,,,,,,,0,Adetayo,Edun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002141,home,Blackburn Rovers,Jake Garrett,jake-garrett,J. Garrett,M,34,188,40,M,1014507,EUR,1047254400,M,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002141,home,Blackburn Rovers,Harry Leonard,harry-leonard,H. Leonard,F,27,184,108,M,1141108,EUR,1070928000,F,38,38,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002141,away,Birmingham City,Neil Etheridge,neil-etheridge,N. Etheridge,G,13,188,195,M,133199,EUR,634348800,G,1,1,False,26.0,17.0,24.0,15.0,4.0,8.0,13.0,18.0,,,,9.0,4.0,6.0,,90.0,38.0,7.2,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002141,away,Birmingham City,Maxime Colin,maxime-colin,M. Colin,D,2,179,51,M,128285,EUR,690163200,D,2,2,False,31.0,22.0,1.0,1.0,9.0,11.0,14.0,22.0,1.0,7.0,4.0,8.0,,,,90.0,61.0,7.3,12.0,0,,,2.0,,1.0,1.0,,,,,,,,1.0,,,5.0,2.0,,1.0,,1.0,,1.0,,,,,,
11002141,away,Birmingham City,Dion Sanderson,dion-sanderson,D. Sanderson,D,28,188,120,M,970407,EUR,945216000,D,28,28,False,40.0,31.0,13.0,6.0,22.0,25.0,9.0,16.0,2.0,3.0,3.0,4.0,,,,90.0,50.0,6.8,11.0,0,,,1.0,2.0,5.0,2.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,2.0,,,,,,,,1.0
11002141,away,Birmingham City,Kevin Long,kevin-long,K. Long,D,,188,98,M,96116,EUR,650937600,D,26,26,False,47.0,37.0,9.0,5.0,26.0,27.0,11.0,20.0,2.0,4.0,4.0,2.0,,,,75.0,56.0,6.8,11.0,0,,,,3.0,3.0,,,,,,,,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,
11002141,away,Birmingham City,Auston Trusty,auston-trusty,A. Trusty,D,6,188,826,M,822459,EUR,902880000,D,5,5,False,42.0,31.0,8.0,4.0,17.0,20.0,14.0,24.0,3.0,5.0,4.0,4.0,,,,90.0,58.0,6.8,14.0,1,,,2.0,1.0,4.0,1.0,,1.0,,,,,,,1.0,1.0,2.0,2.0,,3.0,,,,,,,,,,
11002141,away,Birmingham City,George Friend,george-friend,G. Friend,D,,188,16,M,37254,EUR,561600000,D,3,3,False,21.0,13.0,2.0,,3.0,6.0,12.0,20.0,3.0,6.0,1.0,4.0,,,,90.0,52.0,6.3,19.0,1,,,5.0,2.0,5.0,3.0,,,,1.0,,,,1.0,1.0,,2.0,1.0,2.0,,,1.0,,2.0,,,,,,
11002141,away,Birmingham City,Gary Gardner,gary-gardner,G. Gardner,M,,186,18,M,177415,EUR,709776000,M,20,20,False,29.0,21.0,6.0,3.0,9.0,11.0,12.0,18.0,,2.0,2.0,11.0,,,,64.0,37.0,6.8,10.0,0,,,,,3.0,1.0,1.0,,,,,,,,,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,
11002141,away,Birmingham City,Krystian Bielik,krystian-bielik,K. Bielik,D,5,189,1875,M,573812,EUR,883872000,M,31,31,False,27.0,25.0,1.0,1.0,14.0,14.0,11.0,13.0,1.0,3.0,,10.0,,,,65.0,37.0,6.5,3.0,0,,,,1.0,4.0,1.0,1.0,,,,,,,,,3.0,1.0,1.0,,2.0,,,,,,,,,,
