match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_aerialLost,stat_challengeLost,stat_interceptionWon,stat_wasFouled,player_lastName,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialWon,stat_clearanceOffLine,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,stat_keyPass,stat_totalContest,stat_blockedScoringAttempt,captain,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,player_sofascoreId,stat_wonContest,stat_goals,stat_penaltyWon
12624913,home,Al Orobah,Abdulaziz Awadh Masnom,abdulaziz-awadh-masnom,A. A. Masnom,F,99,194,192,M,1947429,EUR,1139184000,F,91,91,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Abdulaziz Awadh Masnom,,,,,,,,,,,,,,,,,,,,,,,,,,
12624913,away,Al-Ahli,Edouard Mendy,edouard-mendy,E. Mendy,G,16,195,19839,M,845074,EUR,699408000,G,16,16,False,27.0,21.0,11.0,5.0,0.0,19.0,20.0,2.0,7.0,,,,6.0,,,,,,,2.0,,2.0,90.0,31.0,7.3,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,edou_mendy,,,
12624913,away,Al-Ahli,Ali Majrashi,ali-majrashi,A. Majrashi,D,27,177,404,M,917035,EUR,938736000,D,27,27,False,34.0,23.0,2.0,1.0,0.0,11.0,12.0,12.0,25.0,3.0,4.0,1.0,2.0,,2.0,,,3.0,,,,,90.0,56.0,7.4,18.0,3,,1.0,,2.0,1.0,,,,3.0,1.0,,,3.0,,,,,,1.0,,,1.0,2.0,,,,
12624913,away,Al-Ahli,Merih Demiral,merih-demiral,M. Demiral,D,28,190,4099,M,806968,EUR,889056000,D,28,28,False,67.0,59.0,5.0,5.0,0.0,26.0,28.0,33.0,40.0,,5.0,3.0,1.0,,2.0,1.0,,,,,,,90.0,75.0,7.6,9.0,0,,,,1.0,,,,,,3.0,,,1.0,,1.0,,,,,,,,,merihdemiral,,,
12624913,away,Al-Ahli,Roger Ibañez,roger-ibanez,R. Ibañez,D,3,185,2314,M,888949,EUR,911779200,D,3,3,False,57.0,52.0,4.0,2.0,0.0,34.0,37.0,18.0,20.0,,6.0,4.0,9.0,,3.0,3.0,,,,,,,90.0,73.0,7.4,5.0,1,,,,1.0,1.0,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,
12624913,away,Al-Ahli,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168,155,M,1066588,EUR,948931200,D,31,31,False,28.0,24.0,2.0,1.0,0.0,14.0,15.0,10.0,16.0,5.0,4.0,2.0,3.0,,1.0,1.0,,4.0,,,,,89.0,53.0,6.8,12.0,0,Saad Yaslam Balobaid,,,,,,,,3.0,1.0,,,3.0,,1.0,3.0,,,,,,,,,2.0,,
12624913,away,Al-Ahli,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5191,M,1010505,EUR,1022457600,M,24,24,False,43.0,34.0,2.0,2.0,0.0,13.0,15.0,21.0,29.0,4.0,4.0,,6.0,,2.0,2.0,,3.0,,,,,90.0,59.0,7.2,13.0,1,,,,,1.0,,1.0,1.0,2.0,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,
12624913,away,Al-Ahli,Ziyad Aljohani,ziyad-aljohani,Z. Aljohani,M,30,180,354,M,1048372,EUR,1005436800,M,30,30,False,68.0,62.0,4.0,2.0,0.0,29.0,30.0,33.0,40.0,4.0,7.0,1.0,14.0,,2.0,1.0,,2.0,,,,,86.0,86.0,8.0,10.0,2,Ziyad Aljohani,,,,3.0,,,,,,,,2.0,,1.0,4.0,1.0,,,1.0,,,1.0,,2.0,1.0,
12624913,away,Al-Ahli,Riyad Mahrez,riyad-mahrez,R. Mahrez,M,7,179,70718,M,158213,EUR,667094400,M,7,7,False,45.0,41.0,3.0,2.0,1.0,11.0,11.0,32.0,41.0,5.0,7.0,,9.0,,1.0,1.0,,2.0,,,,,90.0,77.0,8.5,19.0,3,,,,,2.0,,2.0,1.0,4.0,1.0,,,7.0,2.0,5.0,4.0,2.0,,1.0,1.0,1.0,,,RMahrez,3.0,,
12624913,away,Al-Ahli,Roberto Firmino,roberto-firmino,R. Firmino,M,9,181,30860,M,143697,EUR,686361600,M,10,10,False,36.0,30.0,,,0.0,7.0,8.0,23.0,29.0,5.0,7.0,2.0,5.0,,2.0,1.0,,,,,,,89.0,58.0,7.0,14.0,3,,,,2.0,1.0,,3.0,,,2.0,,,1.0,,1.0,4.0,3.0,True,,,,,,BobbyFirmino,2.0,,
12624913,away,Al-Ahli,Firas Al-Buraikan,firas-al-buraikan,F. Al-Buraikan,F,9,181,1082,M,893307,EUR,958262400,M,9,9,False,27.0,21.0,2.0,1.0,0.0,3.0,3.0,18.0,25.0,,7.0,,4.0,,1.0,1.0,,,,,,,90.0,42.0,8.1,9.0,0,,,,2.0,4.0,,,1.0,2.0,1.0,,,1.0,,3.0,1.0,,,,1.0,1.0,,,,1.0,,
12624913,away,Al-Ahli,Ivan Toney,ivan-toney,I. Toney,F,17,185,12718,M,290927,EUR,826934400,F,99,99,False,21.0,16.0,1.0,,0.0,4.0,4.0,12.0,17.0,7.0,5.0,1.0,,,2.0,1.0,,1.0,,,,,90.0,43.0,6.8,14.0,5,,1.0,,,2.0,,3.0,,2.0,,,,,,,3.0,1.0,,1.0,1.0,,2.0,3.0,ivantoney,1.0,1.0,1.0
12624913,away,Al-Ahli,Mohammed Al-Majhad,mohammed-al-majhad,M. Al-Majhad,M,29,177,80,M,893260,EUR,900547200,M,29,29,True,3.0,3.0,,,0.0,3.0,3.0,,,2.0,,,,,,,,1.0,,,,,16.0,4.0,6.3,1.0,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12624913,away,Al-Ahli,Matteo Dams,matteo-dams,M. Dams,D,32,184,819,M,1162305,EUR,1078790400,D,32,32,True,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,0,Matteo Dams,,,,,,,,,,,,,,,,,,,,,,,,,,
12624913,away,Al-Ahli,Fahad Ayed Al-Rashidi,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175,231,M,974517,EUR,863740800,F,19,19,True,1.0,1.0,,,0.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,4.0,,1.0,1,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,
12624913,away,Al-Ahli,Abdulrahman Al Sanbi,abdulrahman-al-sanbi,A. A. Sanbi,G,1,181,227,M,1066728,EUR,981072000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Abdulrahman Al Sanbi,,,,,,,,,,,,,,,,,,,,,,,,,,
12624913,away,Al-Ahli,Rayan Hamed,rayan-hamed,R. Hamed,D,46,176,226,M,1429251,EUR,1018656000,D,46,46,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Rayan Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,
12624913,away,Al-Ahli,Mohammed Sulaiman,sulaiman-mohammed,M. Sulaiman,D,5,180,243,M,1854314,EUR,1081382400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624913,away,Al-Ahli,Yaseen Al-Zubaidi,al-zubaidi-yaseen,Y. Al-Zubaidi,M,26,176,105,M,1434209,EUR,1051315200,F,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yaseen Al-Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,
12624913,away,Al-Ahli,Sumaihan Al-Nabit,sumaihan-al-nabit,S. Al-Nabit,M,88,174,111,M,893167,EUR,827884800,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624913,away,Al-Ahli,Abdulkarim Darisi,abdulkarim-darisi,A. Darisi,F,14,184,469,M,1548394,EUR,1050537600,M,45,45,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
