match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalOffside,captain,stat_challengeLost,stat_goalAssist,stat_bigChanceMissed
10385525,home,Chelsea,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195,19994,M,edou_mendy,845074,EUR,699408000,G,16,16,False,20.0,13.0,12.0,5.0,9.0,9.0,4.0,11.0,6.0,3.0,3.0,90.0,27.0,6.5,7.0,0.0,0.0,0.0013341,0,-0.3425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385525,home,Chelsea,Reece James,,,reece-james,R. James,D,24,180,49594,M,ReeceJ,885908,EUR,944611200,D,24,24,False,74.0,68.0,6.0,5.0,23.0,25.0,46.0,54.0,4.0,,,90.0,95.0,7.8,13.0,0.4865,0.1298,0.264313,2,,5.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,
10385525,home,Chelsea,Thiago Silva,,,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,72.0,64.0,5.0,3.0,39.0,41.0,25.0,31.0,5.0,,,90.0,78.0,6.9,8.0,0.0,0.0,0.00952638,0,,,,2.0,3.0,5.0,,,,,,,,3.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,
10385525,home,Chelsea,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187,26311,M,kkoulibaly26,126071,EUR,677376000,D,26,26,False,74.0,66.0,11.0,7.0,30.0,32.0,36.0,42.0,7.0,,,90.0,87.0,7.9,10.0,0.1379,0.3422,0.0223741,3,,,,2.0,3.0,6.0,1.0,,,,1.0,,1.0,4.0,4.0,,,1.0,,1.0,,2.0,2.0,1.0,,,,,
10385525,home,Chelsea,Ruben Loftus-Cheek,,,ruben-loftus-cheek,R. Loftus-Cheek,M,8,191,7232,M,rlc,284441,EUR,822355200,M,12,12,False,44.0,36.0,,,9.0,11.0,27.0,34.0,7.0,,,90.0,67.0,7.2,15.0,0.0556,0.0,0.627062,1,,1.0,,3.0,7.0,12.0,3.0,4.0,3.0,,,1.0,,3.0,1.0,1.0,3.0,,2.0,3.0,1.0,,1.0,,1.0,,,,
10385525,home,Chelsea,N'Golo Kanté,,,ngolo-kante,N. Kanté,M,17,169,44268,M,nglkante,234148,EUR,670204800,M,7,7,False,55.0,46.0,2.0,1.0,10.0,10.0,36.0,47.0,5.0,,,84.0,66.0,6.9,13.0,0.0515,0.0,0.0819973,1,,2.0,,,2.0,2.0,,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,
10385525,home,Chelsea,Jorginho,,,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,5,5,False,65.0,56.0,4.0,2.0,16.0,18.0,40.0,47.0,6.0,,,73.0,72.0,7.0,10.0,0.0544,0.0,0.0683462,1,,,,,2.0,4.0,,,,,,1.0,,1.0,1.0,1.0,3.0,,2.0,1.0,,,,1.0,,True,1.0,,
10385525,home,Chelsea,Mason Mount,,,mason-mount,M. Mount,M,7,181,41304,M,MMount,836694,EUR,915926400,M,19,19,False,58.0,49.0,3.0,2.0,11.0,12.0,39.0,52.0,8.0,,,90.0,91.0,7.6,22.0,0.1531,0.0,0.075862,2,,6.0,1.0,,9.0,11.0,4.0,3.0,2.0,,,,,7.0,4.0,1.0,2.0,1.0,1.0,,1.0,2.0,,,,,3.0,,
10385525,home,Chelsea,Marc Cucurella,,,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,M,32,32,False,66.0,58.0,3.0,2.0,23.0,24.0,37.0,49.0,4.0,,,90.0,99.0,7.1,18.0,0.0748,0.0,0.0487271,2,,7.0,2.0,,3.0,1.0,1.0,,,,,2.0,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,
10385525,home,Chelsea,Kai Havertz,,,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,F,29,29,False,30.0,22.0,,,3.0,3.0,19.0,28.0,4.0,,,89.0,57.0,6.9,16.0,0.3828,0.5933,0.112721,2,,1.0,,5.0,10.0,11.0,4.0,4.0,4.0,,1.0,,,2.0,,3.0,,2.0,1.0,2.0,,1.0,1.0,,1.0,,2.0,,1.0
