match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_shotOffTarget,player_sofascoreId,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim
10385461,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,40.0,39.0,6.0,5.0,35.0,35.0,4.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,90.0,48.0,7.3,1.0,0.0,0.0,0.00086021,0,0.1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385461,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,27.0,22.0,1.0,,12.0,14.0,11.0,17.0,,7.0,2.0,3.0,,,,89.0,51.0,7.1,11.0,0.0,0.0,0.0113096,0,,4.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385461,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,56.0,39.0,10.0,,35.0,37.0,4.0,19.0,3.0,4.0,3.0,6.0,,,,90.0,64.0,6.8,19.0,0.0,0.0,0.00082597,0,,,,1.0,3.0,,1.0,,,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
10385461,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,548,M,118179,EUR,560390400,D,13,13,False,63.0,58.0,10.0,7.0,42.0,43.0,16.0,20.0,,4.0,4.0,13.0,,,,90.0,76.0,7.7,5.0,0.0,0.0,0.00769916,0,,,,,,,1.0,1.0,,2.0,1.0,1.0,,1.0,3.0,,True,,,,,,,,,,,,,,
10385461,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,31.0,21.0,6.0,3.0,12.0,13.0,12.0,28.0,4.0,8.0,1.0,6.0,,,,90.0,65.0,7.9,19.0,0.0,0.0,0.214632,0,,10.0,3.0,2.0,4.0,,3.0,3.0,1.0,1.0,1.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,,
10385461,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,353,M,365802,EUR,791164800,M,6,6,False,37.0,29.0,3.0,2.0,11.0,13.0,19.0,28.0,,3.0,1.0,4.0,,,,90.0,51.0,7.0,14.0,0.0376,0.0,0.0894353,1,,4.0,1.0,,1.0,1.0,,,,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,
10385461,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,28.0,17.0,2.0,1.0,9.0,10.0,8.0,18.0,5.0,7.0,3.0,6.0,,,,90.0,39.0,7.0,11.0,0.1164,0.0,0.00746191,1,,,,2.0,2.0,,1.0,1.0,,,,1.0,,,3.0,,,,Palhinha,1.0,,,,,,,,,,,
10385461,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,M,14,14,False,24.0,17.0,4.0,3.0,7.0,8.0,11.0,18.0,,4.0,1.0,6.0,,,,85.0,40.0,7.1,13.0,0.1356,0.0,0.133829,2,,2.0,1.0,2.0,6.0,1.0,2.0,1.0,,1.0,,2.0,2.0,,1.0,3.0,,1.0,,1.0,,,1.0,,,,,,,,
10385461,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,25.0,20.0,3.0,3.0,5.0,6.0,19.0,26.0,,3.0,,4.0,,,,89.0,38.0,8.1,8.0,0.1098,0.0,0.272331,2,,7.0,4.0,1.0,2.0,1.0,2.0,2.0,,,,1.0,,4.0,,,,2.0,andreaspereira,,,,1.0,1.0,1.0,,,,,,
10385461,home,Fulham,Willian,willian,Willian,F,88,175,9698,M,31417,EUR,587088000,M,20,20,False,27.0,23.0,,,8.0,8.0,15.0,20.0,,4.0,,4.0,,,,72.0,39.0,7.7,8.0,0.1328,0.8079,0.126802,2,,1.0,,2.0,6.0,1.0,2.0,1.0,,,,3.0,,3.0,1.0,,,1.0,willianborges88,,,,1.0,,1.0,2.0,1.0,1.0,,,
