match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,captain,stat_aerialWon,stat_fouls,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_challengeLost,stat_bigChanceMissed,stat_errorLeadToAShot,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_hitWoodwork
12504440,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194.0,1818,M,308182,EUR,763862400,G,94,94,False,33.0,11.0,25.0,3.0,0.0,9.0,13.0,2.0,20.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,2.0,90.0,44.0,6.6,22.0,0.00056478,0,0.5699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504440,home,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173.0,753,M,273405,EUR,754531200,D,29,29,False,11.0,10.0,3.0,2.0,0.0,6.0,7.0,4.0,4.0,,1.0,4.0,1.0,1.0,,,,,60.0,19.0,6.8,3.0,0.00136867,1,,1.0,1.0,1.0,1.0,2.0,1.0,0.0157,,,,,,,,,,,,,,,,,,,,,,,,
12504440,home,Lazio,Samuel Gigot,samuel-gigot,S. Gigot,D,2,187.0,808,M,339231,EUR,750384000,D,2,2,False,17.0,13.0,2.0,1.0,0.0,8.0,8.0,5.0,9.0,,,2.0,1.0,1.0,,,,,90.0,32.0,7.5,4.0,0.00227777,0,,,,,,1.0,1.0,,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12504440,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185.0,1922,M,227864,EUR,789868800,D,13,13,False,32.0,27.0,4.0,1.0,0.0,19.0,21.0,8.0,11.0,2.0,3.0,3.0,,,,,,,90.0,41.0,6.9,5.0,0.00614585,0,,,,,,1.0,1.0,,5.0,,1.0,,True,2.0,1.0,,,,,,,,,,,,,,,,,
12504440,home,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178.0,1350,M,826186,EUR,920764800,D,3,3,False,32.0,23.0,8.0,6.0,0.0,7.0,12.0,18.0,24.0,2.0,7.0,7.0,6.0,2.0,,,,,60.0,64.0,7.7,14.0,0.0980316,2,,1.0,4.0,2.0,,3.0,3.0,0.02,2.0,,,4.0,,,2.0,4.0,2.0,1.0,1.0,0.0308,2.0,,,,,,,,,,,
12504440,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185.0,7016,M,852404,EUR,924048000,M,8,8,False,25.0,22.0,3.0,1.0,1.0,8.0,8.0,14.0,18.0,,5.0,4.0,6.0,2.0,,,,,90.0,41.0,6.6,9.0,0.0427125,1,,,1.0,,,1.0,1.0,0.1284,,,,3.0,,1.0,2.0,1.0,,1.0,,,1.0,MatteoGuendouzi,2.0,1.0,1.0,3.0,,,,,,
12504440,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179.0,2966,M,937324,EUR,1007424000,M,6,6,False,36.0,32.0,3.0,3.0,0.0,18.0,18.0,14.0,20.0,2.0,8.0,5.0,7.0,2.0,,,,,90.0,55.0,6.7,9.0,0.00658049,1,,2.0,1.0,1.0,1.0,2.0,1.0,0.0628,2.0,,,3.0,,,2.0,2.0,,,,,,,2.0,,1.0,1.0,,,,,,
12504440,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181.0,3333,M,976381,EUR,987638400,M,18,18,False,8.0,5.0,1.0,1.0,0.0,3.0,4.0,2.0,8.0,,3.0,3.0,3.0,1.0,,,,,73.0,25.0,6.9,10.0,0.00110858,2,,1.0,2.0,1.0,1.0,,,0.0746,1.0,,,1.0,,1.0,,4.0,,,1.0,0.093,,,1.0,,,,,,1.0,,,
12504440,home,Lazio,Loum Tchaouna,loum-tchaouna,L. Tchaouna,F,17,180.0,1357,M,1004505,EUR,1062979200,M,20,20,False,15.0,11.0,1.0,,0.0,3.0,5.0,8.0,10.0,5.0,7.0,2.0,1.0,1.0,,,,,58.0,25.0,5.9,9.0,0.0378389,1,,,,,,1.0,1.0,0.0496,,,,,,,3.0,,,1.0,,,1.0,,,,,5.0,,,,,,
12504440,home,Lazio,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186.0,3803,M,910121,EUR,981417600,M,7,7,False,21.0,16.0,,,0.0,6.0,6.0,10.0,15.0,4.0,11.0,3.0,2.0,,,,,,90.0,36.0,6.4,11.0,0.0295131,2,,3.0,3.0,2.0,2.0,1.0,,0.0552,,,,,,,2.0,,,,,,1.0,,2.0,,,2.0,,,,,,
