match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11067294,home,Goiás,Tadeu,,,tadeu,Tadeu,G,23,184,759,M,552172,EUR,697161600,G,23,23,False,True,22.0,18.0,14.0,10.0,13.0,13.0,5.0,9.0,3.0,3.0,2.0,11.0,1.0,1.0,4.0,1.0,2.0,90.0,36.0,6.7,4.0,0.0,0.0,0.00145543,0,-0.8043,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067294,home,Goiás,Maguinho,,,maguinho,Maguinho,D,26,175,81,M,871209,EUR,694656000,D,2,2,False,,32.0,23.0,2.0,1.0,10.0,14.0,13.0,23.0,2.0,4.0,3.0,7.0,,,,,,90.0,61.0,6.3,19.0,0.0,0.0,0.01286,0,,5.0,1.0,9.0,1.0,3.0,2.0,3.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,
11067294,home,Goiás,Lucas Halter,,,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,3,3,False,,47.0,38.0,11.0,7.0,20.0,22.0,18.0,25.0,3.0,6.0,3.0,9.0,2.0,,,,,90.0,60.0,7.7,10.0,0.0304,0.2532,0.0124655,1,,,,2.0,,1.0,1.0,3.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
11067294,home,Goiás,Bruno Melo,,,bruno-melo,Bruno Melo,D,26,183,189,M,870851,EUR,720057600,D,19,19,False,,41.0,33.0,10.0,4.0,22.0,22.0,11.0,19.0,,,3.0,5.0,,,,,,90.0,46.0,6.3,9.0,0.0,0.0,0.00323008,0,,,1.0,2.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,
11067294,home,Goiás,Sander,,,sander,Sander,D,6,177,84,M,795014,EUR,654912000,D,6,6,False,,39.0,35.0,3.0,3.0,17.0,20.0,20.0,27.0,2.0,8.0,1.0,6.0,3.0,,,,,90.0,73.0,7.6,15.0,0.0832,0.3453,0.168832,3,,8.0,,5.0,,3.0,,1.0,2.0,1.0,3.0,2.0,,,,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,
11067294,home,Goiás,Zé Ricardo,,,ze-ricardo,Zé Ricardo,M,55,180,162,M,943044,EUR,918000000,M,5,5,False,,51.0,44.0,5.0,5.0,20.0,20.0,24.0,31.0,1.0,13.0,1.0,4.0,3.0,,,,,72.0,73.0,7.3,10.0,0.0368,0.0,0.019854,2,,,,6.0,,6.0,4.0,2.0,,3.0,,,,1.0,,,,1.0,1.0,5.0,3.0,1.0,,,,,,
11067294,home,Goiás,Everton Morelli,,,everton-morelli,E. Morelli,M,8,185,105,M,928137,EUR,878601600,M,40,40,False,,30.0,29.0,1.0,1.0,10.0,10.0,19.0,21.0,1.0,6.0,,4.0,3.0,,,,,90.0,44.0,6.9,5.0,0.0613,0.0,0.00785608,1,,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,
11067294,home,Goiás,Dieguinho,,,dieguinho,Dieguinho,M,20,175,466,M,1016930,EUR,815097600,M,20,20,False,,44.0,33.0,2.0,,12.0,12.0,22.0,35.0,,4.0,1.0,5.0,3.0,,,,,90.0,70.0,6.5,19.0,0.0177,0.0,0.0990401,1,,3.0,2.0,6.0,3.0,,,1.0,2.0,1.0,2.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
11067294,home,Goiás,Julián Palacios,,,julian-palacios,J. Palacios,M,20,172,145,M,1005177,EUR,918086400,M,10,10,False,,24.0,18.0,,,2.0,3.0,19.0,28.0,,5.0,,1.0,3.0,,,,,87.0,44.0,7.3,13.0,0.0182,0.0,0.217459,1,,7.0,1.0,5.0,,3.0,2.0,,2.0,3.0,3.0,,,,,1.0,3.0,,,,,1.0,1.0,,,,,
11067294,home,Goiás,Vinícius,,,vinicius,Vinícius,F,7,180,199,M,124807,EUR,744336000,M,7,7,False,,34.0,27.0,1.0,1.0,2.0,2.0,26.0,37.0,,6.0,,3.0,1.0,,,,,90.0,57.0,7.3,14.0,0.167,0.1741,0.0798275,3,,5.0,,3.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,
