match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_goals,stat_ownGoals,stat_shotOffTarget,stat_totalOffside,captain,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt
10390038,home,Angers,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194,3568,M,yahia.fofana_,877977,EUR,966816000,G,30,30,False,23.0,22.0,6.0,5.0,21.0,22.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,5.0,5.0,90.0,37.0,6.6,1.0,0.0,0.0,0.00031442,0,-0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390038,home,Angers,Yan Valery,yan-valery,Y. Valery,D,22,186,2305,M,,826202,EUR,919641600,D,94,94,False,36.0,26.0,4.0,1.0,14.0,16.0,12.0,22.0,,4.0,1.0,,,,,86.0,60.0,6.1,16.0,0.0,0.0,0.0264001,0,,,,2.0,2.0,6.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10390038,home,Angers,Cédric Hountondji,cedric-hountondji,C. Hountondji,D,4,195,551,M,,342911,EUR,758937600,D,22,22,False,51.0,43.0,5.0,,39.0,43.0,4.0,8.0,2.0,5.0,6.0,,,,,90.0,68.0,6.5,9.0,0.2515,0.052,0.00221463,1,,,,,1.0,4.0,1.0,1.0,,,3.0,4.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10390038,home,Angers,Miha Blažič,miha-blazic,M. Blažič,D,16,185,178,M,,96552,EUR,736819200,D,5,5,False,73.0,65.0,6.0,2.0,51.0,53.0,14.0,20.0,,2.0,10.0,,,,,90.0,84.0,7.3,8.0,0.9432,0.9758,0.00367632,1,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,
10390038,home,Angers,Souleyman Doumbia,souleyman-doumbia,S. Doumbia,D,15,175,136,M,,366760,EUR,843523200,D,3,3,False,44.0,41.0,1.0,,27.0,28.0,14.0,17.0,1.0,7.0,5.0,,,,,90.0,65.0,6.6,7.0,0.2819,0.0992,0.00710998,2,,,,1.0,2.0,4.0,,,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,,
10390038,home,Angers,Azzedine Ounahi,azzedine-ounahi,A. Ounahi,M,18,182,33691,M,azzedine_ounahi,991421,EUR,956102400,M,8,8,False,38.0,34.0,2.0,1.0,12.0,12.0,22.0,27.0,,5.0,3.0,,,,,66.0,54.0,6.2,13.0,0.0504,0.0773,0.0249647,1,,,,1.0,,7.0,1.0,2.0,6.0,3.0,,,1.0,,3.0,1.0,,1.0,,1.0,,,,,,,,,,
10390038,home,Angers,Batista Mendy,batista-mendy,B. Mendy,M,19,191,1300,M,,859021,EUR,947635200,M,2,2,False,30.0,28.0,1.0,1.0,13.0,14.0,15.0,16.0,2.0,4.0,4.0,,,,,66.0,36.0,6.5,3.0,0.0,0.0,0.0116075,0,,,,,1.0,4.0,,,,,,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,
10390038,home,Angers,Nabil Bentaleb,nabil-bentaleb,N. Bentaleb,M,6,187,8306,M,nabilbentaleb,368120,EUR,785635200,M,6,6,False,76.0,67.0,11.0,8.0,32.0,33.0,35.0,48.0,,9.0,8.0,,,,,90.0,100.0,7.3,17.0,0.0313,0.0,0.043996,1,,,,5.0,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,,1.0,,,,5.0,,,1.0,,True,1.0,,,,
10390038,home,Angers,Sofiane Boufal,sofiane-boufal,S. Boufal,F,17,175,14009,M,Sofianeboufal_19,257205,EUR,748224000,M,7,7,False,57.0,49.0,8.0,5.0,15.0,17.0,35.0,42.0,1.0,8.0,2.0,,,,,90.0,74.0,7.6,13.0,0.2827,0.0514,0.369306,2,,,,2.0,,8.0,1.0,1.0,9.0,6.0,,,,,,3.0,,1.0,,1.0,,,,,,5.0,1.0,1.0,2.0,1.0
10390038,home,Angers,Abdallah Sima,abdallah-sima,A.Sima,F,19,188,2455,M,,1029018,EUR,992736000,F,19,19,False,11.0,9.0,,,1.0,1.0,8.0,10.0,3.0,5.0,2.0,,,,,66.0,17.0,6.3,4.0,0.2264,0.22,0.00738224,1,,,,,3.0,8.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,
