match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_keyPass,captain,stat_lastManTackle,stat_accurateCross,stat_totalOffside,stat_penaltyWon,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork
12421039,home,K. Beerschot V.A.,Davor Matijaš,,,davor-matijas,D. Matijaš,G,71,188.0,108,M,826029,EUR,935366400,G,71,71,False,20.0,16.0,8.0,4.0,0.0,16.0,16.0,4.0,1.0,6.0,1.0,2.0,1.0,2.0,90.0,27.0,6.7,4.0,0.00010059,0,-0.6302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421039,home,K. Beerschot V.A.,Apostolos Konstantopoulos,,,konstantopoulos-apostolos,A. Konstantopoulos,D,44,188.0,197,M,1033264,EUR,1028246400,D,66,66,False,59.0,47.0,5.0,2.0,0.0,26.0,33.0,26.0,6.0,2.0,,,,,90.0,85.0,6.8,17.0,0.0243389,2,,21.0,1.0,2.0,3.0,6.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0523,0.0741,,,,,,,,,,,,,,,,,
12421039,home,K. Beerschot V.A.,Herve Matthys,,,herve-matthys,H. Matthys,D,3,184.0,82,M,318637,EUR,822009600,D,3,3,False,78.0,72.0,6.0,5.0,0.0,49.0,52.0,29.0,4.0,8.0,,,,,90.0,95.0,7.4,10.0,0.0153432,3,,23.0,2.0,2.0,7.0,5.0,,1.0,1.0,1.0,,1.0,,1.0,3.0,0.8193,0.7623,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
12421039,home,K. Beerschot V.A.,Katuku Derrick Tshimanga,,,katuku-derrick-tshimanga,K. D. Tshimanga,D,26,176.0,30,M,46014,EUR,594777600,D,26,26,False,63.0,58.0,1.0,,0.0,38.0,39.0,24.0,2.0,5.0,,,,,90.0,74.0,6.6,7.0,0.0111193,0,,20.0,3.0,1.0,4.0,2.0,1.0,,2.0,,,1.0,,,1.0,,,,,1.0,1.0,,,,,2.0,,,,,,,,
12421039,home,K. Beerschot V.A.,Simion Michez,,,simion-michez,S. Michez,M,41,178.0,193,M,1126520,EUR,1013212800,M,75,75,False,23.0,18.0,2.0,,0.0,12.0,15.0,9.0,1.0,3.0,,,,,45.0,41.0,6.6,11.0,0.00875023,0,,6.0,,1.0,3.0,5.0,2.0,,1.0,1.0,,2.0,,2.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,
12421039,home,K. Beerschot V.A.,Ryan Sanusi,,,ryan-sanusi,R. Sanusi,M,18,181.0,35,M,164025,EUR,694569600,M,18,18,False,84.0,70.0,9.0,6.0,0.0,29.0,38.0,48.0,1.0,2.0,,,,,90.0,106.0,7.5,19.0,0.0418839,1,,41.0,,3.0,3.0,10.0,2.0,,1.0,2.0,2.0,1.0,,4.0,,0.0384,,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,True,,,,,,,
12421039,home,K. Beerschot V.A.,Welat Cagro,,,cagro-welat,W. Cagro,M,47,188.0,51,M,988579,EUR,928108800,M,47,47,False,42.0,38.0,,,0.0,21.0,24.0,18.0,,4.0,,,,,45.0,49.0,6.5,6.0,0.0102673,0,,17.0,2.0,,2.0,2.0,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
12421039,home,K. Beerschot V.A.,Marco Weymans,,,marco-weymans,M. Weymans,D,28,175.0,96,M,802065,EUR,868406400,M,28,28,False,28.0,24.0,2.0,,0.0,15.0,18.0,10.0,1.0,2.0,,,,,45.0,41.0,6.7,6.0,0.00685702,0,,9.0,1.0,1.0,3.0,4.0,,,,1.0,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,
12421039,home,K. Beerschot V.A.,Tom Reyners,,,tom-reyners,T. Reyners,F,10,169.0,57,M,965779,EUR,956188800,F,7,7,False,36.0,24.0,3.0,,0.0,7.0,11.0,26.0,,6.0,,,,,82.0,52.0,6.6,18.0,0.0200637,1,,17.0,1.0,,7.0,9.0,2.0,,,1.0,,2.0,,5.0,2.0,0.0809,,1.0,1.0,4.0,3.0,,1.0,,,,,,,,,,,
12421039,home,K. Beerschot V.A.,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,F,10,10,False,56.0,45.0,2.0,,0.0,7.0,9.0,53.0,,4.0,,,,,90.0,80.0,7.4,21.0,0.158437,4,,39.0,,1.0,4.0,6.0,1.0,1.0,1.0,,,1.0,,,1.0,0.0868,0.0481,6.0,,7.0,5.0,1.0,2.0,,,2.0,,,1.0,,,,,
