match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_accurateLongBalls,stat_aerialWon,stat_interceptionWon,stat_fouls,captain,stat_keyPass,player_firstName,player_sofascoreId,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_aerialLost,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_lastManTackle
12437871,home,Real Valladolid,Karl Hein,karl-hein,K. Hein,G,13,193.0,4102,M,991591,EUR,1018656000,G,13,13,False,17.0,16.0,1.0,0.0,16.0,17.0,1.0,8.0,1.0,2.0,1.0,90.0,26.0,6.7,3.0,7.738e-05,0,-0.5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437871,home,Real Valladolid,Antonio Candela,candela-antonio,A. Candela,D,26,182.0,271,M,862464,EUR,956793600,D,22,22,False,24.0,19.0,2.0,0.0,10.0,13.0,1.0,3.0,1.0,,,58.0,45.0,6.7,13.0,0.0105326,1,,10.0,15.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0429,,,,,,,,,,,,,,,,,,,,,,,,,,
12437871,home,Real Valladolid,Eray Cömert,eray-comert,E. Cömert,D,24,183.0,508,M,814023,EUR,886550400,D,15,15,False,85.0,78.0,5.0,0.0,62.0,64.0,3.0,4.0,1.0,,,90.0,98.0,7.0,8.0,0.00754354,0,,16.0,21.0,,,1.0,4.0,,,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437871,home,Real Valladolid,Javi Sánchez,javi-sanchez,J. Sánchez,D,15,189.0,336,M,943713,EUR,858297600,D,5,5,False,80.0,71.0,6.0,0.0,48.0,51.0,4.0,6.0,1.0,,,90.0,94.0,7.2,10.0,0.00944287,2,,23.0,29.0,,,,4.0,,2.0,2.0,,1.0,0.1154,4.0,1.0,2.0,,True,1.0,,,,,,,,,,,,,,,,,,,,
12437871,home,Real Valladolid,Adam Aznou,adam-aznou,A. Aznou,D,39,178.0,13456,M,1466124,EUR,1149206400,D,39,39,False,46.0,37.0,2.0,0.0,12.0,14.0,2.0,10.0,7.0,,,90.0,85.0,7.4,25.0,0.0347728,1,,25.0,37.0,5.0,,7.0,6.0,2.0,1.0,2.0,2.0,1.0,0.0976,1.0,2.0,3.0,2.0,,1.0,Adam Aznou,adamaznou,2.0,2.0,1.0,,,,,,,,,,,,,,,
12437871,home,Real Valladolid,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187.0,750,M,186719,EUR,807753600,M,8,8,False,89.0,74.0,11.0,0.0,28.0,32.0,1.0,11.0,1.0,,,90.0,101.0,7.8,18.0,0.136079,1,,46.0,58.0,1.0,,1.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0425,6.0,1.0,1.0,,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,
12437871,home,Real Valladolid,Tamás Nikitscher,nikitscher-tamas,T. Nikitscher,M,44,193.0,971,M,1393242,EUR,941587200,M,4,4,False,35.0,33.0,1.0,0.0,17.0,18.0,3.0,3.0,,,,58.0,43.0,6.6,3.0,0.00867947,1,,16.0,17.0,,,4.0,,,,,,,0.0183,1.0,,1.0,2.0,,,,,,1.0,,1.0,,1.0,0.1098,,,,,,,,,,,
12437871,home,Real Valladolid,Anuar,anuar,Anuar,M,23,172.0,810,M,601962,EUR,790128000,M,23,23,False,20.0,17.0,,0.0,8.0,8.0,1.0,1.0,1.0,,,57.0,29.0,7.0,6.0,0.105672,1,,10.0,15.0,3.0,1.0,,3.0,,,,,2.0,0.1438,,1.0,,,,1.0,,,,,,,,1.0,0.0639,3.0,,,,,,,,,,
12437871,home,Real Valladolid,Selim Amallah,amallah-selim,S. Amallah,M,21,187.0,6523,M,801211,EUR,848016000,M,21,21,False,13.0,12.0,2.0,0.0,2.0,2.0,,2.0,2.0,,,58.0,22.0,6.9,5.0,0.0406786,1,,10.0,11.0,,,3.0,3.0,1.0,,3.0,3.0,,0.0245,2.0,,,1.0,,,,selim_amallah,,,,1.0,,,,,1.0,,,,,,,,,
12437871,home,Real Valladolid,Raúl Moro,raul-moro,R. Moro,M,18,169.0,1584,M,980383,EUR,1039046400,M,11,11,False,39.0,34.0,3.0,0.0,8.0,8.0,2.0,2.0,2.0,,,90.0,70.0,7.9,19.0,0.816346,3,,33.0,47.0,16.0,7.0,1.0,4.0,5.0,1.0,,,,0.2332,2.0,,,,,4.0,,,,,4.0,,,2.0,0.8075,,,1.0,,,,,,,,
