match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_wasFouled,stat_totalOffside,stat_expectedGoals,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAShot
12530845,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,21.0,13.0,13.0,5.0,0.0,11.0,12.0,2.0,9.0,10.0,2.0,2.0,90.0,30.0,6.7,8.0,0.00026218,0,-0.6461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530845,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,140735,EUR,684028800,D,18,18,False,19.0,13.0,3.0,2.0,0.0,4.0,8.0,9.0,12.0,3.0,,,76.0,41.0,7.7,10.0,0.10456,0,,True,1.0,1.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,
12530845,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,42.0,34.0,4.0,2.0,0.0,27.0,30.0,7.0,12.0,3.0,,,90.0,51.0,6.8,8.0,0.00309691,0,,,,3.0,3.0,3.0,,,,5.0,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,
12530845,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185,366,M,803023,EUR,914112000,D,4,4,False,74.0,65.0,14.0,8.0,0.0,33.0,36.0,32.0,38.0,2.0,,,90.0,83.0,6.7,10.0,0.0170341,0,,,,3.0,6.0,2.0,2.0,,,1.0,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12530845,home,Samsunspor,Marc Bola,marc-bola,M. Bola,D,16,185,264,M,862083,EUR,881625600,D,16,16,False,46.0,34.0,9.0,3.0,0.0,22.0,30.0,12.0,16.0,3.0,,,90.0,67.0,6.5,16.0,0.0181627,1,,,,,2.0,2.0,,1.0,,4.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,0.0221,,,,,,,,,,,
12530845,home,Samsunspor,Soner Aydoğdu,soner-aydogdu,S. Aydoğdu,M,8,181,117,M,69351,EUR,663033600,M,8,8,False,28.0,20.0,3.0,,0.0,7.0,9.0,14.0,20.0,3.0,,,90.0,36.0,6.3,9.0,0.0575207,3,,,1.0,6.0,7.0,1.0,,,,2.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,0.3166,,,1.0,1.0,2.0,,,,,,
12530845,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180,801,M,352676,EUR,823824000,M,10,10,False,59.0,48.0,5.0,4.0,0.0,31.0,35.0,17.0,24.0,8.0,,,90.0,67.0,7.0,11.0,0.023193,1,,,,3.0,4.0,3.0,1.0,,,2.0,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,0.0199,,,,,,,,,,,
12530845,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,31.0,21.0,3.0,2.0,1.0,7.0,10.0,14.0,21.0,9.0,,,76.0,41.0,6.6,13.0,0.0188278,1,,,,1.0,5.0,5.0,3.0,,,1.0,,,,,,3.0,1.0,1.0,3.0,,1.0,,0.2088,,,,1.0,1.0,1.0,1.0,,,,
12530845,home,Samsunspor,Flavien Tait,flavien-tait,F. Tait,M,,175,101,M,312388,EUR,728611200,M,13,13,False,48.0,42.0,5.0,4.0,0.0,23.0,26.0,19.0,23.0,5.0,,,90.0,67.0,7.1,12.0,0.0384111,1,,,1.0,,6.0,4.0,,3.0,,,,,1.0,,,1.0,2.0,4.0,1.0,,1.0,,0.017,,,,,,3.0,2.0,1.0,0.0251,,
12530845,home,Samsunspor,Landry Dimata,landry-dimata,L. Dimata,F,10,185,506,M,826944,EUR,873072000,M,14,14,False,24.0,20.0,,,0.0,5.0,5.0,15.0,20.0,2.0,,,83.0,47.0,7.9,7.0,0.0157993,3,,,1.0,,2.0,7.0,,1.0,,,,,1.0,,,1.0,1.0,,1.0,1.0,5.0,,0.149,,,,,,1.0,1.0,2.0,0.4947,1.0,
