match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelWon,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,player_lastName,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_wonTackle,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_goals,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_outfielderBlock,stat_errorLeadToAGoal,player_sofascoreId
12117281,home,Athletico,Mycael,Mycael,mycael,Mycael,G,1,191,790,M,1128850,EUR,1079049600,G,41,41,False,12.0,11.0,4.0,3.0,0.0,10.0,10.0,1.0,2.0,1.0,3.0,90.0,15.0,6.8,1.0,5.917e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117281,home,Athletico,Madson,,madson,Madson,D,22,182,227,M,243439,EUR,695260800,D,22,22,False,16.0,12.0,,,0.0,4.0,5.0,8.0,12.0,,2.0,21.0,17.0,6.6,5.0,0.00358917,0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117281,home,Athletico,Kaique Rocha,,kaique-rocha,K. Rocha,D,27,195,456,M,963990,EUR,983318400,D,4,4,False,69.0,63.0,5.0,3.0,0.0,32.0,34.0,31.0,35.0,1.0,6.0,90.0,76.0,7.2,7.0,0.00875431,0,,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12117281,home,Athletico,Thiago Heleno,,thiago-heleno,T. Heleno,D,44,185,283,M,33106,EUR,590457600,D,44,44,False,90.0,88.0,20.0,20.0,0.0,41.0,41.0,47.0,49.0,1.0,1.0,90.0,95.0,8.0,2.0,0.0281409,2,,5.0,6.0,1.0,1.0,,1.0,,,,True,1.0,1.0,0.0704,,,,,,,,,,,,,,,,,,,,
12117281,home,Athletico,Lucas Esquivel,Lucas Esquivel,lucas-esquivel,L. Esquivel,D,37,183,1067,M,1087079,EUR,1003017600,D,37,37,False,87.0,72.0,15.0,5.0,0.0,28.0,30.0,46.0,61.0,,8.0,90.0,106.0,7.4,18.0,0.242305,1,4.0,2.0,5.0,3.0,,1.0,1.0,,1.0,,,,1.0,0.0154,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
12117281,home,Athletico,Erick,,erick,Erick,M,14,176,1116,M,874063,EUR,879465600,M,26,26,False,48.0,42.0,12.0,7.0,0.0,12.0,13.0,30.0,36.0,1.0,3.0,90.0,60.0,7.3,7.0,0.056824,3,1.0,3.0,6.0,5.0,2.0,,1.0,,,,,2.0,,0.1058,,3.0,2.0,2.0,1.0,,,1.0,1.0,0.3663,,,,,,,,,,
12117281,home,Athletico,Felipinho,Felipinho,felipinho,Felipinho,M,5,183,272,M,1107060,EUR,1003363200,M,23,23,False,21.0,20.0,1.0,1.0,0.0,8.0,8.0,13.0,14.0,1.0,4.0,79.0,35.0,6.9,3.0,0.128485,1,1.0,,4.0,5.0,,1.0,3.0,,1.0,,,1.0,,0.0167,1.0,1.0,,,1.0,2.0,1.0,,,,2.0,,,,,,,,,
12117281,home,Athletico,Nikão,,nikao,Nikão,M,11,174,442,M,139300,EUR,712368000,M,11,11,False,50.0,47.0,10.0,9.0,0.0,19.0,20.0,30.0,37.0,,2.0,90.0,73.0,8.2,12.0,0.0859241,2,7.0,1.0,6.0,3.0,1.0,,2.0,3.0,3.0,,,,1.0,0.2879,2.0,1.0,1.0,,,,3.0,,1.0,0.3229,,1.0,,,,,,,,
12117281,home,Athletico,João Cruz,,joao-cruz,J. Cruz,M,8,172,469,M,1485226,EUR,1147392000,M,57,57,False,13.0,9.0,,,0.0,1.0,1.0,10.0,18.0,,2.0,65.0,24.0,6.8,11.0,0.0994123,0,6.0,,1.0,2.0,,,1.0,2.0,,,,,,,2.0,1.0,,,,,2.0,,,,1.0,,,,,,,,,
12117281,home,Athletico,Julimar,,julimar,Julimar,F,20,188,376,M,1167536,EUR,980380800,M,20,20,False,26.0,21.0,2.0,1.0,1.0,6.0,6.0,16.0,21.0,,3.0,79.0,43.0,8.7,9.0,0.371163,3,1.0,1.0,7.0,7.0,1.0,1.0,1.0,2.0,3.0,,,1.0,,0.2512,1.0,,4.0,2.0,,4.0,1.0,,2.0,0.0919,,1.0,1.0,,,,,,,
12117281,home,Athletico,Pablo,,pablo,Pablo,F,92,185,909,M,374486,EUR,709257600,F,92,92,False,9.0,9.0,1.0,1.0,1.0,2.0,2.0,7.0,7.0,,2.0,66.0,18.0,8.1,4.0,0.0661668,4,,,1.0,3.0,,,,2.0,1.0,,,3.0,,0.5258,,,1.0,,,1.0,2.0,,1.0,0.9523,1.0,1.0,,,,,,,,
12117281,home,Athletico,Tomás Cuello,,tomas-cuello,T. Cuello,M,28,176,1951,M,871273,EUR,952214400,F,28,28,True,57.0,48.0,6.0,5.0,1.0,24.0,27.0,24.0,33.0,,3.0,69.0,82.0,7.3,19.0,0.0411943,1,3.0,2.0,7.0,8.0,3.0,,,4.0,2.0,,,,1.0,0.0182,,1.0,4.0,3.0,,2.0,2.0,,,,2.0,,,,,,,,,
12117281,home,Athletico,Fernandinho,,fernandinho,Fernandinho,M,,179,1901,M,13630,EUR,484012800,M,5,5,True,18.0,15.0,1.0,1.0,0.0,4.0,5.0,11.0,14.0,,,25.0,21.0,6.7,4.0,0.0429736,0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
12117281,home,Athletico,Emersonn,Emersonn,emersonn,Emersonn,F,20,186,559,M,1128844,EUR,1089936000,F,90,90,True,4.0,3.0,1.0,,0.0,,,3.0,4.0,,,24.0,9.0,7.1,3.0,0.0389402,1,,1.0,3.0,2.0,,,1.0,1.0,1.0,,,,1.0,0.0205,,,,,1.0,1.0,2.0,,,,1.0,,1.0,,,,,,,
12117281,home,Athletico,Bruno Zapelli,,bruno-zapelli,Bruno Zapelli,M,10,181,1443,M,1092354,EUR,1021507200,M,10,10,True,5.0,5.0,,,0.0,3.0,3.0,2.0,2.0,1.0,1.0,11.0,11.0,6.6,2.0,0.00272057,1,,,,2.0,,,,1.0,,,,,,0.0865,,,1.0,,,1.0,,,1.0,0.0898,,,,,,,,,,
12117281,home,Athletico,Gonzalo Mastriani,,gonzalo-mastriani,G. Mastriani,F,39,180,1585,M,345847,EUR,735955200,F,9,9,True,1.0,,,,0.0,,,,1.0,,,11.0,1.0,6.4,1.0,,0,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12117281,home,Athletico,Léo Linck,,leo-linck,L. Linck,G,24,194,1042,M,1119887,EUR,983577600,G,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117281,home,Athletico,Lucas Belezi,,belezi-lucas,L. Belezi,D,45,186,218,M,1130040,EUR,1052352000,D,45,45,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117281,home,Athletico,Leonardo Derik,Leonardo Derik,leonardo-derik,Leonardo Derik,D,6,168,217,M,1199277,EUR,1122163200,D,61,61,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117281,home,Athletico,Mateo Gamarra,,gamarra-mateo,M. Gamarra,D,14,185,727,M,1085451,EUR,972000000,D,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117281,home,Athletico,Leonardo Godoy,,leonardo-godoy,L. Godoy,D,29,174,518,M,794006,EUR,799027200,D,29,29,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117281,home,Athletico,Gabriel Girotto,,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117281,home,Athletico,Bruno Praxedes,,bruno-praxedes,B. Praxedes,M,25,186,445,M,1018093,EUR,1013126400,M,8,8,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117281,away,Cruzeiro,Anderson,,anderson,Anderson,G,12,190,353,M,942061,EUR,889056000,G,98,98,False,39.0,27.0,16.0,4.0,0.0,25.0,28.0,2.0,11.0,,11.0,90.0,49.0,6.5,12.0,0.00043705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,-1.1769,,,
12117281,away,Cruzeiro,Wesley Gasolina,,wesley-gasolina,Wesley Gasolina,D,52,170,312,M,994479,EUR,952905600,D,2,2,False,14.0,11.0,1.0,,0.0,9.0,10.0,2.0,4.0,1.0,1.0,45.0,20.0,6.4,3.0,0.00018467,0,,,4.0,5.0,2.0,,1.0,,2.0,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12117281,away,Cruzeiro,Jonathan Jesus,,jonathan,J. Jesus,D,34,187,1356,M,1498670,EUR,1085616000,D,34,34,False,38.0,34.0,4.0,1.0,0.0,28.0,30.0,6.0,8.0,7.0,2.0,90.0,50.0,6.0,4.0,0.00362346,0,,,3.0,2.0,1.0,,3.0,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,1.0,1.0,
