match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_shotOffTarget,stat_goals,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceCreated,stat_punches,stat_goalAssist,stat_errorLeadToAShot
11406782,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,25.0,21.0,7.0,3.0,20.0,21.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,6.3,4.0,0.00020531,0,-1.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406782,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2430,M,,318607,EUR,849830400,D,2,2,False,78.0,68.0,1.0,1.0,32.0,34.0,37.0,45.0,2.0,,,,,,90.0,93.0,6.8,13.0,0.0654481,1,,True,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0719,0.1915,1.0,,,,,,,,,,,,,,,,,,,,
11406782,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185,3401,M,,826195,EUR,940464000,D,46,46,False,64.0,55.0,13.0,7.0,39.0,43.0,16.0,21.0,2.0,,,,,,90.0,77.0,6.6,11.0,0.00349841,1,,,,,9.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,0.454,0.0761,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11406782,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185,7146,M,fikayotomori,788255,EUR,882489600,D,23,23,False,57.0,50.0,7.0,5.0,31.0,35.0,19.0,22.0,2.0,,,,,,90.0,70.0,7.5,7.0,0.00654458,2,,,,,4.0,4.0,1.0,3.0,2.0,1.0,,2.0,3.0,0.8332,0.8586,,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,
11406782,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,19,184,26616,M,TheoHdez,788027,EUR,876096000,D,19,19,False,45.0,39.0,2.0,2.0,18.0,18.0,21.0,28.0,5.0,,,,,,90.0,62.0,6.6,10.0,0.0887952,4,,,1.0,,6.0,2.0,1.0,,,,,1.0,3.0,0.1964,0.0557,,2.0,,,,,,,,2.0,,2.0,1.0,1.0,,,,,,,
11406782,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38485,M,tijjanireijnders,893549,EUR,901670400,M,14,14,False,31.0,28.0,2.0,2.0,10.0,10.0,19.0,22.0,1.0,,,,,,52.0,36.0,6.7,3.0,0.213599,1,,,1.0,1.0,,,,,,,,,,0.0895,,1.0,,,,,,,,,,,,,1.0,,,,,,,
11406782,home,Milan,Yacine Adli,yacine-adli,Y. Adli,M,29,187,3790,M,adliyacine,859024,EUR,964828800,M,7,7,False,55.0,52.0,5.0,5.0,16.0,16.0,37.0,42.0,5.0,,,,,,68.0,64.0,7.0,7.0,0.0693503,0,,,3.0,1.0,2.0,2.0,,,1.0,,2.0,,2.0,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,
11406782,home,Milan,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4211,M,yunusmusah8,983815,EUR,1038528000,M,80,80,False,39.0,37.0,,,6.0,6.0,33.0,40.0,1.0,,,,,,77.0,54.0,6.8,12.0,0.178935,0,,,7.0,2.0,4.0,1.0,,1.0,,,3.0,,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,
11406782,home,Milan,Ruben Loftus-Cheek,ruben-loftus-cheek,R. Loftus-Cheek,M,8,191,7232,M,rlc,284441,EUR,822355200,M,8,8,False,23.0,21.0,,,5.0,6.0,16.0,17.0,2.0,,,,,,68.0,31.0,7.0,3.0,0.0600149,2,,,,,2.0,4.0,,,2.0,1.0,1.0,1.0,1.0,0.1791,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,
11406782,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37774,M,CMPulisic,817957,EUR,906076800,M,11,11,False,23.0,18.0,,,7.0,7.0,11.0,16.0,4.0,,,,,,90.0,39.0,6.5,12.0,0.0146485,1,,,,,5.0,5.0,,,3.0,3.0,1.0,1.0,,0.1144,,,,,,1.0,,,,,1.0,,5.0,1.0,,,,,,,,
