match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_fouls,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11352658,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,30.0,29.0,6.0,5.0,28.0,28.0,1.0,2.0,1.0,1.0,1.0,12.0,2.0,2.0,3.0,1.0,90.0,44.0,7.3,1.0,0.00094392,0,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352658,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,39.0,34.0,2.0,1.0,18.0,18.0,16.0,21.0,,7.0,3.0,6.0,,,,,90.0,63.0,7.4,7.0,0.00889536,0,,2.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11352658,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,58.0,56.0,2.0,1.0,46.0,46.0,10.0,12.0,,6.0,1.0,3.0,,,,,90.0,71.0,7.9,3.0,0.00491537,2,,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,3.0,,,2.0,1.0,1.0,1.0,1.0,0.135,0.1284,,,,,,,,,,,,,,,,
11352658,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,64.0,54.0,7.0,,40.0,47.0,14.0,17.0,,2.0,,7.0,,,,,90.0,69.0,6.4,11.0,0.0143431,0,,1.0,3.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11352658,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,34.0,28.0,4.0,3.0,17.0,21.0,11.0,20.0,3.0,6.0,8.0,3.0,,,,,90.0,59.0,6.9,14.0,0.0136957,0,,1.0,3.0,2.0,,,,1.0,,2.0,,,,,,,,,,7.0,1.0,1.0,,,,,,,,,,,,,
11352658,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,40.0,35.0,2.0,2.0,5.0,7.0,32.0,35.0,1.0,2.0,1.0,2.0,,,,,90.0,53.0,7.4,9.0,0.201055,1,,,3.0,1.0,,,1.0,,,1.0,,,,1.0,,1.0,,0.0195,,2.0,2.0,1.0,True,1.0,2.0,1.0,2.0,,,,,,,,
11352658,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,74.0,68.0,2.0,1.0,36.0,39.0,32.0,35.0,2.0,8.0,1.0,3.0,,,,,90.0,86.0,7.5,7.0,0.0725159,0,,4.0,9.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,,,2.0,,,,,1.0,,,,,,3.0,,,,,,,,
11352658,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,73.0,64.0,6.0,5.0,28.0,32.0,37.0,47.0,,3.0,2.0,9.0,,,,,90.0,90.0,9.1,15.0,0.0711618,3,,,3.0,1.0,,1.0,,3.0,1.0,,,,,,3.0,2.0,,0.9007,1.705,6.0,1.0,,,,1.0,,3.0,2.0,,,,,,,
11352658,home,Aston Villa,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,10,189,9127,M,nicolozaniolo,864898,EUR,930873600,M,22,22,False,21.0,18.0,2.0,1.0,3.0,3.0,15.0,19.0,,7.0,1.0,2.0,,,,,76.0,35.0,7.0,7.0,0.0377391,1,,,5.0,4.0,2.0,,,2.0,1.0,3.0,,,2.0,1.0,,,,0.0223,,1.0,2.0,,,,,1.0,,,,,,,,,
11352658,home,Aston Villa,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7575,M,moussadiaby,855817,EUR,931305600,F,19,19,False,29.0,25.0,2.0,1.0,5.0,5.0,21.0,26.0,,1.0,,1.0,,,,,85.0,39.0,7.3,8.0,0.538354,2,,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,0.0352,,2.0,3.0,,,,1.0,,4.0,,1.0,1.0,,,,,
