match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_lastName,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized
14064461,home,RC Lens,Robin Risser,Robin Risser,robin-risser,R. Risser,G,40,193.0,833,M,1387161,EUR,1101945600,G,40,40,False,29.0,25.0,12.0,9.0,0.0,22.0,24.0,3.0,5.0,1.0,9.0,90.0,33.0,6.9,4.0,0.00046558,18.200627249235,3.0,12.81,7.035,0,0.04,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064461,home,RC Lens,Ismaelo Ganiou,,ganiou-pierre,I. Ganiou,D,25,185.0,4755,M,1408080,EUR,1110758400,D,25,25,False,58.0,46.0,12.0,7.0,0.0,31.0,35.0,15.0,23.0,4.0,6.0,90.0,72.0,7.5,13.0,0.0153586,147.37634461667,21.0,108.675,20.37,0,0.24,0.09,0.42,3.0,2.0,6.0,6.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,20.410932462776,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14064461,home,RC Lens,Samson Baidoo,,samson-baidoo,S. Baidoo,D,6,190.0,1272,M,1099117,EUR,1080691200,D,6,6,False,58.0,47.0,10.0,8.0,0.0,35.0,43.0,12.0,15.0,4.0,7.0,90.0,71.0,7.2,11.0,0.00782464,115.19379611886,16.0,51.87,10.92,1,0.03,0.04,0.16,2.0,3.0,5.0,5.0,2.0,4.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,0.243,-0.23,,,,,,,,,,,,,,,,,,
14064461,home,RC Lens,Malang Sarr,,malang-sarr,M. Sarr,D,20,182.0,2159,M,826203,EUR,917049600,D,20,20,False,36.0,30.0,9.0,5.0,1.0,19.0,20.0,11.0,16.0,7.0,4.0,90.0,60.0,7.9,8.0,0.0339369,106.10363678703,14.0,50.505,10.815,1,0.13,0.05,0.61,1.0,1.0,1.0,5.0,,3.0,4.0,2.0,1.0,,,,,,,,,,0.0348,-0.06,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
14064461,home,RC Lens,Saud Abdulhamid,,abdulhamid-saud,S. Abdulhamid,D,23,178.0,8314,M,966849,EUR,932256000,M,23,23,False,27.0,24.0,2.0,1.0,0.0,11.0,11.0,13.0,16.0,1.0,3.0,66.0,41.0,6.7,8.0,0.0286991,94.753030913238,11.0,-4.725,10.5,1,0.27,0.06,0.2,,,7.0,2.0,,,2.0,2.0,,,2.0,12.34711662697,1.0,,3.0,,,,0.0287,-0.1,,,,,,s.abdulhamed66,2.0,1.0,0.1494,,,,,,,,,
14064461,home,RC Lens,Adrien Thomasson,,adrien-thomasson,A. Thomasson,M,28,177.0,523,M,231946,EUR,755481600,M,28,28,False,25.0,21.0,3.0,,0.0,13.0,15.0,8.0,10.0,,5.0,57.0,35.0,6.1,8.0,0.0538665,56.088879495374,5.0,-1.68,4.095,2,0.1,0.05,-0.03,1.0,,6.0,2.0,1.0,,1.0,1.0,2.0,,2.0,,,,2.0,1.0,1.0,2.0,0.4959,-0.56,,,,,1.0,,1.0,,,True,,,,,,,,
14064461,home,RC Lens,Andrija Bulatovic,,andrija-bulatovic,A. Bulatović,M,5,180.0,569,M,1423504,EUR,1167177600,M,5,5,False,34.0,27.0,4.0,2.0,0.0,11.0,15.0,16.0,19.0,,10.0,90.0,61.0,7.0,15.0,0.00689895,65.533149721816,7.0,24.465,24.675,3,0.11,-0.05,-0.17,,,11.0,9.0,5.0,1.0,6.0,5.0,5.0,3.0,3.0,24.977569957864,1.0,,3.0,,,,0.2155,0.18,,,,,1.0,,,3.0,0.3328,,,,,,,,,
14064461,home,RC Lens,Matthieu Udol,,matthieu-udol,M. Udol,D,14,178.0,453,M,787827,EUR,827280000,M,14,14,False,23.0,18.0,5.0,3.0,0.0,12.0,12.0,6.0,11.0,,3.0,90.0,51.0,7.6,14.0,0.297337,62.238417946915,6.0,44.52,21.63,2,0.52,0.3,0.19,1.0,,3.0,3.0,,2.0,1.0,1.0,1.0,2.0,,43.000478968029,3.0,,1.0,,1.0,,0.5987,-0.3,4.0,2.0,2.0,2.0,3.0,,1.0,,,,,,,,,,,
14064461,home,RC Lens,Florian Thauvin,,florian-thauvin,F. Thauvin,F,24,179.0,8040,M,148824,EUR,728006400,F,10,10,False,30.0,22.0,3.0,1.0,0.0,8.0,11.0,14.0,19.0,1.0,1.0,86.0,51.0,6.6,21.0,0.346891,236.54988856103,23.0,94.92,24.15,2,0.37,0.7,-0.03,2.0,,9.0,1.0,,1.0,,,5.0,1.0,1.0,109.86892038007,6.0,,4.0,,,2.0,0.2589,-0.56,3.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,
14064461,home,RC Lens,Wesley Saïd,,wesley-said,W. Saïd,F,22,171.0,742,M,227862,EUR,798249600,F,22,22,False,22.0,17.0,4.0,3.0,0.0,4.0,5.0,13.0,17.0,,3.0,66.0,35.0,7.8,9.0,0.19366,99.480924883879,12.0,14.175,15.435,2,-0.18,0.29,-0.01,2.0,1.0,6.0,6.0,,1.0,3.0,3.0,3.0,2.0,3.0,26.236575252879,1.0,,,,,,0.4049,0.49,,,,1.0,1.0,,1.0,1.0,0.373,,1.0,1.0,,,,,,
