match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_totalContest,stat_interceptionWon,stat_errorLeadToAShot,stat_wasFouled,player_sofascoreId,stat_aerialLost,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_challengeLost,stat_savedShotsFromInsideTheBox,stat_lastManTackle,stat_outfielderBlock,stat_clearanceOffLine
12420978,home,KRC Genk,Mike Penders,Mike Penders,,mike-penders,M. Penders,G,39,199,4402,M,1149148,EUR,1122768000,G,39,39,False,29.0,27.0,4.0,2.0,0.0,27.0,29.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,90.0,35.0,7.1,2.0,7.932e-05,0,0.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420978,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,128.0,124.0,8.0,8.0,0.0,70.0,71.0,1.0,3.0,1.0,5.0,,,,90.0,132.0,7.5,4.0,0.0163045,1,,True,54.0,57.0,1.0,1.0,2.0,1.0,1.0,0.1132,,,,,,,,,,,,,,,,,,,,,,,,
12420978,home,KRC Genk,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,6,6,False,107.0,105.0,18.0,16.0,0.0,67.0,68.0,,3.0,1.0,6.0,,,,90.0,113.0,7.2,3.0,0.0152206,0,,,38.0,39.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12420978,home,KRC Genk,Joris Kayembe,,,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,18,18,False,107.0,90.0,13.0,6.0,0.0,46.0,50.0,1.0,5.0,2.0,7.0,,,,90.0,119.0,7.6,18.0,0.0573704,1,,,44.0,57.0,6.0,1.0,1.0,,,0.0189,3.0,1.0,,1.0,joriskayembe23,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12420978,home,KRC Genk,Ken Nkuba,,,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,M,27,27,False,12.0,12.0,,,0.0,9.0,9.0,,,,3.0,,,,38.0,20.0,6.6,3.0,0.00261497,0,,,3.0,5.0,1.0,,,,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,
12420978,home,KRC Genk,Konstantinos Karetsas,,,konstantinos-karetsas,K. Karetsas,M,20,171,6599,M,1468744,EUR,1195430400,M,20,20,False,53.0,43.0,7.0,4.0,0.0,16.0,17.0,,5.0,,5.0,,,,84.0,82.0,7.5,21.0,0.451417,5,,,31.0,45.0,8.0,2.0,3.0,1.0,1.0,0.8986,3.0,,,2.0,,1.0,,,5.0,9.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0596,,,,,,
12420978,home,KRC Genk,Ibrahima Sory Bangoura,,,ibrahima-sory-bangoura,I. S. Bangoura,M,21,190,620,M,1396027,EUR,1073260800,M,21,21,False,53.0,40.0,4.0,2.0,0.0,21.0,25.0,6.0,13.0,,5.0,,,,90.0,75.0,7.6,19.0,0.0207268,1,,,19.0,28.0,4.0,1.0,6.0,4.0,3.0,0.0334,1.0,2.0,,,,,1.0,,2.0,,,2.0,,,,,,,3.0,,,,,
12420978,home,KRC Genk,Alieu Fadera,,,fadera-alieu,A. Fadera,M,20,181,1184,M,1031548,EUR,1004745600,M,7,7,False,40.0,34.0,4.0,3.0,0.0,19.0,20.0,,6.0,,7.0,,,,90.0,70.0,6.9,16.0,0.369023,3,,,15.0,23.0,8.0,1.0,2.0,2.0,4.0,0.1271,2.0,,,3.0,,1.0,1.0,,,3.0,,2.0,1.0,1.0,1.0,,,0.2874,3.0,,,,,
12420978,home,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,23,23,False,61.0,48.0,13.0,10.0,0.0,15.0,17.0,,3.0,1.0,2.0,,,,89.0,81.0,7.2,22.0,0.0592103,2,,,35.0,51.0,4.0,1.0,,,,0.1073,3.0,,,2.0,,,1.0,,1.0,7.0,2.0,2.0,,,1.0,,,,,,,,,
12420978,home,KRC Genk,Tolu Arokodare,,,tolu-arokodare,T. Arokodare,F,14,196,5773,M,987734,EUR,974937600,F,99,99,False,13.0,7.0,,,0.0,2.0,4.0,5.0,6.0,1.0,4.0,,,,89.0,25.0,7.0,11.0,0.0223661,4,,,5.0,9.0,6.0,3.0,1.0,,1.0,0.4344,1.0,,,,,3.0,,,,,,1.0,,,1.0,,,,3.0,,,,,
