match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_bigChanceMissed,captain,stat_dispossessed,stat_totalTackle,stat_wasFouled,stat_interceptionWon,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_wonTackle,stat_goalAssist,stat_outfielderBlock,player_sofascoreId,stat_goals
10437204,home,AFC Wimbledon,Nathan Broome,nathan-broome,N. Broome,G,25,188.0,26,M,1014445,EUR,1010016000.0,G,13,13,False,34.0,25.0,15.0,6.0,20.0,21.0,5.0,13.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,4.0,4.0,90.0,44.0,6.4,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437204,home,AFC Wimbledon,William Nightingale,william-nightingale,W. Nightingale,D,25,186.0,10,M,374394,EUR,807321600.0,D,5,5,False,55.0,42.0,6.0,3.0,27.0,31.0,16.0,26.0,3.0,,,6.0,,,,,,90.0,68.0,6.9,20.0,4,William,Nightingale,2.0,1.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,
10437204,home,AFC Wimbledon,Paul Kalambayi,paul-kalambayi,P. Kalambayi,D,25,183.0,22,M,834942,EUR,933120000.0,D,30,30,False,46.0,35.0,9.0,2.0,30.0,38.0,5.0,8.0,4.0,,1.0,6.0,,,,,,90.0,50.0,6.4,11.0,1,Paul,Kalambayi,,,4.0,5.0,5.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
10437204,home,AFC Wimbledon,Chris Gunter,chris-gunter,C. Gunter,D,,180.0,27,,17536,EUR,616982400.0,D,2,2,False,52.0,42.0,7.0,2.0,21.0,21.0,22.0,32.0,1.0,,2.0,3.0,,,,,,90.0,62.0,6.4,11.0,0,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,True,,,,,,,,,,,,
10437204,home,AFC Wimbledon,Isaac Ogundere,isaac-ogundere,I. Ogundere,D,33,,35,M,1133486,EUR,1036540800.0,M,33,33,False,20.0,15.0,1.0,,8.0,11.0,7.0,11.0,4.0,1.0,1.0,2.0,,,,,,80.0,35.0,6.6,8.0,2,Isaac Ogundere,,2.0,,1.0,1.0,4.0,,2.0,,,,1.0,,,,1.0,1.0,2.0,,,,,,,,,
10437204,home,AFC Wimbledon,George Marsh,george-marsh,G. Marsh,M,,178.0,45,M,920342,EUR,910224000.0,M,6,6,False,42.0,33.0,5.0,3.0,19.0,21.0,14.0,21.0,2.0,,,2.0,,,,,,89.0,52.0,7.1,10.0,2,George,Marsh,,,1.0,1.0,3.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,
10437204,home,AFC Wimbledon,Edmond-Paris Maghoma,maghoma-edmond-paris,E. Maghoma,M,25,178.0,297,M,907500,EUR,989280000.0,M,19,19,False,50.0,43.0,9.0,5.0,18.0,19.0,28.0,39.0,7.0,2.0,,7.0,,,,,,90.0,68.0,7.1,13.0,0,,,8.0,3.0,2.0,,6.0,4.0,,,,,2.0,1.0,,,,2.0,1.0,1.0,3.0,,,,,,,
10437204,home,AFC Wimbledon,Jack Currie,jack-currie,J. Currie,D,26,175.0,51,M,1096585,EUR,1008460800.0,M,26,26,False,22.0,18.0,1.0,,9.0,10.0,12.0,16.0,4.0,,1.0,2.0,,,,,,90.0,52.0,7.7,12.0,1,Jack Currie,,4.0,3.0,1.0,3.0,8.0,1.0,,1.0,,2.0,2.0,5.0,,,,2.0,3.0,1.0,,1.0,1.0,,,,,
10437204,home,AFC Wimbledon,Ayoub Assal,ayoub-assal,A. Assal,M,7,170.0,178,M,990365,EUR,1011571200.0,F,10,10,False,23.0,23.0,,,5.0,5.0,18.0,19.0,8.0,2.0,,7.0,,,,,,90.0,43.0,7.2,8.0,2,,,1.0,,,,10.0,2.0,1.0,,1.0,4.0,3.0,1.0,,,3.0,3.0,5.0,,2.0,1.0,,2.0,,,,
10437204,home,AFC Wimbledon,Kyle Hudlin,kyle-hudlin,K. Hudlin,F,37,206.0,455,M,1086805,EUR,961027200.0,F,18,18,False,11.0,4.0,1.0,1.0,2.0,3.0,2.0,8.0,5.0,,1.0,2.0,,,,,,66.0,18.0,6.5,9.0,1,,,,,3.0,4.0,5.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,
