match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_unsuccessfulTouch,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_wonContest,stat_fouls,captain,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_keyPass,stat_shotOffTarget,stat_penaltyConceded,stat_totalOffside,stat_lastManTackle,stat_hitWoodwork,stat_goals
10437217,home,Harrogate Town,Peter Jameson,peter-jameson,P. Jameson,G,12,191.0,6,M,1002195,EUR,735350400.0,G,21,21,False,25.0,9.0,21.0,5.0,3.0,3.0,6.0,22.0,1.0,1.0,2.0,10.0,2.0,1.0,3.0,1.0,90.0,33.0,6.9,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437217,home,Harrogate Town,Miles Welch-Hayes,miles-welch-hayes,M. Welch-Hayes,D,2,180.0,10,M,845494,EUR,846201600.0,D,2,2,False,27.0,14.0,10.0,2.0,9.0,10.0,5.0,17.0,1.0,1.0,4.0,4.0,,,,,62.0,35.0,6.1,17.0,0,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10437217,home,Harrogate Town,Kyle Ferguson,kyle-ferguson,K. Ferguson,D,26,195.0,15,M,1109827,EUR,938131200.0,D,24,24,False,32.0,22.0,9.0,7.0,17.0,26.0,5.0,6.0,5.0,8.0,1.0,4.0,,,,,90.0,43.0,7.2,10.0,0,3.0,3.0,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10437217,home,Harrogate Town,Lewis Richards,lewis-richards,L. Richards,M,12,182.0,61,M,991585,EUR,1003104000.0,D,14,14,False,35.0,23.0,8.0,2.0,11.0,15.0,12.0,21.0,2.0,6.0,5.0,5.0,,,,,90.0,59.0,6.8,18.0,0,4.0,7.0,,,1.0,2.0,1.0,1.0,2.0,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,
10437217,home,Harrogate Town,George Thomson,george-thomson,G. Thomson,M,7,175.0,16,M,245479,EUR,706233600.0,M,7,7,False,42.0,22.0,6.0,1.0,9.0,13.0,17.0,47.0,1.0,7.0,,8.0,,,,,90.0,81.0,7.6,37.0,2,,4.0,,1.0,,,3.0,2.0,,,,18.0,4.0,3.0,2.0,True,4.0,1.0,1.0,1.0,4.0,,,,,,
10437217,home,Harrogate Town,Josh Austerfield,austerfield-josh,J. Austerfield,M,17,179.0,28,M,1009729,EUR,1004659200.0,M,17,17,False,56.0,43.0,10.0,4.0,19.0,21.0,24.0,36.0,2.0,13.0,1.0,13.0,,,,,90.0,81.0,7.5,18.0,2,1.0,4.0,1.0,3.0,,2.0,8.0,3.0,2.0,,,1.0,1.0,1.0,,,,2.0,1.0,,,1.0,,,,,
10437217,home,Harrogate Town,Stephen Dooley,stephen-dooley,S. Dooley,M,,180.0,10,M,62337,EUR,687830400.0,M,22,22,False,40.0,37.0,2.0,2.0,17.0,18.0,20.0,22.0,1.0,4.0,,8.0,,,,,90.0,55.0,7.0,8.0,0,1.0,1.0,,4.0,,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10437217,home,Harrogate Town,Jaheim Headley,jaheim-headley,J. Headley,M,3,175.0,44,M,1020732,EUR,1001289600.0,M,15,15,False,25.0,17.0,,,8.0,10.0,9.0,15.0,3.0,6.0,2.0,6.0,,,,,90.0,51.0,6.9,11.0,0,1.0,3.0,,1.0,,1.0,1.0,1.0,1.0,Jaheim,Headley,,2.0,1.0,1.0,,,,,,,,,,,,
10437217,home,Harrogate Town,Matty Daly,matty-daly,M. Daly,M,28,176.0,32,M,978180,EUR,984182400.0,F,28,28,False,23.0,18.0,,,4.0,6.0,14.0,18.0,,2.0,,3.0,,,,,90.0,35.0,6.7,10.0,1,6.0,9.0,1.0,3.0,,,,,,,,1.0,2.0,2.0,1.0,,,1.0,,,1.0,1.0,,,,,
10437217,home,Harrogate Town,Jack Muldoon,jack-muldoon,J. Muldoon,F,18,178.0,29,M,582958,EUR,611539200.0,F,18,18,False,21.0,12.0,1.0,,2.0,2.0,10.0,21.0,3.0,4.0,,3.0,,,,,90.0,34.0,6.6,13.0,2,4.0,5.0,,2.0,1.0,,1.0,,,,,2.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,
10437217,home,Harrogate Town,Emmanuel Ilesanmi,emmanuel-ilesanmi,E. Ilesanmi,F,14,188.0,15,M,1148543,EUR,1100649600.0,F,26,26,False,7.0,3.0,,,2.0,2.0,1.0,5.0,2.0,3.0,,3.0,,,,,59.0,13.0,6.6,6.0,1,6.0,12.0,2.0,,,,1.0,,,Emmanuel Ilesanmi,,,,,4.0,,,,1.0,,,,,,,,
10437217,home,Harrogate Town,Luke Armstrong,luke-armstrong,L. Armstrong,F,29,185.0,41,M,880678,EUR,836265600.0,F,29,29,True,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,,,,,31.0,6.0,6.6,1.0,0,3.0,4.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,
10437217,home,Harrogate Town,Warren Burrell,warren-burrell,W. Burrell,D,6,185.0,7,M,36776,EUR,644371200.0,D,6,6,True,12.0,6.0,2.0,,2.0,4.0,4.0,9.0,1.0,2.0,,2.0,,,,,28.0,21.0,6.9,8.0,1,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,
10437217,home,Harrogate Town,Mark Oxley,mark-oxley,M. Oxley,G,1,180.0,10,M,32017,EUR,644284800.0,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437217,home,Harrogate Town,Joe Mattock,joe-mattock,J. Mattock,D,,181.0,5,M,22588,EUR,642729600.0,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437217,home,Harrogate Town,George Horbury,george-horbury,G. Horbury,M,25,,5,M,1389843,EUR,,M,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,George Horbury,,,,,,,,,,,,,,,,,
10437217,away,Stockport County,Vítězslav Jaroš,vitezslav-jaros,V. Jaroš,G,1,190.0,4413,M,927359,EUR,995846400.0,G,25,25,False,28.0,17.0,19.0,8.0,9.0,10.0,8.0,18.0,,,,16.0,2.0,,3.0,,90.0,45.0,7.6,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437217,away,Stockport County,James Brown,james-brown,J. Brown,M,15,,38,M,887630,EUR,896918400.0,D,16,16,False,43.0,37.0,3.0,2.0,17.0,20.0,21.0,28.0,3.0,5.0,2.0,2.0,,,,,90.0,76.0,7.0,17.0,0,1.0,5.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,5.0,,,2.0,,1.0,,,,1.0,,,,,,
10437217,away,Stockport County,Joe Lewis,joe-lewis,J. Lewis,D,31,,39,M,970391,EUR,937785600.0,D,31,31,False,57.0,41.0,7.0,1.0,34.0,41.0,7.0,16.0,7.0,11.0,10.0,4.0,,,,,90.0,74.0,7.3,16.0,0,3.0,5.0,,,,1.0,2.0,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,1.0,,
10437217,away,Stockport County,Ryan Johnson,ryan-johnson,R. Johnson,D,6,188.0,49,M,364682,EUR,844214400.0,D,15,15,False,68.0,51.0,9.0,3.0,30.0,37.0,21.0,31.0,9.0,10.0,5.0,6.0,,,,,90.0,87.0,7.7,18.0,3,1.0,1.0,,,2.0,4.0,,,,,,,1.0,1.0,,,,,1.0,2.0,1.0,,,,,,
10437217,away,Stockport County,Myles Hippolyte,myles-hippolyte,M. Hippolyte,M,21,183.0,34,M,578330,EUR,784339200.0,D,21,21,False,48.0,36.0,9.0,3.0,17.0,20.0,21.0,32.0,,5.0,1.0,7.0,,,,,90.0,76.0,7.0,20.0,0,1.0,6.0,1.0,2.0,,,,,4.0,,,4.0,3.0,1.0,,,2.0,2.0,,,2.0,,,,,,
10437217,away,Stockport County,Ryan Croasdale,ryan-croasdale,R. Croasdale,M,18,170.0,17,M,339717,EUR,780537600.0,M,18,18,False,62.0,47.0,4.0,3.0,20.0,26.0,27.0,37.0,4.0,6.0,2.0,10.0,,,,,90.0,69.0,6.9,16.0,0,,4.0,,,,,1.0,1.0,,Ryan,Croasdale,1.0,1.0,1.0,3.0,True,,1.0,,,1.0,,,,,,
