match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_hitWoodwork,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_penaltyWon
12450883,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,20.0,15.0,8.0,4.0,0.0,14.0,18.0,1.0,2.0,3.0,4.0,1.0,4.0,90.0,27.0,6.9,5.0,0.00027198,0,-0.0946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450883,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,53.0,50.0,3.0,2.0,1.0,25.0,26.0,25.0,27.0,11.0,,,,90.0,64.0,6.8,5.0,0.0237988,0,,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12450883,home,Lille,Aïssa Mandi,,,aissa-mandi,A. Mandi,D,23,186,10320,M,122810,EUR,688089600,D,2,2,False,36.0,35.0,4.0,3.0,0.0,24.0,24.0,11.0,12.0,3.0,,,,65.0,37.0,6.4,1.0,0.00838224,0,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,aissamandi23,,,,,,,,,,,,,,,,,,,
12450883,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,43.0,36.0,3.0,1.0,0.0,17.0,18.0,19.0,25.0,8.0,,,,90.0,54.0,6.2,9.0,0.0178115,1,,,1.0,2.0,1.0,,,3.0,,,,,1.0,1.0,,,1.0,1.0,3.0,1.0,1.0,0.1429,0.3519,,,,,,,,,,,,
12450883,home,Lille,Tiago Santos,,,tiago-santos,T. Santos,D,22,175,1632,M,1087364,EUR,1027382400,M,22,22,False,23.0,18.0,1.0,,0.0,7.0,7.0,11.0,18.0,4.0,,,,85.0,43.0,6.5,12.0,0.0553048,3,,,,2.0,5.0,,2.0,,,3.0,2.0,,,1.0,,,2.0,2.0,,3.0,,0.2231,0.7609,2.0,2.0,2.0,1.0,,,,,,,,
12450883,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,41.0,31.0,1.0,1.0,0.0,12.0,14.0,19.0,27.0,3.0,,,,90.0,53.0,6.7,12.0,0.0158123,1,,1.0,,5.0,5.0,2.0,,,,4.0,1.0,1.0,2.0,1.0,,,,,2.0,1.0,,0.0385,,,,,1.0,True,,,,,,,
12450883,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,8,8,False,19.0,18.0,1.0,,0.0,11.0,11.0,8.0,9.0,2.0,,,,45.0,24.0,6.3,5.0,0.0205337,0,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,1.0,,,,,,
12450883,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,M,5,5,False,29.0,22.0,,,0.0,10.0,16.0,12.0,14.0,5.0,,,,90.0,47.0,6.2,10.0,0.0191492,0,,,1.0,6.0,2.0,2.0,1.0,,,1.0,1.0,,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,
12450883,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,887766,EUR,922838400,F,23,23,False,34.0,31.0,,,0.0,6.0,6.0,26.0,36.0,5.0,,,,90.0,66.0,8.4,23.0,0.449588,1,,,,11.0,8.0,1.0,4.0,,,,,3.0,1.0,,4.0,edonzhegrova10,10.0,1.0,,1.0,,0.0628,0.4154,8.0,5.0,,,,1.0,3.0,1.0,,,,
12450883,home,Lille,Hakon Arnar Haraldsson,,,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180,2141,M,1138804,EUR,1049932800,F,7,7,False,18.0,12.0,1.0,1.0,0.0,8.0,12.0,4.0,6.0,2.0,,,,45.0,24.0,6.5,8.0,0.00770014,0,,1.0,,3.0,2.0,1.0,1.0,,,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
12450883,home,Lille,Mohamed Bayo,,,mohamed-bayo,M. Bayo,F,9,188,4444,M,909318,EUR,896918400,F,27,27,False,16.0,10.0,,,0.0,4.0,7.0,6.0,9.0,,,,,65.0,22.0,5.9,8.0,0.00365657,2,,1.0,,2.0,1.0,,1.0,,,,,1.0,,,,mohamedbayo27,,,,1.0,,0.9349,,,,2.0,2.0,,,,,1.0,,,
