match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_wonContest,stat_totalTackle,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_penaltyWon,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_penaltyConceded,player_sofascoreId,stat_hitWoodwork,stat_blockedScoringAttempt
11540865,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,17.0,8.0,14.0,5.0,0.0,3.0,4.0,5.0,13.0,1.0,4.0,1.0,2.0,90.0,22.0,6.5,9.0,0.00055237,0,-0.0907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540865,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,140735,EUR,684028800,D,18,18,False,16.0,10.0,6.0,3.0,0.0,4.0,7.0,6.0,12.0,,4.0,,,61.0,25.0,6.6,10.0,0.0079093,0,,True,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540865,home,Samsunspor,Alim Öztürk,alim-ozturk,A. Öztürk,D,5,190,29,M,151074,EUR,721958400,D,5,5,False,13.0,11.0,3.0,3.0,0.0,5.0,6.0,6.0,7.0,1.0,1.0,,,61.0,15.0,6.4,2.0,0.0070313,0,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540865,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185,366,M,803023,EUR,914112000,D,4,4,False,17.0,8.0,7.0,2.0,0.0,5.0,5.0,3.0,12.0,4.0,,,,90.0,26.0,6.5,9.0,0.00261417,0,,,,4.0,,,,,1.0,3.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11540865,home,Samsunspor,Marc Bola,marc-bola,M. Bola,D,16,185,264,M,862083,EUR,881625600,D,16,16,False,27.0,17.0,5.0,1.0,0.0,8.0,12.0,10.0,18.0,4.0,7.0,,,90.0,57.0,7.1,16.0,0.039066,0,,,3.0,1.0,,,,,1.0,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11540865,home,Samsunspor,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180,286,M,190197,EUR,789523200,M,48,48,False,24.0,18.0,,,0.0,9.0,9.0,9.0,15.0,1.0,6.0,,,90.0,38.0,7.4,8.0,0.00659044,1,,,,6.0,2.0,,,,1.0,1.0,,6.0,2.0,2.0,,2.0,,4.0,,1.0,1.0,1.0,1.0,1.0,0.7884,0.9885,,,,,,,,,,,,,,
11540865,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184,425,M,802850,EUR,836697600,M,6,6,False,25.0,16.0,7.0,2.0,0.0,8.0,9.0,8.0,17.0,1.0,6.0,,,82.0,39.0,6.9,12.0,0.0069893,0,,,1.0,4.0,,,,1.0,4.0,,2.0,11.0,,,,,,9.0,,,,5.0,,,,,1.0,,,,,,,,,,,,,
11540865,home,Samsunspor,Benito Raman,benito-raman,B. Raman,F,14,172,396,M,94300,EUR,784166400,M,36,36,False,17.0,8.0,2.0,,0.0,5.0,7.0,3.0,10.0,,5.0,,,67.0,26.0,6.3,12.0,0.00244297,1,,,,6.0,1.0,,,,2.0,2.0,,2.0,1.0,,,1.0,,2.0,,1.0,,2.0,,,0.2393,0.1477,1.0,,,1.0,,,,,,,,,,
11540865,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,24.0,20.0,1.0,,0.0,3.0,4.0,17.0,22.0,,2.0,,,90.0,35.0,7.3,7.0,0.0376103,2,,,2.0,10.0,,,,1.0,5.0,5.0,1.0,7.0,,1.0,,2.0,2.0,3.0,1.0,1.0,,2.0,,,0.0808,0.0384,,,,,1.0,,,,,,,,,
11540865,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,17.0,10.0,,,0.0,2.0,3.0,9.0,19.0,1.0,6.0,,,82.0,38.0,6.7,15.0,0.0419415,1,,,5.0,8.0,1.0,,,1.0,2.0,2.0,,4.0,,1.0,1.0,1.0,,3.0,1.0,,,1.0,,,0.0274,,2.0,,,,1.0,1.0,,,,,,,,
11540865,home,Samsunspor,Marius Mouandilmadji,marius-mouandilmadji,M. Mouandilmadji,F,9,190,1399,M,943593,EUR,885427200,F,9,9,False,37.0,26.0,,,0.0,5.0,5.0,21.0,32.0,,3.0,,,90.0,49.0,7.6,13.0,0.0154286,2,,,,8.0,,,,1.0,1.0,6.0,2.0,6.0,,1.0,,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0081,0.9002,1.0,,,,1.0,,,,,,,,,
11540865,home,Samsunspor,Yunus Emre Çift,yunus-emre-cift,Y. E. Çift,D,55,185,119,M,1063325,EUR,1062374400,D,22,22,True,8.0,5.0,2.0,1.0,0.0,3.0,3.0,2.0,5.0,,2.0,,,29.0,10.0,6.7,3.0,0.00107182,0,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,Yunus Cift,,,,,,,,,,,,
11540865,home,Samsunspor,Kingsley Schindler,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,F,17,17,True,13.0,10.0,2.0,1.0,0.0,4.0,4.0,6.0,9.0,1.0,3.0,,,29.0,22.0,6.7,5.0,0.0024404,0,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11540865,home,Samsunspor,Arbnor Muja,arbnor-muja,A. Muja,M,7,179,520,M,890695,EUR,912297600,F,98,98,True,15.0,14.0,,,0.0,3.0,3.0,11.0,12.0,,1.0,,,23.0,27.0,6.8,7.0,0.00738992,0,,,,4.0,,,,1.0,,,,4.0,,,,7.0,4.0,,1.0,,,,,,,,1.0,Arbnor,Muja,,,,,,,,,,,
11540865,home,Samsunspor,Osman Çelik,osman-celik,O. Çelik,M,88,182,13,M,758656,EUR,691200000,M,88,88,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,8.0,5.0,7.0,,0.00210104,1,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,0.0479,,,,,,1.0,,,,,,,,,
11540865,home,Samsunspor,Flavien Tait,flavien-tait,F. Tait,M,,175,101,M,312388,EUR,728611200,M,13,13,True,17.0,14.0,,,0.0,3.0,3.0,11.0,14.0,,3.0,,,8.0,20.0,6.8,3.0,0.00360148,0,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11540865,home,Samsunspor,Jakub Szumski,jakub-szumski,J. Szumski,G,29,194,149,M,153038,EUR,699840000,G,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540865,home,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177,50,M,867727,EUR,865987200,D,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540865,home,Samsunspor,Muhammed Gümüşkaya,muhammed-gumuskaya,M. Gümüşkaya,M,10,177,177,M,929649,EUR,978307200,M,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
