match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_interceptionWon,stat_fouls,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceMissed,captain,player_sofascoreId,stat_goalAssist,stat_outfielderBlock,stat_goals,stat_totalOffside,stat_hitWoodwork
10434156,home,Fatih Karagümrük,Batuhan Şen,batuhan-ahmet-sen,B. A. Şen,G,12,192,1076,M,867595,EUR,918000000,G,1,1,False,47.0,46.0,4.0,3.0,46.0,46.0,1.0,1.0,1.0,3.0,7.0,2.0,2.0,1.0,1.0,1.0,90.0,57.0,6.7,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434156,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,4,182,102,M,233252,EUR,773107200,D,4,4,False,42.0,33.0,4.0,1.0,9.0,12.0,33.0,5.0,,3.0,1.0,,,,,,89.0,75.0,6.6,19.0,1,,,24.0,3.0,2.0,3.0,8.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10434156,home,Fatih Karagümrük,Rayyan Baniya,rayyan-baniya,R. Baniya,D,23,192,339,M,929739,EUR,919296000,D,99,99,False,99.0,91.0,11.0,8.0,77.0,78.0,21.0,3.0,1.0,,7.0,,,,,,90.0,107.0,7.2,8.0,0,,,14.0,,,,7.0,,,,,6.0,5.0,,1.0,1.0,2.0,,,,,,,,,,,,,
10434156,home,Fatih Karagümrük,Ibrahim Drešević,ibrahim-dresevic,I. Drešević,D,5,186,210,M,817987,EUR,854064000,D,5,5,False,114.0,102.0,18.0,13.0,76.0,80.0,35.0,2.0,1.0,5.0,4.0,,,,,,90.0,131.0,7.6,15.0,0,,,26.0,1.0,1.0,2.0,7.0,,,,,4.0,4.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,
10434156,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,22,176,1693,M,1085938,EUR,976406400,D,18,18,False,60.0,48.0,6.0,3.0,24.0,26.0,37.0,6.0,2.0,1.0,8.0,,,,,,90.0,92.0,6.4,24.0,0,,,24.0,3.0,,3.0,7.0,3.0,2.0,1.0,,3.0,,5.0,,,,,,,,,,,,,,,,
10434156,home,Fatih Karagümrük,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182,2967,M,358890,EUR,835401600,M,29,29,False,48.0,38.0,6.0,6.0,14.0,17.0,31.0,4.0,1.0,,7.0,,,,,,81.0,62.0,6.9,13.0,0,,,24.0,,2.0,2.0,6.0,,,,,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
10434156,home,Fatih Karagümrük,Andrea Bertolacci,andrea-bertolacci,A. Bertolacci,M,,179,98,M,47568,EUR,663552000,M,91,91,False,57.0,49.0,5.0,3.0,24.0,25.0,33.0,7.0,1.0,,6.0,,,,,,68.0,73.0,6.5,13.0,0,,,25.0,1.0,1.0,,5.0,3.0,,,,1.0,,1.0,4.0,1.0,2.0,,,,,,,,,,,,,
10434156,home,Fatih Karagümrük,Magomed Ozdoev,magomed-ozdoev,M. Ozdoev,M,27,184,813,M,121185,EUR,720921600,M,27,27,False,66.0,55.0,10.0,7.0,28.0,30.0,38.0,5.0,1.0,,4.0,,,,,,90.0,81.0,6.8,17.0,2,,,27.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
10434156,home,Fatih Karagümrük,Saba Lobjanidze,saba-lobjanidze,S. Lobjanidze,M,9,175,886,M,286923,EUR,787708800,F,7,7,False,15.0,12.0,,,4.0,4.0,13.0,2.0,,,,,,,,,68.0,29.0,6.6,12.0,0,,,9.0,2.0,,,3.0,1.0,4.0,3.0,,,,5.0,,,,,,,,1.0,,,,,,,,
10434156,home,Fatih Karagümrük,Mbaye Diagne,mbaye-diagne,M. Diagne,F,45,191,1430,M,346790,EUR,688608000,F,9,9,False,13.0,8.0,1.0,1.0,5.0,5.0,9.0,3.0,,,1.0,,,,,,90.0,17.0,6.3,6.0,1,,,3.0,1.0,2.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,
10434156,home,Fatih Karagümrük,Fabio Borini,fabio-borini,F. Borini,F,16,180,487,M,89510,EUR,670204800,F,16,16,False,26.0,18.0,4.0,2.0,5.0,7.0,21.0,5.0,,,5.0,,,,,,81.0,40.0,6.7,15.0,0,,,13.0,2.0,1.0,,4.0,1.0,4.0,2.0,,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,,True,,,,,,
10434156,home,Fatih Karagümrük,Adem Ljajić,adem-ljajic,A. Ljajić,M,22,182,985,M,39587,EUR,686102400,M,10,10,True,15.0,11.0,1.0,,,1.0,16.0,5.0,1.0,,,,,,,,22.0,24.0,6.0,10.0,0,,,11.0,2.0,1.0,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,
