match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_goals
14065113,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,33.0,23.0,11.0,1.0,0.0,21.0,21.0,2.0,12.0,1.0,6.0,3.0,3.0,1.0,90.0,39.0,6.6,10.0,0.00039315,0.5697,0,-0.0654,0.02,0.02,-0.09,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065113,home,TSG Hoffenheim,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1730,M,138024,EUR,714441600,D,34,34,False,,35.0,26.0,5.0,1.0,0.0,10.0,13.0,16.0,22.0,,1.0,,,,90.0,74.0,6.8,26.0,0.332524,,0,,0.21,0.12,-0.12,,,,7.0,2.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
14065113,home,TSG Hoffenheim,Robin Hranáč,robin-hranac,R. Hranáč,D,2,189,292,M,957615,EUR,949104000,D,2,2,False,,64.0,54.0,4.0,1.0,0.0,36.0,38.0,18.0,26.0,2.0,5.0,,,,90.0,78.0,6.5,10.0,0.0576346,,1,,0.09,-0.02,-0.23,,,,1.0,1.0,2.0,8.0,5.0,3.0,,1.0,,4.0,8.0,2.0,1.0,2.0,2.0,0.0599,-0.21,,,,,,,,,,,,,
14065113,home,TSG Hoffenheim,Albian Hajdari,albian-hajdari,A. Hajdari,D,21,189,835,M,1000269,EUR,1053216000,D,21,21,False,,77.0,66.0,13.0,6.0,0.0,41.0,43.0,25.0,34.0,7.0,2.0,,,,90.0,90.0,6.8,13.0,0.0451941,,0,,0.31,0.07,0.15,,,,1.0,,2.0,2.0,,,,,,4.0,6.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,
14065113,home,TSG Hoffenheim,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,13,13,False,,62.0,56.0,3.0,3.0,0.0,19.0,21.0,37.0,41.0,5.0,4.0,,,,89.0,89.0,7.2,11.0,0.0316907,,0,,0.27,0.09,0.18,,,,1.0,,5.0,9.0,3.0,2.0,1.0,,1.0,3.0,6.0,,,1.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,
14065113,home,TSG Hoffenheim,Leon Avdullahu,avdullahu-leon,L. Avdullahu,M,7,185,842,M,1493305,EUR,1077494400,M,7,7,False,,36.0,34.0,6.0,6.0,0.0,13.0,13.0,21.0,23.0,1.0,5.0,,,,64.0,40.0,7.1,2.0,0.033153,,0,,0.24,0.05,-0.03,,,,,,,2.0,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
14065113,home,TSG Hoffenheim,Wouter Burger,wouter-burger,W. Burger,M,18,190,820,M,916946,EUR,982281600,M,18,18,False,,44.0,34.0,3.0,,0.0,8.0,10.0,26.0,34.0,5.0,2.0,,,,90.0,58.0,6.2,15.0,0.0524239,,0,,0.26,0.08,-0.05,,,,1.0,,3.0,5.0,1.0,1.0,2.0,1.0,1.0,6.0,12.0,1.0,,1.0,5.0,,,,1.0,,,,,,,,,,,
14065113,home,TSG Hoffenheim,Muhammed Damar,muhammed-damar,M. Damar,M,10,185,484,M,1128638,EUR,1081468800,M,10,10,False,,30.0,25.0,3.0,1.0,0.0,10.0,11.0,15.0,19.0,,4.0,,,,70.0,52.0,6.2,15.0,0.19698,,3,,0.15,0.02,-0.1,,,,10.0,4.0,,2.0,1.0,1.0,1.0,,2.0,,4.0,1.0,,1.0,1.0,0.1671,-0.58,1.0,2.0,1.0,,1.0,2.0,0.6464,,,,,,
14065113,home,TSG Hoffenheim,Fisnik Asllani,fisnik-asllani,F. Asllani,F,11,186,3700,M,1010117,EUR,1028764800,M,11,11,False,,19.0,14.0,,,0.0,2.0,4.0,12.0,15.0,1.0,2.0,,,,70.0,34.0,6.3,8.0,0.271809,,3,,0.22,0.02,-0.12,,,,1.0,1.0,,1.0,,,,,2.0,1.0,5.0,1.0,2.0,,1.0,0.0949,-0.45,2.0,2.0,1.0,,1.0,,0.1188,1.0,,,,,
14065113,home,TSG Hoffenheim,Bazoumana Touré,bazoumana-toure,B. Touré,M,29,175,3686,M,1568123,EUR,1141257600,M,29,29,False,,34.0,27.0,3.0,2.0,0.0,2.0,3.0,25.0,31.0,2.0,2.0,,,,90.0,65.0,6.2,23.0,0.0402081,,5,,-0.27,0.46,-0.13,,Bazoumana Touré,,11.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,,6.0,,1.0,,3.0,0.5482,-0.62,,4.0,1.0,,1.0,3.0,0.667,,1.0,1.0,,,
14065113,home,TSG Hoffenheim,Tim Lemperle,tim-lemperle,T. Lemperle,F,19,186,851,M,1014290,EUR,1012867200,F,19,19,False,,18.0,14.0,,,0.0,2.0,2.0,12.0,16.0,1.0,1.0,,,,64.0,27.0,6.9,8.0,0.29215,,1,,0.32,0.2,0.13,,,,1.0,,1.0,3.0,1.0,1.0,1.0,,2.0,2.0,4.0,,,,,0.0618,-0.29,2.0,1.0,1.0,,,1.0,,,,,,,
14065113,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,True,,18.0,18.0,,,0.0,6.0,6.0,12.0,12.0,1.0,1.0,,,,26.0,23.0,6.7,1.0,0.0142159,,1,,-0.08,0.13,0.18,,,,,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,0.0871,-0.18,,,,,,,,,,,,,
14065113,home,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,True,,2.0,1.0,,,0.0,,,1.0,2.0,1.0,2.0,,,,26.0,6.0,6.5,1.0,0.00128182,,0,,0.01,0.08,0.15,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14065113,home,TSG Hoffenheim,Max Moerstedt,max-moerstedt,M. Moerstedt,F,33,194,1285,M,1418703,EUR,1137283200,F,33,33,True,,8.0,7.0,,,0.0,1.0,2.0,6.0,6.0,1.0,2.0,,,,20.0,12.0,6.6,2.0,0.132544,,0,,-0.1,0.01,0.16,,Max Moerstedt,,,,1.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14065113,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,F,27,27,True,,16.0,13.0,,,0.0,6.0,7.0,7.0,9.0,,2.0,,,,20.0,20.0,7.0,4.0,0.0119294,,1,,-0.12,0.02,-0.02,,,,1.0,,,1.0,,,,,,,,,,,,0.0988,0.3,,1.0,1.0,,1.0,,0.5389,,,,andrejkramaric,,
14065113,home,TSG Hoffenheim,Alexander Prass,alexander-prass,A. Prass,M,22,180,665,M,978062,EUR,990835200,D,22,22,True,,6.0,6.0,,,0.0,1.0,1.0,5.0,5.0,,,,,,1.0,7.0,,1.0,0.00660512,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065113,home,TSG Hoffenheim,Luca Philipp,luca-philipp,L. Philipp,G,37,192,119,M,943550,EUR,975369600,G,37,37,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
