match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_penaltyWon,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,player_sofascoreId,stat_ownGoals,stat_penaltyMiss,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_outfielderBlock,stat_penaltyConceded
12437565,home,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197.0,925,M,791046,EUR,860284800,G,1,1,False,22.0,19.0,5.0,2.0,0.0,17.0,18.0,2.0,4.0,1.0,5.0,1.0,1.0,90.0,25.0,6.3,3.0,0.00053604,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437565,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173.0,2206,M,788216,EUR,868665600,D,23,23,False,26.0,24.0,1.0,,0.0,12.0,12.0,15.0,19.0,2.0,3.0,,,90.0,51.0,7.1,10.0,0.096843,0,5.0,3.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437565,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187.0,757,M,300522,EUR,818640000,D,24,24,False,56.0,54.0,2.0,1.0,0.0,34.0,34.0,20.0,22.0,5.0,3.0,,,90.0,66.0,6.8,2.0,0.00903016,0,,,1.0,2.0,4.0,4.0,,,,,1.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437565,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186.0,793,M,807116,EUR,686880000,D,21,21,False,66.0,58.0,6.0,1.0,0.0,40.0,42.0,18.0,24.0,3.0,2.0,,,90.0,75.0,6.7,10.0,0.00870807,2,,,3.0,3.0,3.0,3.0,,,,,,,2.0,,1.0,1.0,,True,1.0,1.0,0.0518,,,,,,,,,,,,,,,,,,,,
12437565,home,Mallorca,Johan Mojica,johan-mojica,J. Mojica,D,22,185.0,3950,M,344847,EUR,714355200,D,22,22,False,49.0,36.0,6.0,2.0,0.0,18.0,22.0,18.0,31.0,1.0,9.0,,,90.0,79.0,7.0,26.0,0.0817815,2,4.0,,,,7.0,4.0,,5.0,,,1.0,1.0,,3.0,2.0,2.0,,,,1.0,0.0382,1.0,1.0,0.0326,,,,,,,,,,,,,,,,,
12437565,home,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178.0,430,M,826004,EUR,916099200,M,8,8,False,43.0,39.0,2.0,1.0,0.0,16.0,16.0,23.0,27.0,1.0,1.0,,,84.0,51.0,7.4,6.0,0.0332622,1,,,2.0,2.0,3.0,5.0,1.0,1.0,1.0,,2.0,1.0,,1.0,,2.0,,,,,0.1584,1.0,,0.3344,,,,,,,,,,,,,,,,,
12437565,home,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183.0,1427,M,988351,EUR,975283200,M,12,12,False,63.0,53.0,4.0,2.0,0.0,20.0,21.0,34.0,43.0,2.0,7.0,,,90.0,76.0,7.3,14.0,0.0900687,0,1.0,1.0,,2.0,5.0,5.0,,,,1.0,3.0,2.0,3.0,,2.0,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
12437565,home,Mallorca,Takuma Asano,takuma-asano,T. Asano,M,11,173.0,2033,M,309546,EUR,784425600,M,11,11,False,22.0,18.0,,,0.0,5.0,6.0,13.0,18.0,,5.0,,,84.0,34.0,7.2,8.0,0.0677013,6,2.0,,3.0,,5.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,3.0,2.0,0.4006,1.0,,0.471,,,,1.0,1.0,,,,,,,,,,,,
12437565,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177.0,524,M,349526,EUR,581558400,M,14,14,False,14.0,10.0,,,0.0,,,12.0,18.0,,3.0,,,76.0,33.0,7.3,10.0,0.0847884,3,4.0,2.0,1.0,2.0,4.0,5.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,2.0,0.2351,1.0,,0.3881,,,,,,1.0,,,,,,,,,,,
12437565,home,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180.0,979,M,110783,EUR,756518400,M,10,10,False,46.0,37.0,3.0,1.0,1.0,9.0,11.0,30.0,43.0,,5.0,,,89.0,65.0,7.5,15.0,0.539949,1,8.0,2.0,,,,3.0,,2.0,2.0,,,,,1.0,,3.0,,,,1.0,0.0132,,,,,,,,,,,,,,,,,,,,
