match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_errorLeadToAShot
11392895,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191,698,M,868964,EUR,891475200,G,16,16,False,29.0,15.0,20.0,6.0,13.0,16.0,2.0,13.0,5.0,3.0,1.0,90.0,38.0,7.0,14.0,0.0,0.0,0.0002035,0,0.0276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392895,home,AS Monaco,Wilfried Singo,,,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,D,99,99,False,60.0,53.0,5.0,3.0,35.0,37.0,18.0,23.0,12.0,,,90.0,72.0,7.8,7.0,0.0,0.0,0.01097,0,,stephane_singo,1.0,1.0,2.0,7.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,
11392895,home,AS Monaco,Denis Zakaria,,,denis-zakaria,D. Zakaria,M,6,191,3221,M,770677,EUR,848448000,D,6,6,False,57.0,53.0,2.0,1.0,45.0,46.0,8.0,11.0,6.0,,,88.0,64.0,7.1,4.0,0.0,0.0,0.00278753,0,,,1.0,,2.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11392895,home,AS Monaco,Soungoutou Magassa,Soungoutou Magassa,,soungoutou-magassa,S. Magassa,M,27,188,1742,M,1170560,EUR,1065571200,D,88,88,False,80.0,67.0,12.0,9.0,42.0,49.0,25.0,31.0,9.0,,,90.0,92.0,7.4,14.0,0.0,0.0,0.00957777,0,,,,4.0,2.0,8.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11392895,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,M,2,2,False,48.0,39.0,2.0,1.0,18.0,19.0,22.0,31.0,10.0,,,90.0,69.0,6.6,16.0,0.0,0.0,0.0733435,0,,,1.0,,11.0,5.0,5.0,3.0,1.0,,,,3.0,,2.0,2.0,1.0,5.0,3.0,1.0,1.0,,,,,,,,,,
11392895,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,65.0,57.0,2.0,2.0,24.0,28.0,33.0,37.0,9.0,,,90.0,85.0,7.7,12.0,0.088,0.0,0.0349695,1,,YFofana19_,1.0,,6.0,8.0,2.0,2.0,,3.0,5.0,5.0,1.0,1.0,1.0,,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,
11392895,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,47.0,45.0,1.0,1.0,22.0,22.0,23.0,25.0,6.0,,,69.0,56.0,6.8,4.0,0.0,0.0,0.0232799,0,,camara_mohamed6,2.0,,6.0,5.0,,,,,3.0,3.0,2.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,
11392895,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,M,12,12,False,45.0,38.0,4.0,3.0,21.0,23.0,19.0,27.0,5.0,,,88.0,63.0,7.6,11.0,0.0,0.0,0.547196,0,,,1.0,1.0,1.0,2.0,,,3.0,,1.0,,,,,5.0,2.0,,,,1.0,,,1.0,1.0,,,,,,
11392895,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,F,18,18,False,35.0,27.0,,,6.0,7.0,21.0,29.0,5.0,,,79.0,59.0,9.4,16.0,0.2045,0.6571,0.0565903,4,,Minamino,1.0,,5.0,7.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,,2.0,1.0,,1.0,6.0,,1.0,,,1.0,,2.0,2.0,2.0,,,
11392895,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,F,17,17,False,38.0,28.0,2.0,2.0,14.0,15.0,15.0,26.0,1.0,,,79.0,60.0,6.7,18.0,0.0592,0.0,0.0404518,1,,alex_golovin17,1.0,1.0,11.0,7.0,1.0,1.0,1.0,,2.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,,,,,,1.0,,,,,
