match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_accurateCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_outfielderBlock,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented
12421208,home,KRC Genk,Mike Penders,Mike Penders,,mike-penders,M. Penders,G,39,199,4402,M,1149148,EUR,1122768000,G,39,39,False,20.0,16.0,7.0,3.0,0.0,15.0,19.0,1.0,1.0,90.0,21.0,6.8,4.0,0.0001611,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421208,home,KRC Genk,Zakaria El Ouahdi,,,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172,3909,M,1134470,EUR,1009756800,D,77,77,False,34.0,32.0,3.0,3.0,0.0,18.0,19.0,14.0,16.0,82.0,49.0,6.9,8.0,0.00628384,0,z.elouahdi,1.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12421208,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,110.0,109.0,2.0,1.0,0.0,65.0,66.0,44.0,44.0,90.0,119.0,7.5,1.0,0.0148653,1,,,,2.0,,,4.0,5.0,,,,1.0,,1.0,1.0,2.0,0.1174,,,,,,,,,,,,,,,,,,
12421208,home,KRC Genk,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,6,6,False,139.0,131.0,15.0,10.0,0.0,66.0,68.0,65.0,71.0,90.0,148.0,7.6,10.0,0.020472,0,,,,,,,4.0,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
12421208,home,KRC Genk,Joris Kayembe,,,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,18,18,False,82.0,70.0,3.0,1.0,0.0,35.0,37.0,36.0,47.0,90.0,101.0,8.2,14.0,0.18913,1,joriskayembe23,2.0,2.0,5.0,,,,5.0,4.0,2.0,,,1.0,1.0,,,0.2373,1.0,1.0,1.0,1.0,0.5014,2.0,,,,,,,,,,,,
12421208,home,KRC Genk,Ibrahima Sory Bangoura,,,ibrahima-sory-bangoura,I. S. Bangoura,M,21,190,620,M,1396027,EUR,1073260800,M,21,21,False,46.0,46.0,3.0,3.0,0.0,21.0,21.0,25.0,25.0,90.0,55.0,7.0,3.0,0.0287395,1,,,5.0,3.0,1.0,1.0,1.0,10.0,1.0,,2.0,,3.0,1.0,,1.0,0.0449,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
12421208,home,KRC Genk,Bryan Heynen,,,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,96.0,91.0,5.0,3.0,0.0,36.0,36.0,55.0,60.0,90.0,110.0,7.6,8.0,0.68712,1,,,5.0,4.0,2.0,,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0373,,,,,,2.0,2.0,,,True,1.0,,,,,,,
12421208,home,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,M,23,23,False,66.0,58.0,13.0,12.0,0.0,20.0,21.0,40.0,53.0,90.0,86.0,7.8,17.0,0.438563,2,,8.0,1.0,5.0,,1.0,,3.0,2.0,1.0,2.0,2.0,,,,,0.125,2.0,,1.0,,0.0331,3.0,1.0,1.0,1.0,,,,,,,,,
12421208,home,KRC Genk,Konstantinos Karetsas,,,konstantinos-karetsas,K. Karetsas,M,20,171,6599,M,1468744,EUR,1195430400,M,20,20,False,18.0,15.0,1.0,1.0,0.0,5.0,5.0,11.0,17.0,83.0,44.0,7.1,14.0,0.0629603,2,,4.0,9.0,7.0,2.0,2.0,,5.0,2.0,1.0,3.0,1.0,1.0,,2.0,,0.1528,1.0,1.0,,,,1.0,7.0,4.0,,,,1.0,1.0,,,,,
12421208,home,KRC Genk,Christopher Baah,Christopher Baah,,christopher-baah,C. Baah,M,22,172,2650,M,1477662,EUR,1102982400,M,7,7,False,38.0,30.0,3.0,,0.0,5.0,6.0,26.0,39.0,83.0,65.0,7.3,22.0,0.595372,1,,7.0,6.0,5.0,,2.0,1.0,4.0,,,3.0,3.0,1.0,1.0,,,0.1389,1.0,1.0,1.0,,0.5113,3.0,3.0,1.0,,,1.0,1.0,,,,,,
12421208,home,KRC Genk,Tolu Arokodare,,,tolu-arokodare,T. Arokodare,F,14,196,5773,M,987734,EUR,974937600,F,99,99,False,13.0,10.0,1.0,1.0,0.0,2.0,3.0,8.0,10.0,90.0,34.0,7.1,9.0,0.0783005,7,,,6.0,6.0,,2.0,1.0,3.0,,,4.0,1.0,1.0,5.0,3.0,,1.2555,,4.0,1.0,,0.1466,,,,3.0,,,1.0,1.0,3.0,,,,
12421208,home,KRC Genk,Ken Nkuba,,,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,D,27,27,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,8.0,11.0,6.6,2.0,0.0012745,0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
