match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_challengeLost,stat_wonTackle,stat_fouls,stat_dispossessed,stat_outfielderBlock,player_firstName,player_lastName,stat_totalCross,stat_keyPass,player_sofascoreId,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_goals
11409189,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,30.0,23.0,10.0,4.0,22.0,27.0,1.0,3.0,3.0,1.0,1.0,1.0,90.0,35.0,6.5,7.0,0.0,0.0,0.00017379,0,-0.1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409189,home,FC Arouca,Rafael Fernandes,rafael-fernandes,R. Fernandes,D,19,189,331,M,1087352,EUR,1025222400,D,64,64,False,68.0,62.0,2.0,1.0,45.0,47.0,17.0,21.0,2.0,,,,90.0,77.0,6.8,6.0,0.0,0.0,0.00990601,0,,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11409189,home,FC Arouca,Nino Galović,nino-galovic,N. Galović,D,,184,65,M,161431,EUR,710380800,D,44,44,False,71.0,65.0,8.0,6.0,54.0,57.0,11.0,14.0,6.0,,,,90.0,75.0,6.7,6.0,0.0,0.0,0.00297137,0,,,2.0,2.0,3.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11409189,home,FC Arouca,Francisco Montero,francisco-montero,F. Montero,D,20,185,228,M,927376,EUR,916272000,D,4,4,False,74.0,64.0,7.0,3.0,45.0,47.0,19.0,27.0,6.0,,,,90.0,87.0,7.0,11.0,0.0,0.0,0.0100893,0,,,1.0,3.0,2.0,5.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11409189,home,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,9,9,False,31.0,26.0,4.0,3.0,11.0,12.0,15.0,21.0,4.0,,,,69.0,45.0,6.9,8.0,0.0,0.0,0.20251,0,,2.0,,6.0,1.0,1.0,,1.0,,3.0,1.0,1.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,,
11409189,home,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,66.0,61.0,3.0,2.0,29.0,29.0,32.0,37.0,16.0,,,,90.0,87.0,7.6,10.0,0.0132,0.0,0.123223,1,,,,7.0,6.0,,4.0,3.0,2.0,4.0,3.0,2.0,,,,,,2.0,morlayesylla2,2.0,1.0,1.0,2.0,,,,,,,,,,,,
11409189,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,70.0,60.0,4.0,4.0,29.0,33.0,33.0,40.0,6.0,,,,89.0,83.0,7.9,12.0,0.0,0.0,0.0714863,0,,,2.0,1.0,4.0,,3.0,2.0,,1.0,1.0,,,2.0,,,3.0,2.0,,,,,1.0,True,2.0,,,,,,,,,,
11409189,home,FC Arouca,Weverson,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,M,26,26,False,43.0,33.0,3.0,1.0,19.0,22.0,14.0,24.0,4.0,,,,90.0,77.0,7.0,17.0,0.0,0.0,0.012701,0,,1.0,2.0,4.0,5.0,,3.0,2.0,1.0,,1.0,2.0,1.0,1.0,,,3.0,,,,,,3.0,,,,,,,,,,,,
11409189,home,FC Arouca,Cristo González,cristo-gonzalez,C. González,M,33,180,344,M,592100,EUR,877651200,F,23,23,False,30.0,23.0,,,6.0,7.0,17.0,24.0,3.0,,,,81.0,49.0,7.0,14.0,0.2454,0.0612,0.052034,5,,,,4.0,4.0,,,,2.0,,,1.0,2.0,,,,1.0,,,3.0,2.0,2.0,3.0,,,1.0,2.0,,,,,,,,
11409189,home,FC Arouca,Rafa Mújica,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,False,17.0,12.0,,,4.0,5.0,8.0,12.0,1.0,,,,90.0,36.0,6.5,15.0,0.077,0.1667,0.00773496,2,,1.0,1.0,10.0,4.0,1.0,2.0,,1.0,2.0,,4.0,4.0,,,,,,,2.0,2.0,,5.0,,,2.0,,,,,,,,,
