match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_clearanceOffLine,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,player_sofascoreId,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalAssist,stat_goals
11401866,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,False,11.0,9.0,5.0,3.0,9.0,10.0,1.0,8.0,2.0,90.0,20.0,5.9,2.0,0.0,0.0,0.00012331,0,-1.6021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401866,home,SC Heerenveen,Denzel Hall,denzel-hall,D. Hall,D,22,180,97,M,987523,EUR,990489600,D,2,2,False,30.0,28.0,1.0,,16.0,17.0,15.0,6.0,,62.0,39.0,6.3,3.0,0.0,0.0,0.149704,0,,,,14.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11401866,home,SC Heerenveen,Sven van Beek,sven-van-beek,S. v. Beek,D,22,188,75,M,309302,EUR,775353600,D,4,4,False,55.0,52.0,3.0,3.0,36.0,37.0,18.0,3.0,,62.0,57.0,6.9,3.0,0.0,0.0,0.0152436,0,,,,16.0,,,3.0,2.0,,,,,1.0,,True,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11401866,home,SC Heerenveen,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185,91,M,961686,EUR,1012608000,D,6,6,False,79.0,70.0,8.0,4.0,47.0,50.0,29.0,4.0,,90.0,96.0,6.7,12.0,0.0879,0.065,0.0143279,2,,,,23.0,,,4.0,7.0,1.0,4.0,2.0,2.0,1.0,,,1.0,2.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
11401866,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,27,168,173,M,794998,EUR,894067200,D,7,7,False,53.0,42.0,5.0,1.0,23.0,26.0,35.0,8.0,,90.0,84.0,6.1,20.0,0.0,0.0,0.102196,0,,,,20.0,8.0,1.0,8.0,2.0,,1.0,,,1.0,1.0,,2.0,1.0,,1.0,3.0,,,,,2.0,1.0,1.0,,,,,,,,,,
11401866,home,SC Heerenveen,Thom Haye,thom-haye,T. Haye,M,33,187,10984,M,149666,EUR,792288000,M,33,33,False,77.0,68.0,7.0,4.0,30.0,31.0,52.0,7.0,,90.0,94.0,7.4,16.0,0.043,0.4367,0.167085,1,,,,39.0,6.0,1.0,3.0,6.0,,4.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,1.0,1.0,1.0,,1.0,thomhaye,1.0,,,,,,,,
11401866,home,SC Heerenveen,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,28,28,False,53.0,47.0,3.0,3.0,23.0,26.0,27.0,7.0,,79.0,67.0,6.9,10.0,0.0,0.0,0.0199844,0,,,,24.0,,,5.0,5.0,1.0,3.0,1.0,2.0,2.0,,,,1.0,,,1.0,1.0,,,,2.0,,4.0,,1.0,,,,,,,,
11401866,home,SC Heerenveen,Ché Nunnely,che-nunnely,C. Nunnely,M,11,170,190,M,825841,EUR,918086400,M,17,17,False,20.0,17.0,,,7.0,7.0,14.0,5.0,,62.0,36.0,6.7,10.0,0.0,0.0,0.0107876,0,,Ché,Nunnely,10.0,1.0,,2.0,3.0,,,,4.0,,,,,1.0,,,,2.0,,,1.0,1.0,,,,1.0,,,,,,,,
11401866,home,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,10,185,159,M,850851,EUR,874195200,M,19,19,False,20.0,15.0,,,2.0,2.0,18.0,4.0,,90.0,35.0,6.4,12.0,0.0356,0.0,0.180065,1,,,,13.0,,,5.0,3.0,,,,2.0,,1.0,,1.0,,,,,1.0,,,1.0,5.0,,,,2.0,1.0,,,,,,,
11401866,home,SC Heerenveen,Osame Sahraoui,osame-sahraoui,O. Sahraoui,M,11,170,7357,M,965357,EUR,992217600,M,20,20,False,32.0,27.0,,,10.0,10.0,23.0,7.0,,90.0,56.0,6.5,17.0,0.0,0.0,0.0172966,0,,,,17.0,1.0,,11.0,6.0,,,,2.0,,,,3.0,,,,,1.0,,,3.0,10.0,,,osamesahraoui,3.0,,,,,,,,
