match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_interceptionWon,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_wonTackle,stat_wasFouled,stat_dispossessed,stat_outfielderBlock,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,player_sofascoreId
10389865,away,Toulouse,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186,600,M,991479,EUR,991094400,D,4,4,False,,54.0,48.0,7.0,5.0,39.0,42.0,9.0,12.0,5.0,2.0,,,,,,90.0,68.0,6.9,8.0,0.0465,0.0,0.00511917,0,,,,,,5.0,,6.0,,,,1.0,,,,3.0,,,1.0,1.0,,,,,1.0,,,,,,
10389865,away,Toulouse,Rasmus Nicolaisen,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,,62.0,51.0,12.0,6.0,34.0,38.0,17.0,24.0,5.0,3.0,,,,,,90.0,72.0,6.5,12.0,0.086,0.0743,0.00573342,1,,,,,2.0,6.0,5.0,8.0,,1.0,2.0,,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,,
10389865,away,Toulouse,Zakaria Aboukhlal,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,D,6,6,False,,22.0,14.0,3.0,,6.0,8.0,8.0,15.0,2.0,5.0,,,,,,90.0,42.0,6.4,15.0,0.0786,0.2345,0.128011,2,,,,1.0,1.0,1.0,6.0,3.0,,1.0,1.0,3.0,2.0,1.0,,1.0,,2.0,2.0,1.0,,1.0,,1.0,,,,,1.0,1.0,zakariaaboukhlal
10389865,away,Toulouse,Stijn Spierings,spierings-stijn,S. Spierings,M,6,189,224,M,788977,EUR,826588800,M,17,17,False,,49.0,44.0,5.0,4.0,28.0,28.0,16.0,22.0,2.0,10.0,,,,,,90.0,58.0,6.6,6.0,0.0,0.0,0.0106735,0,,,,1.0,2.0,,5.0,4.0,,,3.0,,,,,,,3.0,,,,3.0,1.0,,,,,,,,
10389865,away,Toulouse,Branco van den Boomen,branco-van-den-boomen,B. van den Boomen,M,8,190,1185,M,190883,EUR,806284800,M,8,8,False,,46.0,40.0,10.0,6.0,15.0,15.0,26.0,37.0,3.0,7.0,,,,,,90.0,60.0,7.2,13.0,0.0,0.0,0.228604,0,,,,6.0,,,3.0,1.0,,,1.0,2.0,3.0,3.0,,,1.0,,,,,1.0,,,,,1.0,,,,
10389865,away,Toulouse,Yanis Begraoui,yanis-begraoui,Y. Begraoui,F,14,175,1812,M,930246,EUR,994204800,M,11,11,False,,11.0,8.0,2.0,1.0,3.0,4.0,5.0,7.0,,3.0,,,,,,45.0,21.0,6.7,10.0,0.0,0.0,0.0340777,0,,,,,,,2.0,2.0,,,1.0,6.0,,1.0,,1.0,,1.0,2.0,1.0,,,,,,1.0,,,,,
10389865,away,Toulouse,Brecht Dejaegere,brecht-dejaegere,B. Dejaegere,M,19,174,153,M,122859,EUR,675475200,M,10,10,False,True,14.0,11.0,2.0,1.0,6.0,8.0,5.0,6.0,,1.0,,,,,,69.0,23.0,6.2,5.0,0.0,0.0,0.0213502,0,,,,,1.0,,6.0,5.0,,,2.0,,2.0,,,1.0,,2.0,,,,1.0,3.0,1.0,,,,,,,
10389865,away,Toulouse,Rafael Ratão,rafael-ratao,R. Ratão,F,18,182,3346,M,352838,EUR,817689600,M,21,21,False,,15.0,11.0,,,5.0,6.0,6.0,10.0,,4.0,,,,,,59.0,31.0,6.8,8.0,0.2292,0.0,0.00262858,1,,,,1.0,2.0,2.0,5.0,5.0,,,2.0,1.0,1.0,1.0,,3.0,,,2.0,1.0,,2.0,,1.0,,,,,,1.0,
10389865,away,Toulouse,Thijs Dallinga,thijs-dallinga,T. Dallinga,F,24,190,2354,M,905381,EUR,965260800,F,27,27,False,,18.0,10.0,,,5.0,7.0,5.0,11.0,,1.0,,,,,,90.0,23.0,6.7,9.0,0.0,0.0,0.0143565,0,,,,,,3.0,2.0,3.0,,,,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,
10389865,away,Toulouse,Ado Onaiwu,ado-onaiwu,A. Onaiwu,M,45,180,644,M,489180,EUR,815788800,F,7,7,True,,12.0,10.0,1.0,,5.0,5.0,5.0,7.0,,,,,,,,45.0,21.0,6.6,5.0,0.0906,0.0,0.0170042,2,,,,,,,1.0,1.0,,,1.0,2.0,,,2.0,,,,,,,1.0,,1.0,,,,,,,
10389865,away,Toulouse,Oliver Zandén,zanden-oliver,O. Zandén,D,6,183,71,M,999117,EUR,997747200,D,18,18,True,,23.0,16.0,2.0,1.0,4.0,8.0,12.0,17.0,,2.0,,,,,,31.0,38.0,6.8,11.0,0.0058,0.034,0.013697,1,,,,2.0,1.0,,3.0,6.0,,1.0,1.0,,,1.0,,,,1.0,3.0,2.0,,1.0,3.0,,,,,,,,
10389865,away,Toulouse,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17753,M,1192318,EUR,1038441600,M,28,28,True,,12.0,9.0,,,,2.0,9.0,13.0,,2.0,,,,,,21.0,20.0,6.9,7.0,0.0697,0.0,0.00503977,1,,,,3.0,,1.0,,3.0,,,1.0,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,fareschaibi28
10389865,away,Toulouse,Kévin Keben Biakolo,kevin-keben-biakolo,K. K. Biakolo,D,4,187,208,M,1102504,EUR,1075075200,M,31,31,True,,9.0,7.0,,,2.0,2.0,5.0,7.0,,2.0,,,,,,11.0,16.0,6.5,5.0,0.0381,0.0,0.00710493,1,,,,,,,3.0,1.0,,,,,,1.0,1.0,1.0,,,2.0,1.0,,,,2.0,,,,,,,
10389865,away,Toulouse,Kjetil Haug,kjetil-haug,K. Haug,G,16,187,94,M,792318,EUR,897609600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389865,away,Toulouse,Moussa Diarra,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389865,away,Toulouse,Logan Costa,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389865,away,Toulouse,Steve Mvoué,mvoue-steve,S. Mvoué,M,10,185,157,M,985969,EUR,1012608000,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389865,away,Toulouse,Denis Genreau,denis-genreau,D. Genreau,M,10,170,131,M,862773,EUR,927244800,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
