match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_interceptionWon,captain,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_wasFouled,stat_shotOffTarget,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_outfielderBlock,stat_lastManTackle
11453168,home,Al-Fateh,Djaniny,,,djaniny,Djaniny,F,,190.0,371,M,975869,EUR,669513600.0,F,21,21,False,21.0,19.0,,,3.0,3.0,4.0,1.0,,,1.0,,,,,82.0,31.0,7.4,1,16.0,18.0,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,,,,,,,,,1.0,1.0,,,1.0,,,
11453168,home,Al-Fateh,Ali Alzubaidi,,,ali-alzubaidi,A. Alzubaidi,D,2,177.0,7,M,160903,EUR,726105600.0,D,2,2,True,36.0,32.0,,,9.0,11.0,1.0,,,,4.0,,,,,45.0,46.0,6.4,0,23.0,28.0,3.0,,2.0,1.0,,,,,8.0,,,,,,1.0,,,,,1.0,,,,,,
11453168,home,Al-Fateh,Nouh Al-Mousa,,,nouh-al-mousa,N. Al-Mousa,M,,175.0,17,M,818614,EUR,667267200.0,M,8,8,True,39.0,36.0,1.0,1.0,12.0,13.0,1.0,,,1.0,1.0,,,,,13.0,41.0,6.7,0,24.0,27.0,1.0,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,
11453168,home,Al-Fateh,Saad Al-Shurafa,Saad Al-Shurafa,,saad-al-shurafa,S. Al-Shurafa,F,49,,21,M,1494819,EUR,1098489600.0,F,49,49,True,3.0,3.0,,,2.0,2.0,,,,,,,,,,8.0,4.0,6.4,1,1.0,1.0,,,2.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
11453168,home,Al-Fateh,Abbas Sadiq Alhassan,Abbas Sadiq Alhassan,,abbas-sadiq-alhassan,A. S. Alhassan,M,6,174.0,52,M,1096520,EUR,1079222400.0,M,66,66,True,5.0,5.0,,,1.0,1.0,,,,,,,,,,10.0,9.0,6.2,0,6.0,8.0,4.0,,1.0,,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,
11453168,home,Al-Fateh,Waled Al Enazi,,,waled-al-enazi,W. A. Enazi,G,87,191.0,13,M,818123,EUR,836611200.0,G,55,55,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453168,home,Al-Fateh,Fahd Mohammed Al-Harbi,,,fahd-mohammed-al-harbi,F. M. Al-Harbi,D,12,182.0,14,M,974013,EUR,856828800.0,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453168,home,Al-Fateh,Mohammed Al Saeed,,,mohammed-al-saeed,M. A. Saeed,D,81,172.0,23,M,870365,EUR,847929600.0,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453168,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200.0,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453168,home,Al-Fateh,Abdullah Almogren,,,abdullah-almogren,A. Almogren,F,14,173.0,18,M,948593,EUR,848966400.0,F,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453168,away,Al-Riyadh,Martín Campaña,,,martin-campana,M. Campaña,G,25,186.0,179,M,243045,EUR,612403200.0,G,25,25,False,33.0,18.0,20.0,5.0,16.0,20.0,,,,,10.0,3.0,,1.0,1.0,90.0,38.0,6.6,0,2.0,13.0,,,,,,,,,15.0,,,,,,,,,,,,,,,1.0,,
11453168,away,Al-Riyadh,Khalid Bin Shuwayyi,,,khalid-bin-shuwayyi,K. B. Shuwayyi,D,75,176.0,10,M,893516,EUR,828921600.0,D,5,5,False,10.0,8.0,2.0,,4.0,5.0,,,,,2.0,,,,,54.0,16.0,5.2,0,4.0,6.0,1.0,,5.0,1.0,,,,1.0,6.0,,1.0,,,,2.0,,,,,,,,,,,
11453168,away,Al-Riyadh,Dino Arslanagić,,,dino-arslanagic,D. Arslanagić,D,,191.0,53,M,94280,EUR,735609600.0,D,36,36,False,25.0,22.0,5.0,3.0,16.0,17.0,,,,4.0,2.0,,,,,81.0,30.0,6.5,0,6.0,8.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,
11453168,away,Al-Riyadh,Mohammed Al Shwirekh,Mohammed Al Shwirekh,,mohammed-al-shwirekh,M. A. Shwirekh,D,2,179.0,63,M,1519331,EUR,883612800.0,D,4,4,False,50.0,36.0,13.0,2.0,26.0,29.0,10.0,,,6.0,5.0,,,,,90.0,68.0,7.6,1,10.0,21.0,,3.0,2.0,,3.0,1.0,1.0,1.0,15.0,,1.0,,,,,,,,1.0,4.0,,,1.0,,2.0,
11453168,away,Al-Riyadh,Abdulelah Al Khaibari,Abdulelah Al Khaibari,,abdulelah-al-khaibari,A. A. Khaibari,D,80,174.0,142,M,1519328,EUR,864259200.0,D,8,8,False,38.0,30.0,1.0,,18.0,20.0,11.0,8.0,6.0,2.0,5.0,,,,,90.0,71.0,6.9,0,13.0,19.0,1.0,,9.0,2.0,2.0,,1.0,1.0,13.0,1.0,,1.0,,1.0,4.0,,1.0,1.0,,3.0,,,,,,
11453168,away,Al-Riyadh,Yahia Al-Shehri,,,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400.0,M,88,88,False,24.0,24.0,1.0,1.0,11.0,11.0,,,,,,,,,,71.0,28.0,6.6,0,13.0,14.0,1.0,,1.0,1.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,
11453168,away,Al-Riyadh,Birama Touré,,,birama-toure,B. Touré,M,60,183.0,134,M,246507,EUR,707788800.0,M,60,60,False,42.0,32.0,7.0,2.0,26.0,28.0,5.0,,,3.0,8.0,,,,,90.0,56.0,6.6,0,6.0,15.0,1.0,,2.0,1.0,3.0,1.0,1.0,,13.0,,,1.0,,,1.0,,,,,2.0,,,,,,1.0
11453168,away,Al-Riyadh,Didier N'Dong,,,didier-ndong,D. N'Dong,M,,179.0,1107,M,786029,EUR,771811200.0,M,20,20,False,36.0,34.0,1.0,1.0,19.0,20.0,8.0,,,1.0,9.0,,,,,90.0,58.0,7.8,2,15.0,16.0,,1.0,6.0,1.0,6.0,1.0,3.0,2.0,6.0,2.0,3.0,2.0,,,,,,,2.0,1.0,,,1.0,,1.0,
11453168,away,Al-Riyadh,Abdulhadi Al-Harajin,,,abdulhadi-al-harajin,A. Al-Harajin,M,8,171.0,18,M,818887,EUR,785289600.0,M,15,15,False,21.0,18.0,4.0,3.0,11.0,12.0,2.0,5.0,,,2.0,,,,,64.0,33.0,5.8,0,7.0,10.0,1.0,1.0,9.0,1.0,1.0,,1.0,,12.0,,1.0,,,,2.0,,,,,,,,,,,
11453168,away,Al-Riyadh,Knowledge Musona,,,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400.0,F,11,11,False,22.0,16.0,1.0,,8.0,9.0,6.0,3.0,1.0,,3.0,,,,,90.0,40.0,6.6,3,9.0,16.0,3.0,2.0,12.0,3.0,1.0,,2.0,1.0,15.0,1.0,4.0,,True,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,,,,,
11453168,away,Al-Riyadh,Andre Gray,,,andre-gray,A. Gray,F,45,178.0,272,M,73951,EUR,677894400.0,F,9,9,False,7.0,5.0,1.0,,2.0,2.0,1.0,,,,1.0,,,,,64.0,12.0,6.7,1,3.0,5.0,,,4.0,1.0,1.0,1.0,,1.0,3.0,,2.0,,,,,,,,,,1.0,,,,1.0,
11453168,away,Al-Riyadh,Mohammed Al Aqal,Mohammed Al Aqal,,mohammed-al-aqal,M. A. Aqal,M,90,182.0,24,M,1127133,EUR,949881600.0,M,7,7,True,,,,,,,2.0,,,1.0,,,,,,26.0,7.0,6.5,0,,1.0,1.0,,2.0,1.0,,,1.0,,3.0,,1.0,1.0,,,,,,,,2.0,,,,,,
11453168,away,Al-Riyadh,Moayad Al Houti,,,moayad-al-houti,M. A. Houti,F,,,3,M,1548396,EUR,1096761600.0,M,77,77,True,4.0,2.0,,,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,26.0,12.0,6.6,0,,2.0,,,1.0,,1.0,,1.0,,3.0,,1.0,1.0,,,,,,,,1.0,,,,,,
11453168,away,Al-Riyadh,Mohamed Al Oqil,Mohamed Al Oqil,,mohamed-al-oqil,M. A. Oqil,M,18,177.0,5,M,1521957,EUR,870134400.0,M,18,18,True,4.0,1.0,3.0,1.0,,2.0,1.0,1.0,1.0,,2.0,,,,,19.0,5.0,6.3,0,1.0,2.0,,,2.0,,,,,,3.0,,,,,,2.0,,,,,,,,,,,
11453168,away,Al-Riyadh,Fahad Al-Reshedi,,,fahad-al-reshedi,F. Al-Reshedi,M,80,173.0,10,M,818573,EUR,676339200.0,M,80,80,True,4.0,3.0,,,2.0,2.0,,,,1.0,1.0,,,,,9.0,7.0,6.5,0,1.0,2.0,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,
11453168,away,Al-Riyadh,Abdulrahman Al Shammari,,,abdulrahman-al-shammari,A. A. Shammari,G,22,178.0,15,M,982349,EUR,963100800.0,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453168,away,Al-Riyadh,Abdullah Al-Dossari,Abdullah Al-Dossari,,abdullah-al-dossari,A. Al-Dossari,D,41,174.0,7,M,1525070,EUR,903052800.0,M,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453168,away,Al-Riyadh,Ali Al-Zaqan,,,ali-al-zaqan,A. Al-Zaqan,M,26,176.0,10,M,830121,EUR,688953600.0,M,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453168,away,Al-Riyadh,Bader Al Mutairi,Bader Al Mutairi,,bader-al-mutairi,B. A. Mutairi,F,28,,11,M,1521955,EUR,1071792000.0,M,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453168,away,Al-Riyadh,Mutaz Bin Hibah,Mutaz Bin Hibah,,mutaz-bin-hibah,M. B. Hibah,,99,,0,M,1822532,EUR,,M,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
