match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_totalClearance,stat_keyPass,player_firstName,player_lastName,stat_wonContest,stat_lastManTackle,stat_errorLeadToAShot,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_dispossessed,stat_fouls,stat_hitWoodwork,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist
11352432,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,31.0,23.0,9.0,1.0,22.0,24.0,1.0,7.0,16.0,3.0,4.0,1.0,1.0,90.0,46.0,6.5,9.0,0.0005569,0,-0.9093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352432,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,44.0,34.0,3.0,,22.0,26.0,12.0,18.0,2.0,,,,,90.0,61.0,7.0,14.0,0.00576066,1,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.1342,0.4586,,,,,,,,,,,,,,,,,,,,,,,,
11352432,home,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,352668,EUR,875059200,D,4,4,False,60.0,45.0,9.0,2.0,39.0,45.0,6.0,15.0,1.0,,,,,90.0,74.0,6.1,16.0,0.00438527,0,,3.0,3.0,,,,,2.0,1.0,,1.0,,,tosinadarabioyo,1.0,2.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,
11352432,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,63.0,51.0,7.0,2.0,45.0,51.0,6.0,12.0,4.0,,,,,90.0,77.0,6.3,13.0,0.00117759,0,,3.0,6.0,2.0,,,,1.0,1.0,,1.0,,,,2.0,1.0,1.0,3.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,
11352432,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,40.0,30.0,7.0,3.0,22.0,25.0,10.0,18.0,8.0,,,,,90.0,69.0,6.4,15.0,0.0526959,1,,5.0,4.0,2.0,,,,,2.0,2.0,3.0,0.0085,,,1.0,1.0,3.0,4.0,1.0,,,1.0,,,,3.0,2.0,1.0,,,,,,,,,
11352432,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,31.0,23.0,4.0,2.0,15.0,17.0,8.0,14.0,2.0,,,,,71.0,43.0,6.8,9.0,0.137516,1,,6.0,5.0,,1.0,,,,3.0,2.0,,0.0341,0.0265,Palhinha,,1.0,2.0,3.0,1.0,,,,,,1.0,,,,1.0,3.0,,,,,,,
11352432,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,28,28,False,45.0,42.0,1.0,1.0,27.0,29.0,15.0,16.0,6.0,,,,,90.0,56.0,6.7,6.0,0.0703733,1,,4.0,2.0,1.0,,,1.0,2.0,1.0,1.0,2.0,0.0447,,,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,,,,,,
11352432,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,22,22,False,32.0,19.0,3.0,,10.0,13.0,9.0,22.0,10.0,,,,,85.0,45.0,6.8,19.0,0.29464,0,,1.0,5.0,5.0,,,,,1.0,,1.0,,,alexanderiwobi,,,,,2.0,,,4.0,,,,3.0,,,,,,,,,,,
11352432,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,29.0,21.0,4.0,,11.0,12.0,12.0,24.0,4.0,,,,,90.0,54.0,6.1,23.0,0.362876,1,,8.0,3.0,3.0,,,,,1.0,,6.0,0.0485,,andreaspereira,2.0,,2.0,,,,,1.0,,,1.0,7.0,2.0,1.0,2.0,,1.0,,,,,,
11352432,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,M,14,14,False,16.0,15.0,1.0,1.0,8.0,8.0,8.0,9.0,6.0,,,,,71.0,32.0,6.9,3.0,0.0274225,0,,4.0,5.0,1.0,,,,1.0,,,1.0,,,,3.0,1.0,1.0,1.0,,,,1.0,,,3.0,1.0,1.0,,,,,True,,,,,
