match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_hitWoodwork
12514109,home,CD Nacional,Lucas França,lucas-franca,L. França,G,37,194,104,M,832672,EUR,822009600,G,37,37,False,35.0,28.0,14.0,7.0,0.0,21.0,22.0,7.0,13.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,90.0,39.0,6.8,7.0,0.00244986,0,-0.5162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514109,home,CD Nacional,Gustavo García,gustavo-garcia,G. García,D,2,175,678,M,1002443,EUR,1010102400,D,22,22,False,35.0,25.0,11.0,6.0,0.0,15.0,18.0,10.0,19.0,1.0,6.0,,,,,,90.0,71.0,6.7,23.0,0.040497,1,,,,2.0,2.0,1.0,10.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0262,0.0372,1.0,,,,,,,,,
12514109,home,CD Nacional,Ulisses,ulisses,Ulisses,D,4,183,102,M,926869,EUR,938476800,D,4,4,False,50.0,36.0,11.0,3.0,0.0,30.0,31.0,6.0,19.0,4.0,8.0,,,,,,90.0,73.0,7.6,15.0,0.00205678,1,,,,,2.0,1.0,3.0,8.0,1.0,,3.0,3.0,,3.0,3.0,3.0,1.0,,,0.011,,1.0,1.0,1.0,,,,,,,
12514109,home,CD Nacional,Ze Vitor,ze-vitor,Zé Vitor,D,38,189,125,M,1112474,EUR,981676800,D,38,38,False,45.0,37.0,10.0,7.0,0.0,28.0,33.0,9.0,12.0,7.0,7.0,,,,,,90.0,60.0,6.9,9.0,0.00580352,2,,,,,,3.0,3.0,5.0,,,,,,,2.0,1.0,1.0,1.0,3.0,0.0304,,1.0,1.0,1.0,1.0,,,,,,
12514109,home,CD Nacional,Arvin Appiah,arvin-appiah,A. Appiah,D,25,173,145,M,934229,EUR,978652800,D,70,70,False,38.0,33.0,5.0,3.0,0.0,19.0,20.0,14.0,19.0,3.0,3.0,,,,,,90.0,61.0,6.9,12.0,0.00877567,0,,,,1.0,1.0,1.0,2.0,5.0,,,1.0,1.0,,,1.0,1.0,,3.0,1.0,,,,,2.0,,,,,,,
12514109,home,CD Nacional,Luís Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,31.0,25.0,8.0,7.0,0.0,6.0,7.0,19.0,26.0,1.0,7.0,,,,,,89.0,51.0,7.2,11.0,0.0304748,1,,Luís,Esteves,2.0,2.0,,11.0,8.0,4.0,2.0,1.0,,,,1.0,5.0,3.0,,2.0,0.0567,,2.0,,3.0,1.0,True,,,,,
12514109,home,CD Nacional,Djibril Soumaré,djibril-soumare,D. Soumaré,M,18,185,289,M,1394929,EUR,1041897600,M,27,27,False,38.0,32.0,4.0,2.0,0.0,18.0,19.0,14.0,19.0,,7.0,,,,,,90.0,52.0,7.1,7.0,0.0103088,1,,El Hadji Djibril,Soumaré,,2.0,1.0,6.0,7.0,1.0,,,,,1.0,,4.0,2.0,1.0,3.0,0.0199,,1.0,,2.0,1.0,,,,,,
12514109,home,CD Nacional,Dudu,dudu,Dudu,F,7,179,136,M,937743,EUR,934243200,M,99,99,False,13.0,8.0,1.0,,0.0,2.0,4.0,6.0,9.0,,4.0,,,,,,67.0,27.0,6.6,10.0,0.00451546,1,,,,,1.0,1.0,4.0,5.0,,1.0,1.0,,,,1.0,3.0,1.0,2.0,2.0,0.0224,,,1.0,1.0,,,,,,,
12514109,home,CD Nacional,Daniel Penha,daniel-penha,D. Penha,M,14,170,229,M,862256,EUR,908582400,M,17,17,False,28.0,21.0,2.0,1.0,0.0,12.0,13.0,10.0,20.0,,4.0,,,,,,67.0,46.0,7.8,13.0,0.0157646,2,,,,5.0,,1.0,2.0,5.0,,,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.2553,0.672,2.0,,,,,1.0,1.0,,,
12514109,home,CD Nacional,Paulinho Bóia,paulinho-boia,Paulinho Bóia,M,11,171,270,M,912781,EUR,898819200,M,98,98,False,32.0,28.0,,,1.0,12.0,13.0,16.0,21.0,3.0,4.0,,,,,,79.0,47.0,7.6,9.0,0.207118,2,,,,2.0,,2.0,1.0,4.0,,,3.0,2.0,,,1.0,,,2.0,,0.0894,,3.0,2.0,,,,,,,,
