match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_outfielderBlock,stat_accurateCross,stat_unsuccessfulTouch,stat_dispossessed,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals
11598401,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4650,M,npope29,162653,EUR,703641600,G,22,22,False,21.0,10.0,16.0,5.0,7.0,9.0,3.0,12.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,31.0,7.2,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,
11598401,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4844,M,,980634,EUR,1037059200,D,21,21,False,28.0,26.0,2.0,1.0,16.0,17.0,10.0,13.0,,11.0,2.0,6.0,2.0,,,,,,90.0,58.0,7.5,8.0,0,2.0,7.0,2.0,2.0,1.0,3.0,1.0,8.0,3.0,4.0,,,,,,,,,,,,,,
11598401,home,Newcastle United,Jamaal Lascelles,,,jamaal-lascelles,J. Lascelles,D,24,188,1028,M,,153444,EUR,752976000,D,6,6,False,49.0,43.0,4.0,1.0,32.0,35.0,11.0,14.0,3.0,3.0,7.0,3.0,,,,,,,90.0,58.0,7.2,6.0,0,,,,,,1.0,,,,,True,,,,,,,,,,,,,
11598401,home,Newcastle United,Paul Dummett,,,paul-dummett,P. Dummett,D,,183,154,M,,185995,EUR,685843200,D,3,3,False,44.0,40.0,3.0,1.0,35.0,38.0,5.0,6.0,1.0,1.0,2.0,1.0,,,,,,,89.0,51.0,7.0,4.0,0,,5.0,1.0,,,2.0,,,,1.0,,3.0,3.0,,,,,,,,,,,
11598401,home,Newcastle United,Matt Targett,,,matt-targett,M. Targett,D,3,183,811,M,,368134,EUR,811382400,D,13,13,False,39.0,32.0,5.0,1.0,17.0,22.0,17.0,19.0,1.0,1.0,,5.0,,,,,,,90.0,51.0,7.0,9.0,0,2.0,1.0,,,,2.0,,,,,,1.0,,2.0,1.0,,,,,,,,,
11598401,home,Newcastle United,Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,188,3308,M,,1400650,EUR,1146441600,M,67,67,False,10.0,10.0,,,6.0,6.0,4.0,4.0,,2.0,,3.0,1.0,,,,,,45.0,16.0,6.6,2.0,0,,2.0,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,
11598401,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14430,M,sandrotonali,892673,EUR,957744000,M,8,8,False,28.0,22.0,2.0,,14.0,15.0,8.0,14.0,,2.0,,4.0,1.0,,,,,,89.0,40.0,6.8,11.0,1,1.0,3.0,1.0,,,,,1.0,1.0,1.0,,,2.0,,2.0,1.0,1.0,,,,,,,
11598401,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10165,M,joelinton34,560128,EUR,839980800,M,7,7,False,33.0,28.0,,,12.0,13.0,16.0,20.0,3.0,11.0,,4.0,,,,,,,90.0,58.0,7.5,14.0,1,,11.0,3.0,6.0,3.0,3.0,,5.0,5.0,4.0,,,,,5.0,1.0,,1.0,1.0,1.0,1.0,,,
11598401,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3587,M,,372336,EUR,793584000,F,23,23,False,24.0,19.0,4.0,1.0,6.0,7.0,13.0,19.0,,5.0,,2.0,2.0,,,,,,90.0,46.0,6.4,14.0,1,2.0,4.0,,3.0,1.0,,,2.0,,,,,,,3.0,2.0,,,,1.0,,1.0,,
11598401,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100918,M,AlexIsak,823941,EUR,937872000,F,14,14,False,11.0,7.0,,,3.0,5.0,4.0,6.0,,2.0,,5.0,,,,,,,62.0,20.0,7.8,7.0,2,,1.0,,,,,,2.0,2.0,,,1.0,,,3.0,,,,1.0,1.0,1.0,,1.0,1.0
11598401,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4180,M,lewishall_10,1136730,EUR,1094601600,F,20,20,False,13.0,11.0,1.0,,9.0,11.0,2.0,2.0,,2.0,,,1.0,,,,,,45.0,22.0,6.6,5.0,0,,,,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,,,,
11598401,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31704,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,True,24.0,21.0,1.0,1.0,12.0,13.0,9.0,12.0,,2.0,,7.0,1.0,,,,,,45.0,35.0,6.8,8.0,1,1.0,3.0,,1.0,,,,1.0,1.0,2.0,,,,,2.0,,,,,,1.0,,1.0,
11598401,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,18379,M,AGordon,914902,EUR,982972800,F,10,10,True,7.0,5.0,,,2.0,3.0,3.0,4.0,,2.0,1.0,1.0,,,,,,,45.0,18.0,6.7,7.0,1,,2.0,,1.0,,,,2.0,1.0,,,,,,3.0,1.0,,,,1.0,,,,
11598401,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8474,M,miguel_almiron,333373,EUR,760838400,M,24,24,True,5.0,5.0,,,3.0,3.0,2.0,2.0,,2.0,,2.0,1.0,,,,,,28.0,10.0,6.6,2.0,0,,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,
11598401,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3152,M,,101882,EUR,693187200,D,5,5,True,,,,,,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
