match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_fouls,stat_accurateCross,stat_onTargetScoringAttempt,stat_keyPass,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_goalAssist,player_sofascoreId,stat_bigChanceCreated,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalOffside
10411695,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191,324,M,43970,EUR,667872000,G,1,1,False,23.0,18.0,9.0,4.0,16.0,18.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,90.0,29.0,6.1,5.0,0.0,0.0,0.0005256,0,-0.8132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411695,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,66.0,53.0,16.0,9.0,34.0,37.0,19.0,29.0,1.0,4.0,6.0,,1.0,9.0,,,,90.0,90.0,6.8,18.0,0.0511,0.0,0.00927665,1,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411695,home,Udinese,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1878,M,880207,EUR,822009600,D,50,50,False,64.0,56.0,10.0,7.0,43.0,46.0,13.0,19.0,2.0,4.0,5.0,1.0,2.0,6.0,,,,90.0,71.0,6.6,9.0,0.0,0.0,0.00496566,0,,,,1.0,,,,,1.0,,1.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,
10411695,home,Udinese,Adam Masina,adam-masina,A. Masina,D,,189,5428,M,259995,EUR,757468800,D,3,3,False,55.0,44.0,16.0,7.0,28.0,29.0,17.0,28.0,1.0,2.0,2.0,1.0,1.0,7.0,,,,90.0,67.0,6.7,12.0,0.0,0.0,0.0514731,0,,,,,,,,,1.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10411695,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,21.0,18.0,,,4.0,4.0,14.0,18.0,2.0,9.0,8.0,2.0,1.0,1.0,,,,90.0,45.0,6.7,10.0,0.2287,0.1791,0.0303847,1,,,,2.0,1.0,2.0,,,,,5.0,4.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,
10411695,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,M,37,37,False,14.0,11.0,,,2.0,3.0,10.0,14.0,,4.0,7.0,1.0,,4.0,,,,67.0,38.0,6.9,12.0,0.93,0.2827,0.0196237,4,,,,,1.0,5.0,4.0,,,,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,,True,2.0,2.0,1.0,,,,,,,
10411695,home,Udinese,Walace,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,47.0,40.0,5.0,3.0,21.0,22.0,19.0,26.0,,1.0,1.0,1.0,,5.0,,,,89.0,55.0,6.5,8.0,0.0857,0.0,0.0274838,2,,,,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
10411695,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,4,4,False,29.0,24.0,2.0,1.0,7.0,7.0,19.0,27.0,1.0,3.0,4.0,1.0,1.0,5.0,,,,83.0,47.0,7.4,10.0,0.0677,0.0,0.138038,1,,,,,,,,,1.0,3.0,2.0,,2.0,1.0,5.0,3.0,2.0,,1.0,,,1.0,,1.0,,,,,,
10411695,home,Udinese,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,983572,EUR,1038441600,M,13,13,False,37.0,30.0,2.0,2.0,12.0,12.0,19.0,26.0,,2.0,5.0,1.0,,5.0,,,,90.0,50.0,6.9,9.0,0.0,0.0,0.109934,0,,,,,1.0,3.0,3.0,,,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,,udogiethree,,,,,
10411695,home,Udinese,Beto,beto,Beto,F,9,194,3398,M,987489,EUR,886204800,F,9,9,False,8.0,7.0,1.0,1.0,2.0,2.0,5.0,7.0,1.0,4.0,6.0,1.0,,1.0,,,,90.0,22.0,7.7,5.0,1.1488,1.0225,0.615262,3,,,,2.0,,3.0,3.0,,,,1.0,,2.0,1.0,1.0,1.0,,2.0,3.0,,1.0,1.0,1.0,,,1.0,,,,
10411695,home,Udinese,Isaac Success,isaac-success,S. Isaac,F,29,182,366,M,359640,EUR,820972800,F,7,7,False,15.0,12.0,,,,1.0,12.0,17.0,1.0,6.0,7.0,,,3.0,,,,66.0,45.0,7.6,19.0,0.0,0.0,0.370673,0,,Isaac,Success,,3.0,5.0,3.0,,,,,,7.0,3.0,3.0,1.0,,,6.0,,,,,1.0,,1.0,,,,
