match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
11369977,home,KRC Genk,Yira Collins Sor,yira-collins-sor,Y. C. Sor,F,14,174,386,M,985162,EUR,964396800,F,14,14,False,12.0,11.0,,,2.0,2.0,9.0,11.0,2.0,,,76.0,33.0,7.0,10.0,0.0160156,1,,,,,,13.0,7.0,,3.0,8.0,6.0,,1.0,,,,3.0,1.0,0.171,4.0,,4.0,1.0,0.1028,,1.0,,1.0,2.0,,,,,,,
11369977,home,KRC Genk,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,F,27,27,True,8.0,7.0,,,4.0,5.0,4.0,4.0,2.0,,,16.0,22.0,6.4,4.0,0.144277,1,,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,0.0726,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,
11369977,home,KRC Genk,Tolu Arokodare,tolu-arokodare,T. Arokodare,F,14,196,5773,M,987734,EUR,974937600,F,99,99,True,4.0,3.0,,,1.0,1.0,2.0,3.0,2.0,,,16.0,11.0,6.6,5.0,0.00064628,1,,,,,,4.0,1.0,,1.0,1.0,,,,,,,2.0,1.0,0.0489,1.0,,1.0,1.0,0.0639,,,,,,,,,,,,
11369977,home,KRC Genk,Luca Oyen,luca-oyen,L. Oyen,M,11,172,406,M,996986,EUR,1047600000,F,24,24,True,1.0,1.0,,,,,1.0,1.0,,,,14.0,6.0,6.6,3.0,0.00056155,1,,,,,1.0,2.0,1.0,,1.0,1.0,,,,,,,1.0,,0.0779,,,,,,,,,,,1.0,,,,,,
11369977,home,KRC Genk,Andi Zeqiri,andi-zeqiri,A. Zeqiri,F,9,184,672,M,796067,EUR,930009600,F,9,9,True,2.0,1.0,,,1.0,1.0,,2.0,,,,9.0,4.0,6.6,2.0,1.913e-05,1,,,,,,,,,,,,1.0,,,,,,,0.0408,,,,,,,1.0,,,,,,,,,,
11369977,home,KRC Genk,Hendrik Van Crombrugge,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,195,M,110777,EUR,736128000,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369977,home,KRC Genk,Josue Ndenge Kongolo,josue-ndenge-kongolo,J. N. Kongolo,D,44,184,312,M,1396029,EUR,1144886400,D,72,72,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369977,home,KRC Genk,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167,2677,M,964764,EUR,1019260800,M,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369977,home,KRC Genk,Noah Adedeji-Sternberg,noah-adedeji-sternberg,N. Adedeji-Sternberg,M,32,182,619,M,1512197,EUR,1119139200,F,67,67,True,,,,,,,,,,,,,,,,,0,,Noah Adedeji-Sternberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369977,home,KRC Genk,Konstantinos Karetsas,konstantinos-karetsas,K. Karetsas,M,20,171,6599,M,1468744,EUR,1195430400,M,78,78,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,29.0,23.0,15.0,9.0,16.0,18.0,7.0,11.0,7.0,3.0,3.0,90.0,36.0,7.4,6.0,0.00105154,0,0.2521,,,,,1.0,2.0,,,,,,1.0,,,,,2.0,,1.0,,,,,True,,,,,,1.0,1.0,,,,
11369977,away,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175,9946,M,895327,EUR,878860800,D,5,5,False,46.0,36.0,5.0,1.0,20.0,23.0,17.0,24.0,5.0,,,90.0,74.0,7.0,14.0,0.0919487,0,,,,,,9.0,6.0,3.0,,1.0,,,3.0,,5.0,2.0,,1.0,,2.0,,3.0,,,,1.0,1.0,,1.0,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,311,M,303634,EUR,686793600,D,16,16,False,33.0,25.0,11.0,7.0,13.0,16.0,12.0,17.0,2.0,,,90.0,56.0,7.3,9.0,0.00797771,0,,,,,6.0,2.0,7.0,1.0,,,,,14.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196,234,M,845558,EUR,922406400,D,26,26,False,33.0,27.0,3.0,,13.0,14.0,14.0,19.0,6.0,,,90.0,54.0,7.3,7.0,0.0059478,0,,,,,1.0,2.0,4.0,2.0,,,,,1.0,3.0,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Alessio Castro-Montes,alessio-castro-montes,A. Castro-Montes,M,21,175,290,M,839898,EUR,863827200,M,21,21,False,31.0,22.0,4.0,1.0,8.0,9.0,15.0,30.0,7.0,,,90.0,54.0,7.1,18.0,0.0324777,0,,,,,3.0,3.0,7.0,1.0,,,,,1.0,3.0,3.0,1.0,2.0,1.0,,1.0,,1.0,,,,8.0,1.0,,1.0,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15438,M,1171539,EUR,1103241600,M,27,27,False,28.0,12.0,1.0,,3.0,6.0,9.0,22.0,3.0,,,88.0,42.0,6.9,20.0,0.00511519,1,,,,,2.0,2.0,9.0,,,3.0,1.0,,,,4.0,2.0,1.0,2.0,0.2166,,,,,,,,,,,1.0,,,,,,
11369977,away,Royale Union Saint-Gilloise,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,24,24,False,49.0,35.0,7.0,2.0,12.0,16.0,23.0,34.0,13.0,,,90.0,64.0,7.3,17.0,0.0421082,0,,,,,2.0,4.0,7.0,1.0,,,,,2.0,3.0,5.0,4.0,2.0,,,1.0,,2.0,,,,1.0,,,1.0,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178,1148,M,916176,EUR,903398400,M,23,23,False,37.0,29.0,1.0,1.0,8.0,8.0,22.0,34.0,8.0,,,90.0,75.0,8.9,18.0,0.239439,3,,,,,,8.0,14.0,1.0,1.0,5.0,3.0,,,,6.0,5.0,2.0,5.0,0.1472,1.0,,3.0,1.0,0.0967,,5.0,1.0,,4.0,2.0,,,1.0,2.0,,
11369977,away,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181,702,M,902987,EUR,827884800,M,10,10,False,39.0,30.0,2.0,2.0,6.0,9.0,25.0,32.0,8.0,,,90.0,63.0,7.2,16.0,0.053069,1,,,,,,4.0,3.0,3.0,,1.0,,,2.0,1.0,3.0,1.0,5.0,,0.0191,,,,1.0,0.015,,2.0,1.0,,2.0,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Gustaf Nilsson,gustaf-nilsson,G. Nilsson,F,19,197,774,M,572286,EUR,864345600,F,29,29,False,19.0,12.0,1.0,,4.0,5.0,8.0,14.0,2.0,,,79.0,32.0,7.0,8.0,0.526502,1,,,,,,2.0,5.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,0.0531,1.0,,1.0,,,,,,,2.0,1.0,,,,,,
11369977,away,Royale Union Saint-Gilloise,Mohamed Amoura,mohamed-el-amine-amoura,M. E. A. Amoura,F,9,169,31367,M,1107591,EUR,957830400,F,47,47,False,22.0,14.0,1.0,1.0,2.0,4.0,12.0,20.0,2.0,,,90.0,41.0,7.4,15.0,0.205708,6,,Mohamed El Amine Amoura,,amoura9,2.0,7.0,8.0,2.0,1.0,4.0,2.0,2.0,,,2.0,1.0,1.0,2.0,0.4424,2.0,,,2.0,1.5682,,2.0,,1.0,,2.0,,,,,1.0,1.0
11369977,away,Royale Union Saint-Gilloise,Dennis Eckert Ayensa,dennis-eckert-ayensa,D. Eckert,F,10,181,542,M,812797,EUR,852768000,F,9,9,True,2.0,,,,,1.0,,1.0,,,,11.0,6.0,6.4,5.0,,0,,,,,1.0,4.0,1.0,,,,,,,,,,3.0,,,3.0,,2.0,,,,,,,,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180,239,M,834244,EUR,880416000,M,4,4,True,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,2.0,4.0,,1.0,1e-05,0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Joachim Imbrechts,joachim-imbrechts,J. Imbrechts,G,73,183,100,M,943256,EUR,1002585600,G,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Guillaume François,guillaume-francois,G. François,M,19,174,65,M,45897,EUR,644371200,D,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Henok Teklab,henok-teklab,H. Teklab,M,14,174,150,M,940558,EUR,911174400,M,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Nathan Huygevelde,nathan-huygevelde,N. Huygevelde,M,35,185,46,M,1388593,EUR,1074816000,M,35,35,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Casper Terho,terho-casper,C. Terho,F,17,184,347,M,1050672,EUR,1056412800,F,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369977,away,Royale Union Saint-Gilloise,Elton Kabangu,elton-kabangu,E. Kabangu,F,7,178,243,M,844745,EUR,886896000,F,7,7,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
