match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_totalOffside,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,player_sofascoreId,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented
12421002,home,RC Sporting Charleroi,Mohamed Koné,Mohamed Koné,,mohamed-kone,M. Koné,G,30,186,1004,M,1131009,EUR,1015459200,G,30,30,False,32.0,21.0,22.0,11.0,0.0,13.0,13.0,8.0,19.0,6.0,1.0,90.0,33.0,6.9,11.0,0.00138101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421002,home,RC Sporting Charleroi,Jeremy Petris,,,jeremy-petris,J. Petris,D,29,183,120,M,910937,EUR,885945600,D,98,98,False,23.0,17.0,7.0,4.0,0.0,11.0,16.0,8.0,14.0,4.0,,90.0,56.0,7.5,20.0,0.0680334,1,7.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0381,2.0,,,,,,,,,,,,,,,,
12421002,home,RC Sporting Charleroi,Cheick Keita,Cheick Keita,,cheick-keita,C. Keita,D,95,185,229,M,1407973,EUR,1049241600,D,95,95,False,21.0,18.0,6.0,3.0,0.0,16.0,17.0,2.0,4.0,4.0,,90.0,27.0,6.9,3.0,0.00064077,0,,,1.0,2.0,1.0,,,,4.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
12421002,home,RC Sporting Charleroi,Stelios Andreou,,,andreou-stelios,S. Andreou,D,5,187,339,M,994282,EUR,1027468800,D,21,21,False,31.0,17.0,6.0,1.0,0.0,14.0,18.0,3.0,13.0,2.0,,90.0,45.0,7.1,15.0,0.00296868,1,,,1.0,3.0,5.0,2.0,1.0,1.0,8.0,,,,,,,0.2111,,2.0,,4.0,1.0,,,,,,,,,,,,
12421002,home,RC Sporting Charleroi,Vetle Winger Dragsnes,,,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187,53,M,548640,EUR,760492800,D,15,15,False,23.0,18.0,7.0,4.0,0.0,7.0,10.0,13.0,18.0,2.0,,90.0,52.0,7.8,14.0,0.401315,0,5.0,2.0,,1.0,3.0,1.0,,,4.0,,3.0,2.0,,,,,3.0,1.0,,,,2.0,,,,,,,,,,,
12421002,home,RC Sporting Charleroi,Adem Zorgane,,,adem-zorgane,A. Zorgane,M,8,184,6525,M,1000472,EUR,947116800,M,6,6,False,51.0,44.0,11.0,7.0,0.0,19.0,19.0,30.0,42.0,9.0,,90.0,79.0,8.4,15.0,0.450065,0,10.0,5.0,3.0,5.0,10.0,1.0,1.0,,5.0,,8.0,7.0,,1.0,,,6.0,,,,,,AdemZorgane,True,2.0,,,,,,,,
12421002,home,RC Sporting Charleroi,Etienne Camara,Etienne Camara,,etienne-camara,E. Camara,M,5,190,290,M,1097542,EUR,1048982400,M,5,5,False,27.0,22.0,8.0,6.0,0.0,13.0,14.0,9.0,13.0,3.0,,90.0,43.0,6.7,9.0,0.00796055,0,,,2.0,5.0,6.0,1.0,,,2.0,1.0,3.0,2.0,2.0,1.0,2.0,,,,,2.0,,,,,1.0,,,,,,,,
12421002,home,RC Sporting Charleroi,Antoine Bernier,,,antoine-bernier,A. Bernier,M,17,170,106,M,834261,EUR,873849600,M,17,17,False,20.0,18.0,,,0.0,6.0,7.0,13.0,14.0,6.0,,89.0,37.0,7.1,8.0,0.138074,1,1.0,1.0,,7.0,7.0,2.0,,1.0,,1.0,4.0,4.0,2.0,2.0,1.0,0.0262,1.0,,,1.0,2.0,,,,2.0,,,,,,,,
12421002,home,RC Sporting Charleroi,Daan Heymans,,,heymans-daan,D. Heymans,M,38,186,544,M,845344,EUR,929404800,M,18,18,False,29.0,22.0,1.0,1.0,0.0,8.0,9.0,15.0,23.0,5.0,,90.0,49.0,7.8,14.0,0.0774005,6,3.0,1.0,9.0,11.0,6.0,,,3.0,,,1.0,1.0,3.0,,3.0,0.7397,1.0,,1.0,5.0,,,,,1.0,1.0,2.0,1.0,0.7144,,,,
12421002,home,RC Sporting Charleroi,Parfait Guiagon,,,parfait-guiagon,P. Guiagon,M,10,169,1096,M,1030459,EUR,982800000,M,8,8,False,19.0,16.0,,,0.0,8.0,9.0,9.0,11.0,5.0,,77.0,36.0,7.0,9.0,0.453579,1,1.0,1.0,1.0,8.0,6.0,6.0,4.0,1.0,,,2.0,2.0,2.0,,3.0,0.0305,1.0,,,,,1.0,,,2.0,,,,,,,,
