match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_challengeLost,stat_errorLeadToAShot,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_totalOffside,stat_goodHighClaim
12499511,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,34.0,24.0,13.0,3.0,0.0,22.0,23.0,2.0,11.0,1.0,11.0,2.0,3.0,90.0,44.0,7.3,10.0,0.234631,1.0,0,0.4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499511,home,TSG Hoffenheim,Valentin Gendrey,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,15,15,False,,40.0,31.0,2.0,,0.0,14.0,16.0,18.0,26.0,,5.0,,,90.0,61.0,6.9,14.0,0.0178962,1.0,1,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0232,0.0835,,,,,,,,,,,,,,,,,,
12499511,home,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,False,,68.0,57.0,7.0,,0.0,46.0,50.0,11.0,18.0,,11.0,,,90.0,89.0,7.2,12.0,0.00532245,,1,,,,3.0,1.0,5.0,6.0,,5.0,3.0,,,0.0657,,Arthur Chaves,,2.0,2.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,
12499511,home,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,False,,73.0,66.0,7.0,3.0,0.0,47.0,50.0,19.0,23.0,,3.0,,,90.0,86.0,7.0,9.0,0.0287182,,0,,,,2.0,1.0,3.0,3.0,,1.0,3.0,,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,
12499511,home,TSG Hoffenheim,Alexander Prass,alexander-prass,A. Prass,M,22,180,665,M,978062,EUR,990835200,D,22,22,False,,68.0,57.0,4.0,1.0,0.0,34.0,40.0,24.0,29.0,,13.0,,,90.0,100.0,6.4,18.0,0.130233,1.0,0,,1.0,1.0,,1.0,5.0,5.0,,2.0,,1.0,,,,,,3.0,2.0,,,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,
12499511,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,50.0,38.0,6.0,4.0,0.0,20.0,26.0,19.0,26.0,1.0,3.0,,,90.0,65.0,6.9,15.0,0.0940408,1.0,2,,2.0,1.0,2.0,5.0,6.0,8.0,,,2.0,,,0.113,,,,1.0,,2.0,,3.0,3.0,,1.0,2.0,1.0,1.0,,,,,
12499511,home,TSG Hoffenheim,Diadié Samassékou,diadie-samassekou,D. Samassékou,M,18,175,1706,M,796358,EUR,821318400,M,18,18,False,,34.0,31.0,2.0,1.0,0.0,22.0,22.0,9.0,12.0,,4.0,,,72.0,50.0,7.0,4.0,0.00937242,,2,,,,2.0,2.0,6.0,6.0,,,2.0,1.0,2.0,0.0296,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,,,1.0,,,,
12499511,home,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,1129935,EUR,1119916800,M,7,7,False,,44.0,38.0,5.0,2.0,0.0,11.0,11.0,30.0,37.0,1.0,6.0,,,90.0,70.0,8.1,13.0,0.173099,3.0,3,,4.0,3.0,,,4.0,5.0,1.0,,,4.0,2.0,0.1005,0.3129,,,1.0,,,,3.0,3.0,,1.0,2.0,,,2.0,1.0,,,
12499511,home,TSG Hoffenheim,Jacob Bruun Larsen,jacob-bruun-larsen,J. B. Larsen,M,7,183,704,M,809276,EUR,906163200,M,29,29,False,,26.0,21.0,1.0,1.0,0.0,6.0,7.0,15.0,21.0,,2.0,,,78.0,41.0,5.9,13.0,0.0137053,1.0,2,,2.0,,,1.0,6.0,2.0,2.0,,,1.0,,0.8667,0.4306,,,4.0,1.0,,,,,1.0,1.0,1.0,,2.0,,,,,
12499511,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,M,27,27,False,,29.0,27.0,1.0,1.0,0.0,11.0,12.0,18.0,23.0,,1.0,,,72.0,42.0,7.1,7.0,0.215033,2.0,3,,6.0,2.0,,,1.0,1.0,,,,,,0.1754,,,,1.0,,2.0,,1.0,1.0,,,,,,1.0,,andrejkramaric,,
