match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_totalCross,stat_accurateCross,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_crossNotClaimed,stat_goodHighClaim,stat_punches,stat_hitWoodwork,stat_goals,stat_clearanceOffLine
12499710,home,Holstein Kiel,Timon Weiner,timon-weiner,T. Weiner,G,1,191,134,M,1140362,EUR,916617600,G,1,1,False,25.0,15.0,13.0,3.0,0.0,12.0,13.0,3.0,12.0,12.0,1.0,2.0,1.0,1.0,90.0,37.0,6.3,11.0,0.00126779,0,-0.6464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Timo Becker,timo-becker,T. Becker,D,5,186,174,M,814735,EUR,859248000,D,17,17,False,36.0,27.0,3.0,2.0,0.0,16.0,20.0,11.0,16.0,4.0,,,,,90.0,66.0,6.8,15.0,0.0121447,1,,True,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0514,,,,,,,,,,,,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Marko Ivezić,marko-ivezic,M. Ivezić,D,6,191,161,M,1105869,EUR,1007251200,D,6,6,False,69.0,59.0,2.0,1.0,0.0,41.0,46.0,18.0,23.0,,,,,,90.0,86.0,7.1,11.0,0.00656001,0,,,2.0,2.0,4.0,9.0,,,,3.0,7.0,1.0,,,,1.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Patrick Erras,patrick-erras,P. Erras,D,4,196,77,M,254003,EUR,790646400,D,4,4,False,59.0,55.0,,,0.0,38.0,40.0,17.0,19.0,3.0,,,,,68.0,66.0,6.8,4.0,0.00688396,0,,,2.0,3.0,2.0,4.0,,,,4.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Marco Komenda,marco-komenda,M. Komenda,D,3,187,42,M,579260,EUR,848966400,D,3,3,False,54.0,43.0,7.0,1.0,0.0,25.0,28.0,20.0,28.0,3.0,,,,,90.0,66.0,6.9,11.0,0.220537,0,,,3.0,1.0,3.0,7.0,,,,1.0,3.0,,,,,,1.0,,2.0,,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Finn Porath,finn-porath,F. Porath,M,27,179,117,M,789714,EUR,856656000,D,8,8,False,25.0,20.0,9.0,7.0,0.0,7.0,7.0,15.0,23.0,3.0,,,,,80.0,47.0,7.6,10.0,0.158581,1,,,2.0,2.0,4.0,5.0,2.0,1.0,,2.0,1.0,,0.0265,,,,,3.0,1.0,,5.0,2.0,1.0,2.0,1.0,1.0,0.3335,,,,,,,,,,,
12499710,home,Holstein Kiel,Armin Gigović,armin-gigovic,A. Gigović,M,37,187,1508,M,988893,EUR,1018051200,M,37,37,False,24.0,16.0,3.0,2.0,0.0,5.0,6.0,11.0,18.0,4.0,,,,,80.0,36.0,6.9,12.0,0.020467,1,,,,1.0,3.0,5.0,3.0,2.0,1.0,1.0,,2.0,0.0764,,,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Magnus Knudsen,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,False,17.0,15.0,,,0.0,11.0,11.0,4.0,6.0,,,,,,45.0,24.0,6.6,3.0,0.00108298,0,,,,,1.0,3.0,,,,,2.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187,305,M,1064305,EUR,961372800,M,22,22,False,38.0,31.0,2.0,,0.0,21.0,25.0,10.0,13.0,2.0,,,,,90.0,55.0,7.6,7.0,0.0101847,3,,,2.0,8.0,6.0,11.0,,,1.0,2.0,1.0,,0.3217,,,1.0,1.0,3.0,1.0,3.0,,,2.0,,,2.0,0.5073,,,,,,,,,,,
12499710,home,Holstein Kiel,Alexander Bernhardsson,alexander-bernhardsson,A. Bernhardsson,F,11,184,445,M,980916,EUR,905126400,F,11,11,False,10.0,6.0,1.0,1.0,0.0,3.0,3.0,3.0,8.0,1.0,,,,,34.0,12.0,6.5,5.0,0.00145212,0,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Benedikt Pichler,benedikt-pichler,B. Pichler,F,11,187,206,M,843709,EUR,869356800,F,9,9,False,22.0,12.0,,,0.0,6.0,8.0,6.0,15.0,2.0,,,,,90.0,29.0,6.4,15.0,0.0116341,1,,,3.0,4.0,8.0,4.0,2.0,,1.0,,,1.0,0.1307,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,
12499710,home,Holstein Kiel,Steven Skrzybski,steven-skrzybski,S. Skrzybski,F,7,173,278,M,122573,EUR,722044800,F,7,7,True,17.0,13.0,1.0,,0.0,5.0,6.0,10.0,16.0,1.0,,,,,56.0,32.0,6.4,9.0,0.13062,1,,,3.0,,5.0,3.0,2.0,1.0,,,,1.0,0.52,,,,,,,1.0,5.0,2.0,2.0,,,1.0,0.9169,,1.0,,,,,,,,,
12499710,home,Holstein Kiel,Shuto Machino,shuto-machino,S. Machino,F,18,185,1746,M,925910,EUR,938649600,F,18,18,True,11.0,8.0,2.0,1.0,0.0,3.0,4.0,7.0,10.0,1.0,,,,,45.0,21.0,6.8,8.0,0.0415248,2,,,,1.0,1.0,1.0,,,2.0,,,,0.1952,,,1.0,,,,,3.0,2.0,,1.0,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Tymoteusz Puchacz,tymoteusz-puchacz,T. Puchacz,M,27,180,3583,M,867493,EUR,917049600,D,27,27,True,12.0,11.0,,,0.0,5.0,5.0,8.0,12.0,2.0,,,,,22.0,23.0,6.5,7.0,0.0945232,1,,,,,1.0,2.0,1.0,1.0,,,1.0,1.0,0.0221,,,,,,,,5.0,2.0,,1.0,1.0,,,,,puszka.27,1.0,,,,,,,
12499710,home,Holstein Kiel,Marvin Schulz,marvin-schulz,M. Schulz,M,10,186,43,M,254445,EUR,790128000,M,15,15,True,10.0,10.0,,,0.0,6.0,6.0,5.0,5.0,1.0,,,,,10.0,19.0,7.0,2.0,0.231447,0,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,
12499710,home,Holstein Kiel,Fiete Arp,jann-fiete-arp,F. Arp,F,7,186,976,M,877837,EUR,947116800,F,20,20,True,4.0,2.0,2.0,1.0,0.0,2.0,2.0,,3.0,1.0,,,,,10.0,12.0,7.0,4.0,0.00023555,1,,,,,,2.0,2.0,2.0,,,,1.0,0.0257,,,,,,,,1.0,,,,,1.0,0.0262,,,,,,,,,,,
12499710,home,Holstein Kiel,Thomas Dähne,thomas-dahne,T. Dähne,G,21,193,74,M,126346,EUR,757641600,G,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Max Geschwill,geschwill-max,M. Geschwill,D,28,182,46,M,963073,EUR,994464000,D,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Dominik Javorček,dominik-javorcek,D. Javorček,D,37,183,151,M,964152,EUR,1036195200,D,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499710,home,Holstein Kiel,Lasse Rosenboom,lasse-rosenboom,L. Rosenboom,M,23,190,90,M,980616,EUR,1011398400,D,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499710,away,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,25.0,19.0,9.0,3.0,0.0,17.0,17.0,2.0,8.0,9.0,3.0,4.0,1.0,1.0,90.0,42.0,7.9,6.0,0.00026727,0,1.7838,,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,
