match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_fouls,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,player_sofascoreId,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,stat_errorLeadToAGoal,captain,stat_blockedScoringAttempt,stat_lastManTackle,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_goals,stat_goalAssist
10382158,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,37.0,28.0,15.0,6.0,22.0,26.0,6.0,11.0,7.0,1.0,2.0,1.0,1.0,90.0,42.0,6.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382158,home,PSV Eindhoven,Phillipp Mwene,,,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,D,29,29,False,54.0,42.0,4.0,1.0,26.0,32.0,17.0,24.0,14.0,,,,,90.0,87.0,7.4,16.0,0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382158,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,False,50.0,43.0,4.0,1.0,32.0,36.0,11.0,14.0,3.0,,,,,45.0,52.0,6.5,8.0,0,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10382158,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,450,M,825838,EUR,920592000,D,4,4,False,93.0,73.0,17.0,8.0,47.0,51.0,26.0,42.0,14.0,,,,,90.0,100.0,6.2,22.0,0,,,5.0,9.0,3.0,,,,,,1.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
10382158,home,PSV Eindhoven,Philipp Max,,,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,D,31,31,False,43.0,42.0,3.0,2.0,17.0,17.0,26.0,28.0,4.0,,,,,90.0,65.0,6.4,4.0,1,2.0,1.0,,5.0,3.0,,,1.0,3.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10382158,home,PSV Eindhoven,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10131,M,843754,EUR,881020800,M,6,6,False,66.0,54.0,2.0,1.0,24.0,27.0,30.0,39.0,7.0,,,,,90.0,86.0,7.3,17.0,1,,,,3.0,9.0,1.0,,1.0,4.0,2.0,2.0,4.0,,,,1.0,2.0,1.0,,,ibrahim_sangare,1.0,1.0,,,,,,,,,,,
10382158,home,PSV Eindhoven,Érick Gutiérrez,,,erick-gutierrez,É. Gutiérrez,M,15,181,915,M,590700,EUR,803174400,M,15,15,False,25.0,21.0,1.0,,8.0,8.0,13.0,17.0,3.0,,,,,45.0,30.0,6.6,5.0,1,,,1.0,2.0,2.0,1.0,,1.0,,,,,,2.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,
10382158,home,PSV Eindhoven,Xavi Simons,,,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,7,7,False,20.0,16.0,,,8.0,8.0,8.0,13.0,4.0,,,,,66.0,38.0,6.6,14.0,0,1.0,,,4.0,7.0,,,,4.0,2.0,6.0,,,3.0,,1.0,2.0,1.0,,,XaviSimons,,,,1.0,,,,,,,,,
10382158,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,69.0,56.0,15.0,9.0,25.0,26.0,31.0,45.0,6.0,,,,,90.0,88.0,7.8,17.0,0,2.0,,,2.0,7.0,,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,,1.0,2.0,,,,2.0,,,,1.0,1.0,,,,,,,
10382158,home,PSV Eindhoven,Cody Gakpo,,,cody-gakpo,C. Gakpo,M,18,193,51143,M,862967,EUR,926035200,M,11,11,False,27.0,19.0,,,4.0,5.0,18.0,36.0,9.0,,,,,90.0,71.0,6.9,34.0,2,14.0,3.0,1.0,10.0,7.0,1.0,,,,,7.0,4.0,4.0,2.0,,1.0,2.0,7.0,1.0,,CodyGakpo,1.0,2.0,,2.0,,,,,,,,,
