match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_hitWoodwork,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,player_sofascoreId,stat_goals,stat_bigChanceCreated
11897403,home,Çaykur Rizespor,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188,109,M,225012,EUR,788918400,G,23,23,False,True,15.0,12.0,3.0,0.0,12.0,14.0,1.0,3.0,1.0,1.0,1.0,1.0,45.0,18.0,5.6,3.0,4.997e-05,0,-1.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11897403,home,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178,238,M,1394729,EUR,972172800,D,37,37,False,,37.0,30.0,9.0,0.0,19.0,20.0,19.0,7.0,,,,,71.0,56.0,6.3,13.0,0.0167164,0,,Taha Sahin,,4.0,11.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11897403,home,Çaykur Rizespor,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,,43.0,37.0,9.0,0.0,27.0,30.0,13.0,5.0,,,,,90.0,61.0,7.1,6.0,0.452426,3,,,,5.0,10.0,,6.0,10.0,,,,4.0,2.0,1.0,3.0,,2.0,,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,0.1082,0.1366,1.0,,,,,,,,,
11897403,home,Çaykur Rizespor,Seyfettin Anıl Yaşar,seyfettin-anil-yasar,S. A. Yaşar,D,16,192,26,M,999646,EUR,1025481600,D,16,16,False,,28.0,26.0,5.0,0.0,23.0,23.0,5.0,2.0,,,,,53.0,35.0,6.5,2.0,0.00081941,0,,,,4.0,3.0,,2.0,3.0,,,,4.0,1.0,1.0,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
11897403,home,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183,148,M,281233,EUR,785289600,D,5,5,False,,34.0,30.0,5.0,0.0,16.0,18.0,19.0,5.0,,,,,90.0,54.0,6.5,8.0,0.305113,2,,,,2.0,15.0,3.0,3.0,2.0,,,,2.0,,,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,1.0,0.068,0.0531,3.0,1.0,,,,,,,,
11897403,home,Çaykur Rizespor,Jonjo Shelvey,jonjo-shelvey,J. Shelvey,M,53,185,480,M,36465,EUR,699148800,M,6,6,False,,61.0,47.0,19.0,0.0,28.0,31.0,40.0,12.0,,,,,90.0,80.0,7.7,20.0,0.32084,2,,Jonjo,Shelvey,11.0,24.0,10.0,1.0,4.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,0.0989,0.4557,3.0,5.0,1.0,,,,,,,
11897403,home,Çaykur Rizespor,Ibrahim Olawoyin,ibrahim-olawoyin,I. Olawoyin,M,10,178,461,M,1008173,EUR,880934400,M,10,10,False,,50.0,45.0,3.0,0.0,23.0,23.0,28.0,7.0,,,,,90.0,72.0,7.2,8.0,0.188004,2,,,,3.0,23.0,1.0,6.0,13.0,,2.0,2.0,1.0,,1.0,4.0,3.0,3.0,,2.0,1.0,1.0,,,2.0,,6.0,0.0653,,4.0,1.0,,,,,,,,
11897403,home,Çaykur Rizespor,Benhur Keser,benhur-keser,B. Keser,M,77,185,37,M,899402,EUR,846547200,M,7,7,False,,29.0,18.0,1.0,0.0,7.0,10.0,22.0,4.0,,,,,71.0,44.0,6.8,19.0,0.0512301,2,,,,1.0,11.0,3.0,5.0,3.0,1.0,1.0,,,,1.0,,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,0.0464,0.1071,3.0,,,,,,,,,
11897403,home,Çaykur Rizespor,Dal Varešanović,dal-varesanovic,D. Varešanović,M,53,177,341,M,979109,EUR,990576000,M,8,8,False,,21.0,17.0,1.0,0.0,7.0,7.0,15.0,2.0,,,,,64.0,35.0,6.2,10.0,0.00559976,4,,,,,10.0,1.0,5.0,2.0,,3.0,,,,,,2.0,,,,1.0,2.0,2.0,,2.0,,1.0,0.2754,,,,,,,,,,,
11897403,home,Çaykur Rizespor,Altin Zeqiri,zeqiri-altin,A. Zeqiri,M,77,185,141,M,991742,EUR,963878400,M,77,77,False,,27.0,21.0,4.0,0.0,9.0,9.0,22.0,4.0,,,,,90.0,53.0,6.8,20.0,0.132291,4,,,,3.0,13.0,4.0,5.0,4.0,,7.0,3.0,,,1.0,1.0,6.0,,,,,1.0,2.0,1.0,1.0,,,0.3563,0.2108,3.0,1.0,,1.0,,,,,,
