match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_errorLeadToAShot,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,captain,stat_challengeLost,stat_totalContest,stat_wonContest,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_errorLeadToAGoal,stat_penaltyWon,stat_totalOffside,stat_bigChanceMissed
11391288,home,Metz,Alexandre Oukidja,alexandre-oukidja,A. Oukidja,G,90,185,3337,M,32668,EUR,585273600,G,16,16,False,33.0,8.0,32.0,7.0,2.0,3.0,6.0,30.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,36.0,6.0,25.0,0.00208685,0,0.4958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391288,home,Metz,Maxime Colin,maxime-colin,M. Colin,D,2,179,51,M,128285,EUR,690163200,D,2,2,False,31.0,22.0,6.0,2.0,11.0,16.0,11.0,15.0,2.0,6.0,,,1.0,,,,90.0,50.0,6.9,13.0,0.00533669,0,,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11391288,home,Metz,Ismaël Traoré,ismael-traore,I. Traore,D,,184,129,M,25506,EUR,524707200,D,8,8,False,26.0,21.0,5.0,3.0,18.0,19.0,3.0,7.0,2.0,1.0,,,2.0,,,,83.0,32.0,6.9,5.0,0.00077742,2,,,1.0,1.0,2.0,,,,,,1.0,1.0,2.0,0.0965,0.1483,,,,,,,,,,,,,,,,,,,,,
11391288,home,Metz,Sadibou Sané,sane-sadibou,S. Sané,D,38,185,730,M,1471683,EUR,1086825600,D,38,38,False,20.0,18.0,5.0,4.0,14.0,15.0,4.0,5.0,,1.0,,,,,,,90.0,38.0,7.0,3.0,0.00063183,0,,,1.0,2.0,14.0,,1.0,1.0,1.0,,,,,,,Sadibou Sané,,,,,,,,,,,,,,,,,,,,
11391288,home,Metz,Matthieu Udol,matthieu-udol,M. Udol,D,14,178,453,M,787827,EUR,827280000,D,3,3,False,26.0,21.0,5.0,2.0,16.0,16.0,5.0,10.0,2.0,4.0,,,1.0,,,,90.0,38.0,6.6,5.0,0.002363,0,,,3.0,5.0,1.0,1.0,1.0,,,,,,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11391288,home,Metz,Kevin Van Den Kerkhof,kevin-van-den-kerkhof,K. V. D. Kerkhof,D,3,190,2115,M,1130602,EUR,826675200,M,22,22,False,13.0,10.0,1.0,,2.0,3.0,13.0,18.0,8.0,4.0,,,1.0,,,,90.0,35.0,6.8,13.0,0.200887,0,,3.0,2.0,7.0,,,2.0,2.0,3.0,1.0,,,,,,,,,4.0,2.0,,8.0,5.0,2.0,3.0,,,,,,,,,,,
11391288,home,Metz,Danley Jean Jacques,jean-jacques-danley,D. J. Jacques,M,21,180,4507,M,1173167,EUR,958780800,M,27,27,False,19.0,16.0,1.0,,10.0,11.0,6.0,9.0,4.0,5.0,,,2.0,,,,89.0,31.0,7.0,4.0,0.00339318,1,,2.0,1.0,5.0,2.0,1.0,,,,3.0,,1.0,1.0,0.033,0.0804,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
11391288,home,Metz,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184,91,M,823476,EUR,822268800,M,6,6,False,28.0,21.0,3.0,2.0,11.0,16.0,10.0,12.0,2.0,4.0,,,1.0,,,,87.0,41.0,7.2,8.0,0.0324271,1,,,,5.0,,1.0,2.0,1.0,1.0,3.0,,,,0.0341,,,,1.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,
11391288,home,Metz,Arthur Atta,atta-arthur,A. Atta,M,14,189,2507,M,1444690,EUR,1042502400,M,25,25,False,35.0,21.0,3.0,2.0,12.0,17.0,10.0,19.0,7.0,5.0,,,,,,,90.0,54.0,7.0,17.0,0.0720465,1,,4.0,2.0,5.0,3.0,,1.0,1.0,1.0,2.0,1.0,,1.0,0.0354,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
11391288,home,Metz,Papa Amadou Diallo,pape-diallo,P. Diallo,M,19,182,921,M,1463508,EUR,1088121600,M,7,7,False,26.0,14.0,3.0,1.0,4.0,6.0,12.0,23.0,7.0,9.0,,,1.0,,,,90.0,54.0,7.7,19.0,0.144534,2,,3.0,8.0,17.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,,,0.1147,,Pape Diallo,,,4.0,3.0,,3.0,2.0,2.0,2.0,,,1.0,,,,,,,,
