match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_goalAssist,stat_totalCross,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,captain,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt
11352317,home,Nottingham Forest,Odysseas Vlachodimos,,,odysseas-vlachodimos,O. Vlachodimos,G,1,191,2909,M,138149,EUR,767318400,G,23,23,False,24.0,15.0,15.0,6.0,10.0,12.0,5.0,12.0,1.0,2.0,8.0,1.0,3.0,3.0,2.0,90.0,38.0,7.7,10.0,0.00028649,0,0.6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Ola Aina,,,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,D,43,43,False,24.0,17.0,6.0,,8.0,11.0,9.0,13.0,7.0,4.0,9.0,2.0,,,,86.0,45.0,7.7,10.0,0.0779702,1,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0466,0.4264,1.0,,,,,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Moussa Niakhaté,,,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,758168,EUR,826243200,D,19,19,False,22.0,17.0,4.0,1.0,17.0,20.0,,2.0,5.0,8.0,5.0,,,,,90.0,43.0,7.7,8.0,7.252e-05,0,,,,,,,,,,,5.0,4.0,,,,niakhate,1.0,2.0,1.0,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Murillo,Murillo,,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,40,40,False,24.0,18.0,10.0,4.0,14.0,15.0,4.0,9.0,2.0,7.0,2.0,,,,,90.0,37.0,7.0,9.0,0.00577489,0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,murillosantiago40,,1.0,1.0,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Harry Toffolo,,,harry-toffolo,H. Toffolo,D,15,183,338,M,358218,EUR,808790400,D,15,15,False,20.0,16.0,4.0,2.0,10.0,12.0,6.0,10.0,3.0,2.0,3.0,,,,,71.0,32.0,7.8,7.0,0.0195127,0,,2.0,,3.0,,,,,,,3.0,2.0,,,2.0,,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,
11352317,home,Nottingham Forest,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10181,M,843754,EUR,881020800,M,6,6,False,19.0,12.0,4.0,1.0,9.0,11.0,3.0,8.0,4.0,3.0,3.0,2.0,,,,90.0,32.0,6.8,10.0,0.00352528,0,,1.0,,2.0,1.0,,,,,,2.0,1.0,,,1.0,ibrahim_sangare,,,1.0,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Orel Mangala,,,orel-mangala,O. Mangala,M,5,178,1576,M,793988,EUR,890179200,M,5,5,False,21.0,20.0,2.0,1.0,18.0,18.0,2.0,3.0,2.0,4.0,4.0,,,,,90.0,33.0,7.4,3.0,0.00161374,1,,,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0334,0.0208,,,1.0,1.0,,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Nicolás Domínguez,,,nicolas-dominguez,N. Domínguez,M,16,179,3183,M,871765,EUR,898992000,M,16,16,False,21.0,15.0,3.0,2.0,10.0,11.0,5.0,10.0,10.0,1.0,3.0,2.0,,,,87.0,37.0,6.9,7.0,0.0270851,3,,2.0,,8.0,3.0,,,,1.0,,8.0,4.0,0.297,0.2225,,,,,1.0,,,3.0,1.0,2.0,2.0,,,,,,,
11352317,home,Nottingham Forest,Morgan Gibbs-White,,,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,F,10,10,False,19.0,12.0,3.0,2.0,10.0,12.0,2.0,9.0,3.0,,4.0,1.0,,,,90.0,27.0,6.5,13.0,0.00231629,0,,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,Morgangibbs27,,,,,2.0,,,,2.0,True,,,,,,
11352317,home,Nottingham Forest,Taiwo Awoniyi,,,taiwo-awoniyi,T. Awoniyi,F,9,183,3465,M,359664,EUR,871344000,F,9,9,False,14.0,12.0,,,6.0,7.0,6.0,7.0,1.0,,3.0,,,,,82.0,17.0,6.6,4.0,0.0136372,0,,,,3.0,,2.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,3.0,,,,,,,
11352317,home,Nottingham Forest,Anthony Elanga,,,anthony-elanga,A. Elanga,M,20,178,10434,M,979232,EUR,1019865600,F,21,21,False,22.0,15.0,,,12.0,15.0,3.0,7.0,2.0,1.0,4.0,1.0,,,,90.0,41.0,6.7,16.0,0.0047032,0,,2.0,,5.0,,1.0,1.0,,,,1.0,1.0,,,,anthonyelanga,1.0,2.0,5.0,,,1.0,,,,,,,,,,
11352317,home,Nottingham Forest,Serge Aurier,,,serge-aurier,S. Aurier,D,,176,2934,M,105697,EUR,725155200,D,24,24,True,5.0,2.0,,,,2.0,2.0,3.0,5.0,1.0,1.0,,,,,19.0,12.0,6.6,5.0,0.00141778,0,,1.0,4.0,3.0,1.0,1.0,,,,,1.0,,,,,Serge_aurier,,,,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Danilo,,,danilo,Danilo,M,8,177,5250,M,1064039,EUR,988502400,M,28,28,True,2.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,8.0,4.0,6.3,2.0,1.375e-05,0,,1.0,,2.0,,,1.0,,,,,,,,,Danilo,,1.0,,,,,,,2.0,,,,,,,
11352317,home,Nottingham Forest,Neco Williams,,,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,7,7,True,2.0,,2.0,,,2.0,,,4.0,,2.0,,,,,11.0,8.0,6.9,2.0,,0,,,,,,,,,,,4.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Ryan Yates,,,ryan-yates,R. Yates,M,22,190,881,M,846252,EUR,880070400,M,22,22,True,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,10.0,2.0,6.5,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Matt Turner,,,matt-turner,M. Turner,G,30,190,1518,M,833943,EUR,772416000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Nuno Tavares,,,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,nuno_tavares71,,,,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Willy Boly,,,willy-boly,W. Boly,D,30,195,1884,M,139310,EUR,665539200,D,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Cheikhou Kouyaté,,,cheikhou-kouyate,C. Kouyaté,M,8,189,2529,M,45944,EUR,630201600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352317,home,Nottingham Forest,Andrey Santos,Andrey Santos,,santos-andrey,A. Santos,M,17,180,27949,M,1105779,EUR,1083542400,M,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,andreysantos_5,,,,,,,,,,,,,,,,
11352317,away,Aston Villa,Emiliano Martínez,,,emiliano-martinez,E. Martínez,G,23,195,61053,M,158263,EUR,715392000,G,1,1,False,26.0,25.0,2.0,1.0,23.0,23.0,2.0,3.0,,,10.0,,1.0,1.0,,90.0,29.0,5.7,1.0,0.00164319,0,-1.3303,,,,,,,,,,,,,,,EmiMartínez,,,,,,,,,,,1.0,1.0,1.0,,,
11352317,away,Aston Villa,Matty Cash,,,matty-cash,M. Cash,D,2,185,9380,M,833956,EUR,870912000,D,2,2,False,35.0,33.0,1.0,,10.0,10.0,24.0,27.0,,,2.0,,,,,59.0,49.0,6.6,7.0,0.153256,1,,,,2.0,,,2.0,,,,,,0.133,,1.0,mattycash622,,1.0,2.0,,2.0,,,,,,,,,1.0,1.0,1.0
11352317,away,Aston Villa,Ezri Konsa,,,ezri-konsa,E. Konsa,D,4,183,3197,M,827679,EUR,877564800,D,4,4,False,77.0,73.0,2.0,1.0,36.0,36.0,37.0,42.0,3.0,,6.0,,,,,90.0,87.0,7.1,5.0,0.0228534,0,,,,,,,2.0,2.0,,,1.0,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,
11352317,away,Aston Villa,Pau Torres,,,pau-torres,P. Torres,D,14,192,4099,M,864169,EUR,853372800,D,14,14,False,102.0,92.0,9.0,3.0,36.0,37.0,56.0,66.0,3.0,5.0,4.0,1.0,,,,90.0,117.0,6.9,12.0,0.0653884,0,,2.0,,2.0,,,1.0,1.0,,,1.0,,,,,pauttorres,,,1.0,,1.0,,,,,,,,,,,
11352317,away,Aston Villa,Lucas Digne,,,lucas-digne,L. Digne,D,12,178,4442,M,96538,EUR,743126400,D,12,12,False,67.0,59.0,2.0,,15.0,16.0,48.0,62.0,10.0,1.0,2.0,,,,,90.0,96.0,7.4,20.0,0.706634,1,,2.0,5.0,6.0,1.0,1.0,3.0,2.0,,,3.0,1.0,0.0274,,4.0,LDigne,,1.0,2.0,,11.0,1.0,,,,,,,,4.0,,1.0
11352317,away,Aston Villa,John McGinn,,,john-mcginn,J. McGinn,M,7,175,3895,M,250223,EUR,782438400,M,7,7,False,44.0,37.0,6.0,5.0,8.0,9.0,31.0,39.0,2.0,,5.0,,,,,90.0,62.0,7.3,15.0,0.47882,1,,,,5.0,,3.0,4.0,2.0,,,,,0.1065,,2.0,,,1.0,1.0,,4.0,,,,,True,,,,2.0,1.0,1.0
11352317,away,Aston Villa,Boubacar Kamara,,,boubacar-kamara,B. Kamara,M,44,184,3386,M,826204,EUR,943315200,M,44,44,False,73.0,72.0,7.0,6.0,26.0,26.0,46.0,47.0,5.0,3.0,6.0,2.0,,,,78.0,85.0,7.0,3.0,0.0668935,0,,,2.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,
11352317,away,Aston Villa,Douglas Luiz,,,douglas-luiz,D. Luiz,M,21,175,11801,M,867887,EUR,894672000,M,6,6,False,85.0,81.0,5.0,5.0,35.0,35.0,47.0,58.0,6.0,1.0,,2.0,,,,86.0,105.0,7.2,14.0,0.168964,1,,1.0,2.0,3.0,,,2.0,1.0,,,1.0,1.0,0.0162,,,Douglas_Luiz,,1.0,2.0,,8.0,1.0,,,,,,,,1.0,,1.0
11352317,away,Aston Villa,Nicolò Zaniolo,,,nicolo-zaniolo,N. Zaniolo,F,10,189,9127,M,864898,EUR,930873600,M,22,22,False,9.0,7.0,1.0,,3.0,3.0,4.0,7.0,1.0,,3.0,,,,,45.0,23.0,6.1,12.0,0.00650173,2,,1.0,,8.0,,4.0,2.0,1.0,1.0,,,,0.2117,0.139,,nicolozaniolo,,,3.0,,1.0,2.0,1.0,1.0,,,,,,,,
11352317,away,Aston Villa,Moussa Diaby,,,diaby-moussa,M. Diaby,M,19,170,7575,M,855817,EUR,931305600,F,19,19,False,29.0,26.0,,,9.0,9.0,18.0,22.0,2.0,,3.0,,,,,90.0,44.0,7.0,10.0,0.254581,1,,,,5.0,,1.0,3.0,,1.0,,2.0,,0.0498,0.3446,4.0,moussadiaby,,1.0,2.0,,2.0,1.0,,,,,,,,1.0,,
11352317,away,Aston Villa,Ollie Watkins,,,ollie-watkins,O. Watkins,F,11,179,19908,M,555386,EUR,820281600,F,11,11,False,21.0,17.0,,,4.0,4.0,13.0,17.0,1.0,,1.0,,,,,90.0,30.0,6.5,8.0,0.0698731,2,,,,3.0,,1.0,1.0,,1.0,,1.0,1.0,0.3011,0.1966,,OllieWatkins,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,
11352317,away,Aston Villa,Leon Bailey,,,leon-bailey,L. Bailey,M,31,178,7677,M,808590,EUR,871084800,M,31,31,True,16.0,12.0,,,1.0,2.0,12.0,18.0,3.0,,,,,,,45.0,36.0,6.7,13.0,0.104971,3,,,1.0,6.0,,1.0,6.0,2.0,,,,,0.3239,,1.0,leonbailey,,,1.0,,4.0,1.0,,3.0,,,,,,1.0,,
11352317,away,Aston Villa,Youri Tielemans,,,youri-tielemans,Y. Tielemans,M,8,177,9789,M,331737,EUR,862963200,M,8,8,True,41.0,39.0,2.0,1.0,5.0,5.0,34.0,38.0,3.0,,5.0,1.0,,,,31.0,50.0,7.0,7.0,0.0410687,1,,,1.0,3.0,,2.0,1.0,1.0,,,,,0.0596,,,youritielemans,,,1.0,,2.0,1.0,,1.0,,,,,,,,
11352317,away,Aston Villa,Diego Carlos,,,diego-carlos,D. Carlos,D,34,185,2746,M,604232,EUR,732153600,D,3,3,True,23.0,21.0,3.0,2.0,8.0,8.0,13.0,15.0,,,3.0,,,,,12.0,23.0,6.7,2.0,0.0143594,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352317,away,Aston Villa,Leander Dendoncker,,,leander-dendoncker,L. Dendoncker,M,20,188,1679,M,190405,EUR,797904000,M,32,32,True,6.0,4.0,,,,,4.0,6.0,,,,,,,,11.0,7.0,6.4,2.0,0.00219564,0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352317,away,Aston Villa,Robin Olsen,,,robin-olsen,R. Olsen,G,30,198,1289,M,26025,EUR,631756800,G,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352317,away,Aston Villa,Clément Lenglet,,,clement-lenglet,C. Lenglet,D,15,186,7982,M,580550,EUR,803347200,D,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,clement_lenglet,,,,,,,,,,,,,,,,
