match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_challengeLost,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_totalOffside,stat_penaltyConceded
14053683,home,FC Volendam,Kayne van Oevelen,Kayne van Oevelen,,kayne-van-oevelen,K. v. Oevelen,G,1,199.0,269,M,1393970,EUR,1060300800,G,1,1,False,47.0,29.0,32.0,14.0,0.0,18.0,21.0,11.0,26.0,2.0,7.0,3.0,4.0,90.0,56.0,6.2,18.0,0.0164017,49.260789198804,11.0,22.365,5.25,0.4811,0,-1.2371,0.21,0.01,-0.17,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053683,home,FC Volendam,Deron Payne,Deron Payne,,payne-deron,D. Payne,D,2,182.0,39,M,1423743,EUR,1032912000,D,2,2,False,25.0,20.0,1.0,1.0,0.0,16.0,19.0,4.0,6.0,2.0,4.0,,,85.0,44.0,6.7,8.0,0.013835,100.07819321018,8.0,85.68,43.05,,1,,0.11,0.09,-0.3,,1.0,1.0,7.0,1.0,6.0,5.0,1.0,1.0,1.0,0.0245,-0.02,,,,,,,,,,,,,,,,,,,,,
14053683,home,FC Volendam,Mawouna Amevor,Mawouna,Amevor,mawouna-amevor,M. Amevor,D,3,191.0,225,M,106154,EUR,692841600,D,3,3,False,34.0,28.0,5.0,2.0,0.0,23.0,26.0,5.0,8.0,7.0,2.0,,,90.0,51.0,7.5,6.0,0.157562,70.036203319368,9.0,26.67,22.155,,4,,0.2,0.02,-0.1,,,4.0,6.0,2.0,1.0,1.0,,,1.0,0.4773,0.5,3.0,5.0,2.0,1.0,1.0,1.0,0.9515,,,,,,,,,,,,,,
14053683,home,FC Volendam,Nick Verschuren,Nick Verschuren,,nick-verschuren,N. Verschuren,D,20,180.0,198,M,1523582,EUR,1105574400,D,20,20,False,27.0,22.0,3.0,1.0,0.0,18.0,21.0,4.0,6.0,4.0,1.0,,,90.0,37.0,6.4,6.0,0.00838817,60.764086982439,9.0,-36.33,0.315,,0,,0.3,-0.04,-0.24,,,5.0,3.0,,1.0,1.0,1.0,,1.0,,,3.0,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,
14053683,home,FC Volendam,Yannick Leliendal,Yannick,Leliendal,yannick-leliendal,Y. Leliendal,D,32,168.0,172,M,996982,EUR,1019520000,D,32,32,False,26.0,22.0,3.0,2.0,0.0,12.0,14.0,10.0,12.0,2.0,1.0,,,90.0,46.0,6.5,9.0,0.167773,65.239404670719,6.0,17.43,11.445,,1,,0.33,0.03,-0.67,,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,,0.0242,0.0,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
14053683,home,FC Volendam,Brandley Kuwas,Brandley,Kuwas,brandley-kuwas,B. Kuwas,M,10,181.0,116,M,252885,EUR,716860800,M,10,10,False,11.0,5.0,3.0,1.0,0.0,,2.0,5.0,9.0,,5.0,,,56.0,28.0,7.0,14.0,0.0300006,36.30573440555,5.0,21.21,14.595,,2,,0.11,0.09,-0.1,,5.0,3.0,3.0,,,,3.0,2.0,1.0,0.8405,0.32,,,1.0,1.0,,,0.6657,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,
14053683,home,FC Volendam,Gibson Yah,Gibson Yah,,gibson-yah,G. Yah,M,8,178.0,170,M,1095753,EUR,1064620800,M,8,8,False,45.0,38.0,3.0,2.0,0.0,25.0,27.0,13.0,18.0,5.0,12.0,,,90.0,65.0,6.9,9.0,0.101306,161.04039314629,16.0,-35.28,11.76,,0,,0.22,0.12,0.21,,,5.0,3.0,,,,,2.0,2.0,,,,1.0,,,2.0,3.0,,1.0,,,1.0,1.0,,,,,,,,,
14053683,home,FC Volendam,Nordin Bukala,Nordin Bukala,,nordin-bukala,N. Bukala,M,18,184.0,73,M,1511723,EUR,1127001600,M,18,18,False,17.0,12.0,4.0,2.0,0.0,8.0,11.0,4.0,6.0,1.0,3.0,,,77.0,28.0,6.7,6.0,0.00885497,31.743072603215,6.0,4.515,5.46,,0,,-0.11,0.03,-0.07,,1.0,2.0,5.0,,3.0,2.0,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,
14053683,home,FC Volendam,Aurelio Oehlers,Aurelio Oehlers,,aurelio-oehlers,A. Oehlers,M,11,177.0,68,M,1095406,EUR,1075939200,F,11,11,False,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,2.0,,,77.0,21.0,6.6,10.0,0.0384185,96.555331692056,8.0,76.02,16.59,,0,,-0.2,0.27,0.13,,3.0,4.0,4.0,,1.0,1.0,3.0,2.0,,,,1.0,,,,,,,,,1.0,1.0,3.0,1.0,,,,,,,,
14053683,home,FC Volendam,Henk Veerman,Henk,Veerman,henk-veerman,H. Veerman,F,9,201.0,406,M,313264,EUR,667526400,F,9,9,False,16.0,13.0,1.0,,0.0,6.0,7.0,7.0,9.0,3.0,3.0,,,90.0,34.0,6.9,9.0,0.102642,47.079426391294,5.0,6.3,13.23,,2,,0.32,0.05,0.33,,1.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,,0.4743,0.07,3.0,1.0,1.0,,1.0,,0.2553,,,,,,,,,True,2.0,,,,
