match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_expectedGoals,player_firstName,player_lastName,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,stat_challengeLost,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAShot
12436487,home,Nottingham Forest,Chris Wood,chris-wood,C. Wood,F,11,191,7494,M,50480,EUR,692064000,F,11,11,False,19.0,12.0,1.0,1.0,0.0,4.0,5.0,8.0,14.0,2.0,2.0,,1.0,,,,,90.0,24.0,6.7,9.0,0.0107645,0,,,,,,,,2.0,wodsy39,6.0,7.0,,,,,,,,1.0,,,1.0,,,1.0,2.0,,,,,
12436487,home,Nottingham Forest,Elliot Anderson,elliot-anderson,E. Anderson,M,8,179,7705,M,994546,EUR,1036540800,M,8,8,True,21.0,18.0,2.0,2.0,0.0,2.0,2.0,16.0,20.0,,1.0,,4.0,,,,,31.0,30.0,6.3,9.0,0.0145294,0,,1.0,1.0,,,1.0,1.0,1.0,,,5.0,,,,,,,,,,,,,1.0,,,,3.0,,,
12436487,home,Nottingham Forest,Jota Silva,jota-silva,J. Silva,F,26,179,2828,M,1011895,EUR,933465600,F,20,20,True,7.0,6.0,,,0.0,2.0,3.0,6.0,8.0,1.0,5.0,1.0,2.0,,,,,31.0,22.0,7.1,5.0,0.0500127,0,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,4.0,,,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,1.0,,
12436487,home,Nottingham Forest,Ramón Sosa,ramon-sosa,R. Sosa,F,19,178,8258,M,1015733,EUR,936057600,F,24,24,True,8.0,8.0,,,0.0,1.0,1.0,7.0,7.0,,,,1.0,,,,,16.0,13.0,6.4,2.0,0.00682519,1,,,1.0,,,,,,,1.0,4.0,1.0,0.0541,,,,,,,,,,,1.0,,,,1.0,,,
12436487,home,Nottingham Forest,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,18,18,True,7.0,6.0,,,0.0,2.0,2.0,4.0,6.0,,,,1.0,,,,,10.0,8.0,6.5,2.0,0.00070887,0,,1.0,,,,,,,prowsey16,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436487,home,Nottingham Forest,Taiwo Awoniyi,taiwo-awoniyi,T. Awoniyi,F,9,183,3465,M,359664,EUR,871344000,F,9,9,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,10.0,1.0,6.5,,0.00192532,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436487,home,Nottingham Forest,Carlos Miguel,carlos-miguel,C. Miguel,G,1,204,5426,M,973738,EUR,907891200,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436487,home,Nottingham Forest,Morato,morato,F. Morato,D,4,190,2248,M,985086,EUR,993859200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436487,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,7,7,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436487,home,Nottingham Forest,Willy Boly,willy-boly,W. Boly,D,30,195,1884,M,139310,EUR,665539200,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436487,away,Newcastle United,Nick Pope,nick-pope,N. Pope,G,1,198,4628,M,162653,EUR,703641600,G,22,22,False,17.0,12.0,9.0,4.0,0.0,8.0,10.0,4.0,7.0,,,,9.0,3.0,2.0,2.0,,90.0,28.0,7.0,5.0,0.00067028,0,-0.1436,,,,1.0,,,,npope29,,,,,,,,,,,,,,,,,,,,,,
12436487,away,Newcastle United,Valentino Livramento,valentino-livramento,V. Livramento,D,21,181,4840,M,980634,EUR,1037059200,D,21,21,False,39.0,35.0,1.0,,0.0,15.0,16.0,20.0,28.0,1.0,3.0,3.0,5.0,,,,,90.0,65.0,7.2,14.0,0.0102034,0,,5.0,,,3.0,,,3.0,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,
12436487,away,Newcastle United,Fabian Schär,fabian-schar,F. Schär,D,5,186,3172,M,101882,EUR,693187200,D,5,5,False,58.0,50.0,9.0,4.0,0.0,30.0,31.0,20.0,27.0,1.0,2.0,6.0,5.0,,,,,90.0,75.0,6.9,11.0,0.00787347,1,,,2.0,1.0,2.0,,,1.0,,2.0,5.0,1.0,0.0182,,,,,,1.0,,,1.0,,,,,,1.0,,,
12436487,away,Newcastle United,Dan Burn,dan-burn,D. Burn,D,33,201,4473,M,99090,EUR,705369600,D,33,33,False,62.0,55.0,4.0,1.0,0.0,44.0,48.0,11.0,14.0,7.0,7.0,6.0,2.0,,,,,90.0,71.0,6.9,7.0,0.0412445,1,,,,,,,,,,1.0,3.0,,0.1015,,,,1.0,,,0.1139,,,,2.0,,1.0,,,,,
12436487,away,Newcastle United,Lewis Hall,lewis-hall,L. Hall,D,3,179,4167,M,1136730,EUR,1094601600,D,20,20,False,77.0,71.0,3.0,1.0,0.0,30.0,33.0,41.0,50.0,5.0,6.0,2.0,7.0,,,,,90.0,104.0,7.1,18.0,0.0766158,0,,6.0,1.0,,5.0,1.0,1.0,2.0,lewishall_10,4.0,8.0,,,Lewis Hall,,,,,1.0,,,2.0,,,,,,1.0,,,1.0
12436487,away,Newcastle United,Sean Longstaff,sean-longstaff,S. Longstaff,M,8,187,1652,M,866191,EUR,878169600,M,36,36,False,48.0,42.0,2.0,2.0,0.0,14.0,14.0,28.0,34.0,2.0,7.0,,4.0,,,,,90.0,58.0,7.2,9.0,0.134148,1,,,2.0,1.0,,4.0,2.0,1.0,,1.0,3.0,1.0,0.2243,,,,,,,,,,,,,1.0,,1.0,,,
12436487,away,Newcastle United,Bruno Guimarães,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,866469,EUR,879638400,M,39,39,False,38.0,33.0,2.0,,0.0,14.0,17.0,20.0,22.0,,5.0,1.0,8.0,,,,,90.0,58.0,6.6,12.0,0.0488234,3,,1.0,2.0,,,1.0,,2.0,BrunoGuimarães,,9.0,,0.1161,,,2.0,1.0,,,0.2758,True,1.0,4.0,3.0,,,1.0,3.0,,,
12436487,away,Newcastle United,Joe Willock,joe-willock,J. Willock,M,28,186,2651,M,888550,EUR,935107200,M,28,28,False,29.0,24.0,1.0,,0.0,3.0,4.0,22.0,28.0,,2.0,1.0,4.0,,,,,69.0,49.0,7.0,16.0,0.133731,2,,3.0,,,,1.0,1.0,6.0,,2.0,6.0,1.0,0.0631,,,1.0,,,,,,,1.0,1.0,,3.0,1.0,3.0,1.0,,
12436487,away,Newcastle United,Anthony Gordon,gordon-anthony,A. Gordon,F,10,183,15696,M,914902,EUR,982972800,F,10,10,False,38.0,31.0,3.0,1.0,0.0,8.0,10.0,25.0,33.0,,2.0,,3.0,,,,,80.0,54.0,7.1,14.0,0.392374,2,,5.0,3.0,,1.0,1.0,,1.0,AGordon,,4.0,,0.2345,,,1.0,1.0,,,0.3047,,1.0,1.0,,,3.0,2.0,,,,
12436487,away,Newcastle United,Alexander Isak,alexander-isak,A. Isak,F,9,193,100485,M,823941,EUR,937872000,F,14,14,False,28.0,25.0,2.0,2.0,1.0,4.0,4.0,21.0,25.0,2.0,3.0,,3.0,,,,,89.0,47.0,7.6,15.0,0.240012,3,,1.0,2.0,,,,,3.0,AlexIsak,2.0,10.0,1.0,0.552,,,1.0,1.0,1.0,,0.9407,,,1.0,,,3.0,,6.0,,1.0,
12436487,away,Newcastle United,Joelinton,joelinton,Joelinton,M,7,186,10098,M,560128,EUR,839980800,F,7,7,False,42.0,34.0,2.0,1.0,0.0,10.0,10.0,25.0,38.0,4.0,10.0,1.0,5.0,,,,,90.0,68.0,8.0,17.0,0.290395,2,,6.0,2.0,,1.0,3.0,3.0,,joelinton34,2.0,6.0,,0.1256,,,1.0,1.0,1.0,,0.2935,,,3.0,,,1.0,1.0,2.0,,,
12436487,away,Newcastle United,Sandro Tonali,sandro-tonali,S. Tonali,M,8,181,14225,M,892673,EUR,957744000,M,8,8,True,11.0,9.0,,,1.0,5.0,6.0,4.0,6.0,,3.0,,1.0,,,,,21.0,17.0,7.2,3.0,0.0086314,0,,1.0,,,1.0,2.0,1.0,,sandrotonali,1.0,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,
12436487,away,Newcastle United,Harvey Barnes,harvey-barnes,H. Barnes,F,11,181,5550,M,855647,EUR,881625600,M,11,11,True,7.0,6.0,,,0.0,4.0,5.0,2.0,2.0,,,,1.0,,,,,10.0,12.0,7.6,1.0,0.00048708,2,,,,,,,,,,,,,0.2685,,,1.0,1.0,1.0,,0.413,,,,,,,,,,,
12436487,away,Newcastle United,William Osula,osula-william,W. Osula,F,18,191,2934,M,1122603,EUR,1059955200,F,18,18,True,,,,,0.0,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436487,away,Newcastle United,Martin Dúbravka,martin-dubravka,M. Dúbravka,G,1,190,3081,M,42209,EUR,600825600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436487,away,Newcastle United,Matt Targett,matt-targett,M. Targett,D,3,183,816,M,368134,EUR,811382400,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436487,away,Newcastle United,Lloyd Kelly,lloyd-kelly,L. Kelly,D,6,191,3053,M,865167,EUR,907632000,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436487,away,Newcastle United,Miguel Almirón,miguel-almiron,M. Almirón,M,10,174,8461,M,333373,EUR,760838400,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,miguel_almiron,,,,,,,,,,,,,,,,,,,,,,
12436487,away,Newcastle United,Lewis Miley,lewis-miley,L. Miley,M,67,188,3304,M,1400650,EUR,1146441600,M,67,67,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Lewis Miley,,,,,,,,,,,,,,,,,
12436487,away,Newcastle United,Jacob Murphy,jacob-murphy,J. Murphy,F,23,176,3564,M,372336,EUR,793584000,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
