match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_dispossessed,stat_challengeLost,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,player_sofascoreId,captain,stat_bigChanceMissed,stat_penaltyFaced,stat_penaltyConceded
12764158,home,Ferencváros TC,Ádám Varga,Ádám,Varga,adam-varga,Á. Varga,G,1,191.0,122,M,921139,EUR,918777600,G,1,1,False,38.0,25.0,23.0,10.0,0.0,19.0,24.0,6.0,14.0,1.0,5.0,1.0,1.0,1.0,90.0,43.0,6.3,13.0,0.00309617,0,-1.2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Cebrail Makreckis,,,cebrail-makreckis,C. Makreckis,D,25,180.0,372,M,991090,EUR,957916800,D,25,25,False,34.0,30.0,2.0,1.0,0.0,20.0,23.0,10.0,11.0,1.0,4.0,,,,90.0,48.0,6.2,8.0,0.0133153,0,,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Ibrahim Cissé,,,ibrahim-cisse,I. Cissé,D,27,185.0,841,M,603740,EUR,830995200,D,27,27,False,46.0,44.0,5.0,3.0,0.0,37.0,38.0,7.0,8.0,2.0,4.0,,,,90.0,53.0,6.4,2.0,0.00230355,0,,,3.0,1.0,,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Stefan Gartenmann,,,stefan-gartenmann,S. Gartenmann,D,3,185.0,252,M,803671,EUR,854841600,D,3,3,False,39.0,35.0,5.0,3.0,0.0,32.0,33.0,3.0,6.0,4.0,1.0,,,,90.0,57.0,6.8,6.0,0.00266363,0,,2.0,2.0,5.0,,3.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Eldar Ćivić,,,eldar-civic,E. Ćivić,D,77,182.0,209,M,280469,EUR,833241600,D,17,17,False,22.0,11.0,3.0,,0.0,5.0,9.0,6.0,13.0,2.0,2.0,,,,90.0,46.0,6.1,17.0,0.00548004,0,,2.0,7.0,6.0,2.0,1.0,2.0,,1.0,,2.0,,4.0,,2.0,3.0,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Habib Maïga,,,habib-maiga,H. Maïga,M,80,179.0,213,M,359246,EUR,820454400,M,80,80,False,4.0,3.0,,,0.0,3.0,3.0,,1.0,,2.0,,,,30.0,7.0,6.7,1.0,3.527e-05,0,,,1.0,3.0,,,,,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Mohammad Abu Fani,,,mohammad-abu-fani,M. A. Fani,M,15,164.0,535,M,836849,EUR,893635200,M,15,15,False,24.0,20.0,4.0,2.0,1.0,13.0,13.0,8.0,13.0,,,,,,73.0,42.0,7.8,9.0,0.329964,2,,,1.0,8.0,2.0,,2.0,5.0,,,,,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.044,2.0,,,,,,,,,
12764158,home,Ferencváros TC,Adama Malouda Traoré,,,adama-malouda-traore,A. M. Traoré,M,20,177.0,1208,M,1172372,EUR,802310400,M,20,20,False,14.0,11.0,1.0,,1.0,3.0,4.0,9.0,12.0,,4.0,,,,73.0,24.0,8.2,7.0,0.262156,1,,,3.0,2.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,0.016,1.0,1.0,1.0,0.1267,,,,,,
12764158,home,Ferencváros TC,Alex Tóth,,,alex-toth,A. Tóth,M,27,181.0,3659,M,1476524,EUR,1130025600,M,64,64,False,23.0,20.0,2.0,2.0,1.0,10.0,10.0,10.0,13.0,,5.0,,,,90.0,33.0,6.5,7.0,0.0174045,0,,,3.0,1.0,1.0,2.0,1.0,,1.0,,,,,2.0,,,,,1.0,,,,,2.0,,,,1.0,,,,,
12764158,home,Ferencváros TC,Mohamed Ali Ben Romdhane,,,ben-romdhane-mohamed-ali,M. Romdhane,M,5,185.0,9787,M,966891,EUR,936576000,M,7,7,False,12.0,10.0,2.0,,0.0,3.0,5.0,8.0,8.0,,3.0,,,,84.0,28.0,8.9,4.0,0.0879635,3,,,4.0,7.0,4.0,,,2.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,4.0,,,,0.4871,3.0,3.0,2.0,1.5355,,mohamed_ali_ben_romdhan,,,,
12764158,home,Ferencváros TC,Barnabás Varga,,,barnabas-varga,B. Varga,F,25,181.0,5649,M,852434,EUR,783043200,F,19,19,False,19.0,11.0,,,0.0,3.0,4.0,8.0,15.0,1.0,1.0,,,,84.0,26.0,6.9,10.0,0.0223693,3,,6.0,5.0,6.0,1.0,1.0,,,1.0,,2.0,,,1.0,,,,,,,2.0,,1.0605,1.0,1.0,1.0,0.9657,,,True,1.0,,
12764158,home,Ferencváros TC,Philippe Rommens,,,philippe-rommens,P. Rommens,M,88,175.0,232,M,606190,EUR,872035200,M,88,88,True,20.0,17.0,2.0,1.0,0.0,11.0,13.0,6.0,7.0,4.0,2.0,,,,60.0,31.0,6.8,3.0,0.00849272,1,,,,1.0,,4.0,,,,,,,1.0,,,1.0,,,,,,1.0,0.0617,,,,,,,,,,
12764158,home,Ferencváros TC,Kady Borges,,,kady-borges,K. Borges,M,20,173.0,14779,M,1194442,EUR,830995200,M,10,10,True,2.0,1.0,1.0,,0.0,1.0,1.0,1.0,4.0,,1.0,,,,17.0,5.0,6.1,3.0,0.0100136,0,,,2.0,,,,,,1.0,,1.0,,,,,,3.0,1.0,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Kristoffer Zachariassen,,,kristoffer-zachariassen,K. Zachariassen,M,16,180.0,333,M,548312,EUR,759628800,M,16,16,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,,,,17.0,6.0,6.3,2.0,0.0187296,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,0.0268,1.0,,,,,,,,,
12764158,home,Ferencváros TC,Raul Gustavo,,,raul-gustavo,Raul Gustavo,D,34,188.0,521,M,1047422,EUR,924912000,D,34,34,True,1.0,,,,0.0,,,,1.0,1.0,,,,,13.0,3.0,6.0,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Matheus Saldanha,,,matheus-saldanha,M. Saldanha,F,90,185.0,1436,M,1018290,EUR,934934400,F,11,11,True,3.0,2.0,1.0,1.0,0.0,2.0,2.0,,1.0,,1.0,,,,13.0,9.0,6.5,3.0,3.637e-05,0,,,2.0,2.0,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Levente Őri,Levente Ori,,levente-ori,L. Őri,G,33,,28,M,1088673,EUR,1051574400,G,65,65,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Gábor Szalai,Gábor Szalai,,gabor-szalai,G. Szalai,D,22,191.0,351,M,1147932,EUR,960508800,D,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Norbert Kaján,,,norbert-kajan,N. Kaján,D,54,179.0,102,M,1385121,EUR,1094860800,D,54,54,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Cristian Ramírez,,,cristian-ramirez,C. Ramírez,D,2,173.0,494,M,155778,EUR,776649600,D,99,99,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764158,home,Ferencváros TC,Csongor Lakatos,Csongor,Lakatos,csongor-lakatos,C. Lakatos,M,71,,90,M,1487337,EUR,1143504000,M,71,71,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
