match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_wonContest,stat_lastManTackle,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,captain,stat_shotOffTarget,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_blockedScoringAttempt
11369913,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,False,26.0,21.0,15.0,10.0,15.0,17.0,6.0,9.0,5.0,3.0,3.0,90.0,32.0,6.6,5.0,0.00524684,0,-0.0031000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369913,home,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7746,M,163199,EUR,795139200,D,5,5,False,63.0,54.0,6.0,2.0,22.0,22.0,32.0,42.0,7.0,,,90.0,76.0,6.5,13.0,0.0221755,0,,,,sandywalsh,1.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
11369913,home,KV Mechelen,David Bates,david-bates,D. Bates,D,4,193,95,M,839675,EUR,844473600,D,27,27,False,60.0,58.0,6.0,4.0,37.0,37.0,21.0,23.0,9.0,,,90.0,75.0,7.0,3.0,0.00761108,0,,,,,,5.0,5.0,,6.0,1.0,,,2.0,2.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
11369913,home,KV Mechelen,Elias Cobbaut,elias-cobbaut,E. Cobbaut,D,33,188,177,M,828570,EUR,880329600,D,22,22,False,72.0,57.0,11.0,6.0,29.0,33.0,28.0,41.0,8.0,,,90.0,86.0,6.6,18.0,0.0304597,0,,,,,2.0,5.0,4.0,,3.0,1.0,1.0,1.0,,3.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,
11369913,home,KV Mechelen,Daam Foulon,daam-foulon,D. Foulon,M,5,180,205,M,826170,EUR,922147200,D,23,23,False,55.0,44.0,4.0,1.0,24.0,28.0,20.0,34.0,8.0,,,90.0,94.0,7.1,25.0,0.131202,0,,,,,7.0,4.0,8.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11369913,home,KV Mechelen,Mory Konate,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,M,8,8,False,48.0,39.0,3.0,2.0,19.0,21.0,20.0,27.0,8.0,,,87.0,60.0,6.6,12.0,0.0148763,0,,,,,,6.0,3.0,1.0,5.0,,,2.0,1.0,1.0,3.0,3.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,
11369913,home,KV Mechelen,Jordi Vanlerberghe,jordi-vanlerberghe,J. Vanlerberghe,D,30,189,145,M,284727,EUR,835833600,M,30,30,False,27.0,21.0,5.0,4.0,11.0,15.0,10.0,12.0,5.0,,,45.0,31.0,7.0,6.0,0.0171336,1,,,,,,1.0,4.0,,,3.0,2.0,,,,1.0,1.0,,,,,,,1.0,0.0227,0.0109,,,,,,,,,,,
11369913,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,M,7,7,False,42.0,34.0,9.0,9.0,10.0,13.0,24.0,33.0,5.0,,,72.0,60.0,7.0,15.0,0.20897,1,,,,,4.0,4.0,2.0,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,1.0,0.0766,0.0411,2.0,,,,,,,,,,
11369913,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,57.0,51.0,7.0,4.0,20.0,22.0,31.0,37.0,9.0,,,90.0,77.0,6.8,13.0,0.0278032,0,,,,,2.0,5.0,7.0,1.0,1.0,6.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,2.0,True,,,,,,,,,
11369913,home,KV Mechelen,Kerim Mrabti,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,M,19,19,False,12.0,10.0,,,3.0,5.0,7.0,9.0,,,,45.0,24.0,6.8,6.0,0.130487,1,,,,,2.0,4.0,2.0,2.0,1.0,,,,,1.0,,1.0,,1.0,,2.0,,2.0,1.0,0.0191,0.3135,2.0,,,,,,,,,,
