match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,stat_aerialLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonTackle,stat_fouls,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_hitWoodwork
11451062,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186.0,93,M,758606,EUR,763603200,G,1,1,False,True,35.0,13.0,32.0,10.0,4.0,6.0,9.0,29.0,2.0,15.0,1.0,1.0,4.0,5.0,2.0,90.0,49.0,6.9,23.0,0.00313486,0,0.3248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451062,home,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183.0,22,M,758870,EUR,867110400,D,22,22,False,,17.0,12.0,6.0,2.0,11.0,16.0,1.0,1.0,11.0,7.0,,,,,,90.0,40.0,6.5,8.0,0.00072996,0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451062,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180.0,314,M,944222,EUR,928022400,D,3,3,False,,17.0,13.0,5.0,2.0,12.0,14.0,1.0,3.0,12.0,4.0,,,,,,90.0,33.0,7.5,4.0,0.00024015,0,,2.0,,2.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11451062,home,Hatayspor,Cengiz Demir,demir-cengiz,C. Demir,D,5,186.0,15,M,1015360,EUR,987552000,D,27,27,False,,10.0,8.0,3.0,1.0,4.0,4.0,4.0,6.0,4.0,,,,,,,90.0,21.0,6.9,3.0,0.00132674,1,,,1.0,2.0,,,1.0,,1.0,,1.0,1.0,2.0,0.0623,0.0405,,,,,,,,,,,,,,,,,,,,
11451062,home,Hatayspor,Faouzi Ghoulam,faouzi-ghoulam,F. Ghoulam,D,,188.0,1996,M,133236,EUR,665366400,D,13,13,False,,11.0,3.0,1.0,,2.0,6.0,2.0,8.0,1.0,,,,,,,68.0,26.0,6.9,13.0,0.0313593,1,,1.0,2.0,3.0,,,,,1.0,1.0,,1.0,1.0,0.0334,0.0244,Faouzi,Ghoulam,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11451062,home,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172.0,201,M,1083138,EUR,934848000,M,4,4,False,,31.0,21.0,11.0,5.0,9.0,12.0,12.0,19.0,2.0,5.0,,1.0,,,,90.0,40.0,6.9,12.0,0.00705638,0,,1.0,2.0,3.0,,1.0,,,2.0,1.0,1.0,,,,,Chandrel Massanga,,,,,,1.0,,1.0,,,,,,,,,,,
11451062,home,Hatayspor,Rigoberto Rivas,rigoberto-rivas,R. Rivas,M,99,178.0,347,M,837742,EUR,901843200,M,99,99,False,,16.0,6.0,3.0,1.0,4.0,8.0,2.0,9.0,3.0,4.0,,2.0,,,,90.0,32.0,7.1,14.0,0.00122034,2,,1.0,8.0,4.0,4.0,2.0,1.0,,,,2.0,1.0,2.0,0.7587,0.9927,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,
11451062,home,Hatayspor,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186.0,3768,M,910121,EUR,981417600,M,17,17,False,,21.0,16.0,,,8.0,10.0,8.0,12.0,,4.0,,4.0,,,,90.0,35.0,7.0,12.0,0.0402101,0,,1.0,2.0,4.0,,3.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,3.0,2.0,,,1.0,2.0,1.0,,,,,,
11451062,home,Hatayspor,Ömer Faruk Beyaz,omer-faruk-beyaz,Ö. F. Beyaz,M,99,171.0,399,M,1022881,EUR,1062115200,M,7,7,False,,24.0,15.0,1.0,,9.0,12.0,6.0,12.0,1.0,5.0,,2.0,,,,76.0,37.0,6.9,11.0,0.00254646,0,,,5.0,8.0,3.0,4.0,1.0,,,2.0,1.0,,2.0,,,,,,,,2.0,1.0,,4.0,,,,,,,,,,,
11451062,home,Hatayspor,Didier Lamkel Zé,didier-lamkel-ze,D. L. Zé,F,60,193.0,625,M,845272,EUR,842918400,M,11,11,False,,17.0,15.0,1.0,1.0,7.0,7.0,9.0,11.0,1.0,6.0,,5.0,,,,76.0,35.0,8.2,10.0,0.576766,2,,1.0,4.0,6.0,,3.0,1.0,,,1.0,,1.0,3.0,0.195,0.9022,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
