match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_punches,stat_totalOffside
11067647,home,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,True,21.0,15.0,11.0,5.0,14.0,14.0,1.0,7.0,8.0,1.0,2.0,90.0,27.0,6.7,6.0,0.0,0.0,0.00016828,0,-0.6044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067647,home,Santos,Joaquim,joaquim,Joaquim,D,28,187,860,M,1047740,EUR,914803200,D,28,28,False,,26.0,19.0,4.0,1.0,14.0,15.0,6.0,14.0,3.0,,,62.0,45.0,7.1,12.0,0.2453,0.1705,0.0668607,2,,,,3.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
11067647,home,Santos,João Basso,joao-basso,J. Basso,D,13,189,689,M,850955,EUR,853113600,D,2,2,False,,52.0,48.0,5.0,2.0,37.0,39.0,11.0,13.0,8.0,,,90.0,67.0,7.4,4.0,0.0,0.0,0.227191,0,,,,,,2.0,2.0,4.0,6.0,1.0,1.0,,,1.0,2.0,2.0,1.0,6.0,2.0,1.0,2.0,,,,,,,,,,,,
11067647,home,Santos,Alex Nascimento,alex-nascimento,A. Nascimento,D,44,189,235,M,931556,EUR,926294400,D,31,31,False,,46.0,44.0,1.0,,38.0,39.0,6.0,7.0,6.0,,,90.0,56.0,6.9,3.0,0.0377,0.1219,0.00193142,2,,,,,,1.0,2.0,1.0,5.0,,,,2.0,1.0,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,
11067647,home,Santos,Lucas Braga,lucas-braga,L. Braga,M,22,184,437,M,934801,EUR,847584000,M,30,30,False,,19.0,13.0,,,8.0,9.0,5.0,12.0,2.0,,,80.0,33.0,6.4,12.0,0.0,0.0,0.00204194,0,,,,2.0,,1.0,1.0,5.0,5.0,4.0,2.0,,,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,
11067647,home,Santos,Rodrigo Fernández,rodrigo-fernandez,R. Fernández,M,5,172,285,M,877599,EUR,820627200,M,14,14,False,,21.0,15.0,3.0,3.0,9.0,11.0,6.0,10.0,4.0,,,87.0,27.0,6.5,7.0,0.0,0.0,0.00342145,0,,,,,,,1.0,4.0,3.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,
11067647,home,Santos,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,8,8,False,,51.0,39.0,8.0,5.0,11.0,12.0,30.0,45.0,6.0,,,90.0,75.0,7.3,22.0,0.054,0.25,0.202151,2,,,,6.0,2.0,,2.0,7.0,9.0,4.0,2.0,,1.0,,2.0,2.0,5.0,,,3.0,2.0,1.0,,3.0,1.0,,,,,,,,
11067647,home,Santos,Dodô,dodo,Dodô,D,,177,222,M,108481,EUR,697334400,M,16,16,False,,55.0,43.0,2.0,,17.0,21.0,26.0,35.0,5.0,,,90.0,79.0,7.0,15.0,0.0,0.0,0.0221197,0,,,,1.0,,1.0,4.0,5.0,8.0,1.0,1.0,,,2.0,2.0,1.0,1.0,2.0,,1.0,3.0,1.0,,1.0,,,,,,,,,
11067647,home,Santos,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,F,23,23,False,,31.0,27.0,4.0,3.0,3.0,3.0,30.0,43.0,3.0,,,62.0,52.0,7.7,13.0,0.0,0.0,0.275894,0,,,,15.0,6.0,,,,4.0,,,,,,4.0,3.0,3.0,,,,,,,,,,,,,,,,
11067647,home,Santos,Stiven Mendoza,steven-mendoza,S. Mendoza,M,7,171,1016,M,354510,EUR,709603200,F,20,20,False,,34.0,31.0,1.0,1.0,6.0,7.0,25.0,29.0,3.0,,,90.0,52.0,7.3,10.0,0.0804,0.0,0.0499724,4,,,,2.0,,1.0,2.0,5.0,6.0,1.0,1.0,4.0,,1.0,,,1.0,,,3.0,2.0,2.0,1.0,1.0,,,,,,,,,
