match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_accurateCross,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_aerialLost,stat_goals,player_sofascoreId
10408369,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,20.0,12.0,17.0,9.0,3.0,3.0,9.0,17.0,2.0,8.0,1.0,2.0,3.0,1.0,90.0,28.0,7.4,9.0,0.0,0.0,0.00330122,0,1.1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408369,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,29.0,19.0,4.0,,13.0,16.0,6.0,14.0,4.0,5.0,,,,,90.0,38.0,6.8,13.0,0.0759,0.0,0.0025488,1,,True,1.0,7.0,2.0,7.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408369,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191,695,M,576276,EUR,794793600,D,6,6,False,27.0,20.0,7.0,5.0,12.0,17.0,8.0,10.0,6.0,4.0,,,,,90.0,40.0,7.5,8.0,0.352,0.0443,0.0156461,2,,,,4.0,,7.0,,1.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
10408369,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,40.0,31.0,13.0,9.0,10.0,12.0,21.0,30.0,,4.0,,,,,90.0,48.0,7.4,13.0,0.0,0.0,0.452587,0,,,2.0,2.0,4.0,4.0,1.0,,,2.0,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
10408369,home,Getafe,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184,491,M,980578,EUR,953856000,D,4,4,False,21.0,15.0,5.0,2.0,,2.0,16.0,21.0,1.0,2.0,,,,,78.0,59.0,6.8,18.0,0.019,0.0,0.122536,1,,,2.0,,6.0,3.0,3.0,1.0,2.0,2.0,,,,,2.0,2.0,1.0,2.0,,1.0,,,1.0,,1.0,,,,,,
10408369,home,Getafe,Portu,portu,Portu,F,8,167,868,M,218616,EUR,706406400,M,9,9,False,20.0,11.0,3.0,1.0,4.0,7.0,8.0,15.0,,2.0,,,,,89.0,45.0,6.4,16.0,0.0408,0.0,0.0161864,1,,,2.0,2.0,6.0,3.0,5.0,,1.0,2.0,,,,,,,,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,
10408369,home,Getafe,Gonzalo Villar,gonzalo-villar,G. Villar,M,12,181,1019,M,914765,EUR,890611200,M,24,24,False,25.0,18.0,1.0,,11.0,12.0,7.0,13.0,,6.0,,,,,45.0,33.0,6.5,8.0,0.0581,0.0,0.00362329,1,,,,2.0,4.0,4.0,1.0,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,
10408369,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175,1414,M,385888,EUR,812419200,M,18,18,False,35.0,21.0,10.0,4.0,14.0,15.0,10.0,25.0,1.0,7.0,,,,,90.0,51.0,7.5,19.0,0.0,0.0,0.266703,0,,,5.0,4.0,3.0,7.0,,,3.0,1.0,,,,,2.0,2.0,1.0,2.0,,,,,1.0,,3.0,,1.0,,2.0,,
10408369,home,Getafe,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175,3412,M,350170,EUR,809913600,M,17,17,False,25.0,16.0,1.0,,8.0,10.0,9.0,20.0,,7.0,,,,,78.0,51.0,6.7,21.0,0.3984,0.5907,0.0335706,5,,,5.0,2.0,3.0,5.0,1.0,1.0,4.0,,,,1.0,2.0,1.0,1.0,1.0,,,,3.0,1.0,,,1.0,2.0,,,,,
10408369,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182,2532,M,604954,EUR,860198400,F,19,19,False,24.0,18.0,3.0,2.0,6.0,6.0,12.0,19.0,3.0,4.0,,,,,89.0,35.0,7.0,10.0,0.8323,1.7888,0.0078601,2,,,1.0,1.0,2.0,1.0,,,2.0,,,,1.0,2.0,,,,,,,1.0,,,,,,,2.0,1.0,1.0,
