match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_dispossessed,player_sofascoreId,stat_totalCross,stat_totalContest,stat_unsuccessfulTouch,stat_accurateCross,stat_wonContest,stat_keyPass,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_ownGoals,stat_shotOffTarget,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
10407178,home,RC Sporting Charleroi,Pierre Patron,pierre-patron,P. Patron,G,1,191,34,M,942837,EUR,872035200,G,1,1,False,24.0,21.0,11.0,8.0,16.0,16.0,5.0,8.0,6.0,1.0,1.0,1.0,1.0,90.0,27.0,6.5,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407178,home,RC Sporting Charleroi,Jonas Bager,jonas-bager,J. Bager,D,5,182,86,M,541350,EUR,837648000,D,2,2,False,47.0,43.0,11.0,7.0,22.0,22.0,21.0,25.0,1.0,,,,,90.0,55.0,7.0,4.0,0,,,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10407178,home,RC Sporting Charleroi,Stelios Andreou,andreou-stelios,S. Andreou,D,5,187,337,M,994282,EUR,1027468800,D,21,21,False,25.0,19.0,3.0,2.0,15.0,17.0,4.0,8.0,2.0,,,,,82.0,37.0,7.0,7.0,0,,,1.0,5.0,,3.0,,4.0,3.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
10407178,home,RC Sporting Charleroi,Joris Kayembe,joris-kayembe-ditu,J. Kayembe,D,18,180,4983,M,354046,EUR,776304000,D,12,12,False,57.0,44.0,11.0,7.0,26.0,30.0,18.0,32.0,9.0,,,,,90.0,82.0,6.7,24.0,0,,,6.0,3.0,2.0,,,5.0,3.0,3.0,,,,3.0,joriskayembe23,5.0,1.0,2.0,,,,,,,,,,,,,
10407178,home,RC Sporting Charleroi,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,M,28,28,False,28.0,22.0,3.0,1.0,9.0,10.0,16.0,23.0,2.0,,,,,90.0,58.0,7.1,15.0,0,,,10.0,7.0,3.0,2.0,,4.0,4.0,3.0,2.0,4.0,,,,5.0,4.0,2.0,3.0,1.0,1.0,,,,,,,,,,
10407178,home,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,499,M,358198,EUR,806716800,M,26,26,False,48.0,39.0,6.0,5.0,21.0,23.0,18.0,27.0,12.0,,,,,90.0,64.0,6.7,15.0,0,,,9.0,2.0,,,,4.0,1.0,1.0,1.0,5.0,,1.0,,2.0,2.0,1.0,,,1.0,True,1.0,,,,,,,,
10407178,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6542,M,1000472,EUR,947116800,M,6,6,False,48.0,43.0,4.0,3.0,17.0,17.0,26.0,31.0,5.0,,,,,67.0,60.0,6.5,9.0,0,,,5.0,4.0,,1.0,,3.0,2.0,2.0,1.0,2.0,,2.0,AdemZorgane,,2.0,1.0,,1.0,2.0,,,,,,,,,,
10407178,home,RC Sporting Charleroi,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,M,38,38,False,17.0,15.0,,,4.0,5.0,11.0,13.0,,,,,,57.0,26.0,6.3,6.0,1,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,1.0,1.0,,,,,,
10407178,home,RC Sporting Charleroi,Ryota Morioka,ryota-morioka,R. Morioka,M,,180,229,M,109376,EUR,671414400,F,44,44,False,32.0,23.0,1.0,1.0,14.0,16.0,9.0,18.0,8.0,,,,,71.0,42.0,7.0,11.0,0,,,4.0,7.0,1.0,,,,5.0,4.0,1.0,2.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,
10407178,home,RC Sporting Charleroi,Isaac Mbenza,isaac-mbenza,I. Mbenza,F,7,188,140,M,789000,EUR,826243200,F,7,7,False,26.0,24.0,4.0,4.0,10.0,10.0,16.0,19.0,1.0,,,,,90.0,44.0,6.9,8.0,3,,,3.0,2.0,,,,1.0,,,2.0,1.0,,,,3.0,2.0,2.0,2.0,,2.0,,,2.0,,1.0,1.0,,,,
10407178,home,RC Sporting Charleroi,Youssouph Badji,youssouph-badji,Y. Badji,F,25,192,350,M,982334,EUR,1008806400,F,10,10,False,14.0,10.0,,,4.0,4.0,6.0,10.0,4.0,,,,,81.0,27.0,7.1,10.0,3,,,5.0,10.0,,,,,,,4.0,3.0,6.0,2.0,,,,4.0,,,1.0,,,,,1.0,,2.0,,,
10407178,home,RC Sporting Charleroi,Amirhossein Hosseinzadeh,amirhossein-hosseinzadeh,A. Hosseinzadeh,F,99,176,873,M,905472,EUR,972864000,M,99,99,True,12.0,11.0,,,3.0,3.0,8.0,9.0,4.0,,,,,33.0,19.0,7.0,2.0,1,,,3.0,4.0,,,,1.0,3.0,2.0,,1.0,,,,,2.0,,,1.0,,,1.0,,,,,1.0,,,
10407178,home,RC Sporting Charleroi,Ali Gholizadeh,ali-gholizadeh,A. Gholizadeh,M,8,172,1497,M,359350,EUR,826416000,M,8,8,True,12.0,10.0,1.0,1.0,2.0,2.0,8.0,12.0,1.0,,,,,19.0,18.0,6.6,6.0,0,,,2.0,2.0,,,,,,,1.0,,,,,2.0,3.0,,,1.0,2.0,,,,,,,,1.0,,
10407178,home,RC Sporting Charleroi,Loic Bessile,loic-bessile,L. Bessile,D,29,183,82,M,826213,EUR,919382400,D,5,5,True,4.0,2.0,1.0,,,1.0,2.0,3.0,,,,,,9.0,6.0,6.7,2.0,1,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,
10407178,home,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186,504,M,845344,EUR,929404800,M,18,18,True,,,,,,,,,,,,,,8.0,1.0,6.7,,1,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,
