match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_wonTackle,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_outfielderBlock,player_sofascoreId,stat_shotOffTarget,stat_penaltyConceded,stat_goodHighClaim,stat_punches,stat_penaltyWon,stat_lastManTackle,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyMiss
12504640,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,56.0,33.0,31.0,8.0,0.0,25.0,29.0,8.0,27.0,6.0,3.0,1.0,1.0,3.0,90.0,60.0,6.8,23.0,0.00703216,0,0.3895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504640,home,Torino,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,5.0,4.0,,,0.0,4.0,4.0,,2.0,1.0,,,,,35.0,12.0,6.5,4.0,3.233e-05,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504640,home,Torino,Guillermo Maripán,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,13,13,False,28.0,23.0,3.0,1.0,0.0,20.0,24.0,3.0,4.0,5.0,,,,,90.0,39.0,6.6,7.0,0.202275,0,,,3.0,5.0,,6.0,3.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504640,home,Torino,Adam Masina,adam-masina,A. Masina,D,,189,5428,M,259995,EUR,757468800,D,5,5,False,63.0,54.0,11.0,7.0,0.0,39.0,42.0,15.0,23.0,3.0,,,,,90.0,75.0,7.2,11.0,0.00733672,1,,2.0,1.0,7.0,,1.0,1.0,,1.0,5.0,,1.0,,,1.0,2.0,2.0,0.031,,,,,,,,,,,,,,,,,,,,,,
12504640,home,Torino,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,644,M,934409,EUR,963705600,M,16,16,False,14.0,9.0,1.0,,0.0,3.0,6.0,7.0,11.0,2.0,,,,,90.0,34.0,6.3,12.0,0.0192741,1,,3.0,7.0,2.0,2.0,1.0,,2.0,3.0,,,,,,1.0,2.0,1.0,0.0339,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12504640,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,26.0,24.0,1.0,1.0,0.0,16.0,16.0,9.0,12.0,4.0,,,,,90.0,37.0,6.8,4.0,0.0211202,1,,2.0,1.0,4.0,1.0,2.0,,,,,,,,,1.0,1.0,4.0,0.0124,1.0,,,,,,,,,,,,,,,,,,,,,
12504640,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,False,12.0,8.0,1.0,,0.0,5.0,5.0,3.0,7.0,1.0,,,,,64.0,22.0,6.5,8.0,0.0017869,0,,,3.0,2.0,2.0,2.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,1.0,,,True,1.0,,,,,,,,,,,,,,
12504640,home,Torino,Gvidas Gineitis,gineitis-gvidas,G. Gineitis,M,66,191,1446,M,1030829,EUR,1081987200,M,66,66,False,18.0,13.0,,,0.0,5.0,6.0,9.0,14.0,2.0,,,,,63.0,33.0,6.9,9.0,0.155974,0,,2.0,6.0,5.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,1.0,3.0,,1.0,,,3.0,,2.0,,,,,,,,,,,,,,,,
12504640,home,Torino,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3741,M,357584,EUR,885340800,M,24,24,False,38.0,29.0,3.0,1.0,0.0,20.0,23.0,9.0,19.0,6.0,,,,,90.0,67.0,6.9,14.0,0.0136019,1,,4.0,5.0,8.0,2.0,2.0,5.0,,1.0,1.0,1.0,4.0,,,,2.0,1.0,0.0725,,,1.0,2.0,,,,,BornaSosa,1.0,1.0,,,,,,,,,,,
12504640,home,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,99,181,3538,M,333261,EUR,825897600,F,9,9,False,13.0,11.0,,,0.0,2.0,2.0,9.0,11.0,1.0,,,,,63.0,15.0,6.6,3.0,0.0133327,0,,,3.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
