match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_wonTackle,stat_expectedGoals,stat_fouls,stat_challengeLost,stat_dispossessed,stat_totalOffside,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim
11396191,home,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,42.0,31.0,15.0,5.0,30.0,31.0,1.0,11.0,1.0,8.0,1.0,1.0,1.0,2.0,90.0,50.0,7.0,11.0,0.00040268,0,0.0479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396191,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,D,23,23,False,41.0,30.0,5.0,1.0,14.0,17.0,17.0,30.0,2.0,7.0,,,,,90.0,68.0,7.4,22.0,0.170422,0,,,,1.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11396191,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,53.0,47.0,3.0,1.0,32.0,33.0,15.0,20.0,8.0,4.0,,3.0,,,90.0,70.0,7.2,7.0,0.0576289,1,,,,,,,5.0,3.0,6.0,,7.0,,2.0,,1.0,1.0,True,2.0,1.0,1.0,1.0,1.0,2.0,0.1198,,,,,,,,,,
11396191,home,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,53.0,45.0,7.0,3.0,38.0,43.0,7.0,10.0,7.0,5.0,,1.0,,,90.0,68.0,6.8,8.0,0.00212855,0,,,,,,,4.0,6.0,5.0,,9.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,
11396191,home,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,D,19,19,False,51.0,45.0,7.0,4.0,25.0,27.0,20.0,25.0,7.0,8.0,,1.0,,,90.0,74.0,7.1,10.0,0.0189069,0,,,,,1.0,,1.0,6.0,4.0,,7.0,,2.0,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,
11396191,home,1. FC Heidenheim,Jan Schöppner,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,41.0,32.0,1.0,1.0,18.0,20.0,14.0,21.0,3.0,3.0,,1.0,,,90.0,57.0,6.9,13.0,0.02694,0,,,,,,,1.0,2.0,3.0,,7.0,1.0,,3.0,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,
11396191,home,1. FC Heidenheim,Eren Dinkçi,eren-dinkci,E. Dinkçi,M,8,188,848,M,1067120,EUR,1008201600,M,8,8,False,45.0,30.0,3.0,1.0,14.0,19.0,17.0,30.0,,10.0,,,,,90.0,62.0,7.2,25.0,0.0514842,2,,,,,4.0,1.0,,,4.0,1.0,,1.0,,4.0,,3.0,,1.0,,1.0,,,,0.3522,1.0,,2.0,,2.0,1.0,0.1884,,,
11396191,home,1. FC Heidenheim,Kevin Sessa,sessa-kevin,K. Sessa,M,8,175,67,M,929806,EUR,962841600,M,16,16,False,40.0,29.0,3.0,1.0,14.0,19.0,15.0,24.0,4.0,5.0,,,,,80.0,56.0,6.8,17.0,0.0110732,3,,,,,3.0,,1.0,1.0,2.0,,3.0,,,2.0,2.0,1.0,,1.0,1.0,,1.0,,,0.0586,,,1.0,1.0,,,,2.0,,
11396191,home,1. FC Heidenheim,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,37,37,False,22.0,13.0,3.0,1.0,6.0,8.0,8.0,23.0,9.0,2.0,,7.0,,,90.0,54.0,7.5,22.0,0.0625553,3,,,,,9.0,1.0,2.0,,5.0,,2.0,,,3.0,1.0,1.0,,3.0,1.0,,,,5.0,0.0794,1.0,,,,2.0,,0.2579,1.0,,
11396191,home,1. FC Heidenheim,Marvin Pieringer,marvin-pieringer,M. Pieringer,F,18,189,327,M,909485,EUR,938995200,F,18,18,False,14.0,9.0,1.0,,3.0,4.0,6.0,10.0,1.0,3.0,,1.0,,,68.0,24.0,6.6,8.0,0.0160149,1,,,,,,,2.0,,4.0,,1.0,,2.0,1.0,,,,,,,1.0,,,0.0184,1.0,,1.0,,,,,,,
