match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_fouls,stat_clearanceOffLine,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,captain,stat_lastManTackle,stat_goodHighClaim,stat_bigChanceMissed,stat_ownGoals,stat_errorLeadToAShot,stat_totalOffside
12764935,home,Molde FK,Albert Posiadała,Albert Posiadala,,albert-posiadala,A. Posiadała,G,22,191,262,M,1164914,EUR,1046131200,G,22,22,False,27.0,22.0,10.0,5.0,0.0,20.0,22.0,2.0,5.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,90.0,35.0,5.7,5.0,0.00039812,0,-0.5681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764935,home,Molde FK,Martin Linnes,,,martin-linnes,M. Linnes,D,,177,75,M,109569,EUR,685324800,D,21,21,False,87.0,75.0,7.0,3.0,0.0,35.0,38.0,40.0,50.0,,10.0,,,,,,90.0,109.0,7.3,15.0,0.350474,0,,1.0,1.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,
12764935,home,Molde FK,Martin Bjørnbak,,,martin-bjornbak,M. Bjørnbak,D,15,193,25,M,150902,EUR,701222400,D,2,2,False,41.0,38.0,5.0,2.0,0.0,21.0,22.0,17.0,19.0,,2.0,,,,,,73.0,46.0,6.1,4.0,0.00684998,0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
12764935,home,Molde FK,Valdemar Lund,,,valdemar-lund,V. Lund,D,5,193,143,M,1100830,EUR,1054080000,D,4,4,False,34.0,32.0,,,0.0,18.0,20.0,14.0,14.0,2.0,2.0,,,,,,45.0,40.0,7.1,2.0,0.00894636,0,,,1.0,1.0,3.0,2.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
12764935,home,Molde FK,Kristoffer Haugen,,,kristoffer-haugen,K. Haugen,D,23,185,44,M,149740,EUR,761702400,D,28,28,False,62.0,57.0,6.0,4.0,2.0,21.0,23.0,39.0,47.0,3.0,6.0,,,,,,90.0,93.0,8.5,13.0,1.29581,0,,8.0,3.0,1.0,5.0,4.0,,1.0,,,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,,3.0,2.0,,,,,,,,,,,,,
12764935,home,Molde FK,Kristian Eriksen,,,kristian-eriksen,K. Eriksen,M,20,177,254,M,551358,EUR,806025600,M,20,20,False,37.0,30.0,1.0,,0.0,9.0,10.0,22.0,29.0,1.0,6.0,,,,,,90.0,60.0,7.2,12.0,0.211823,3,,2.0,1.0,3.0,5.0,8.0,1.0,1.0,,,1.0,1.0,2.0,,3.0,3.0,2.0,2.0,,1.0,,1.0,2.0,0.3655,,,,,,,,,,
12764935,home,Molde FK,Emil Breivik,,,breivik-emil,E. Breivik,M,16,186,286,M,953952,EUR,960681600,M,16,16,False,82.0,69.0,,,0.0,20.0,24.0,49.0,58.0,1.0,8.0,,,,,,83.0,107.0,7.4,17.0,0.122226,3,,,,1.0,2.0,7.0,,,4.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,2.0,0.1339,1.0,0.0175,,,,,,,,
12764935,home,Molde FK,Mads Enggård,Mads Enggaard,,mads-enggard,M. Enggård,M,30,180,176,M,1083383,EUR,1074556800,M,10,10,False,66.0,56.0,3.0,1.0,0.0,20.0,23.0,36.0,43.0,,4.0,,,,,,90.0,75.0,6.9,10.0,0.0768551,1,,,3.0,4.0,6.0,7.0,3.0,,,,,,,,,3.0,2.0,1.0,,,,1.0,,0.0949,,,,,,,,,,
12764935,home,Molde FK,Marcus Kaasa,,,marcus-andre-kaasa,M. A. Kaasa,M,23,175,38,M,823706,EUR,868924800,M,15,15,False,48.0,40.0,,,0.0,10.0,11.0,30.0,37.0,2.0,2.0,,,,,,73.0,65.0,7.2,13.0,0.11481,2,,,,,3.0,2.0,,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,0.2398,1.0,0.4731,1.0,,,,,,,
12764935,home,Molde FK,Frederik Ihler,Frederik Ihler,,frederik-ihler,F. Ihler,F,24,180,404,M,1035693,EUR,1056499200,F,9,9,False,13.0,8.0,1.0,,0.0,5.0,6.0,3.0,7.0,,,,,,,,65.0,18.0,7.4,6.0,0.00830432,2,,,,2.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,0.5213,2.0,1.0248,1.0,,,,,,,
