match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_goalkeeperValueNormalized
13981474,home,Napoli,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,40.0,29.0,18.0,7.0,0.0,23.0,26.0,6.0,14.0,5.0,1.0,90.0,44.0,6.5,11.0,0.00436562,0,-0.5384,0.09,0.01,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981474,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,48.0,39.0,2.0,1.0,0.0,19.0,20.0,20.0,28.0,3.0,,90.0,76.0,7.0,14.0,0.246154,2,,0.42,0.01,-0.14,dilorenzo22,True,3.0,1.0,4.0,2.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0808,0.1819,1.0,0.21,,,,,,,,,,,,,,,,,
13981474,home,Napoli,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,898815,EUR,911260800,D,31,31,False,81.0,75.0,9.0,5.0,0.0,51.0,51.0,24.0,30.0,4.0,,90.0,90.0,7.1,6.0,0.0196095,0,,0.26,0.11,-0.13,,,,,1.0,4.0,1.0,5.0,,,,,5.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
13981474,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,86.0,75.0,12.0,6.0,0.0,62.0,67.0,13.0,19.0,6.0,,90.0,96.0,6.9,11.0,0.00879366,0,,0.12,0.04,-0.19,,,,,,4.0,3.0,5.0,1.0,,,,7.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
13981474,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,36.0,33.0,,,0.0,22.0,22.0,11.0,14.0,5.0,,50.0,45.0,6.1,5.0,0.0050713,0,,-0.13,0.08,-0.19,,,,,,,2.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
13981474,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,40.0,37.0,1.0,,0.0,23.0,26.0,14.0,14.0,2.0,,44.0,46.0,6.9,4.0,0.0176884,0,,0.17,0.07,-0.08,StanLobotka,,1.0,1.0,,,1.0,4.0,1.0,,,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
13981474,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,M,21,21,False,22.0,14.0,2.0,1.0,0.0,7.0,9.0,7.0,13.0,1.0,,50.0,35.0,6.5,14.0,0.03251,1,,0.07,-0.13,-0.08,,,4.0,1.0,,,1.0,3.0,,1.0,,,,,,,1.0,,,0.3141,,,-0.22,3.0,3.0,,1.0,1.0,,,,,,,,,,,,
13981474,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,45.0,33.0,2.0,,0.0,19.0,24.0,14.0,21.0,2.0,,90.0,61.0,7.5,18.0,0.0572031,2,,-0.02,0.06,-0.07,anguiss_29,,2.0,2.0,,1.0,3.0,4.0,,,2.0,,,,3.0,1.0,3.0,,1.0,0.3807,0.9991,2.0,0.54,1.0,,,1.0,,1.0,,,,,,,,,,,
13981474,home,Napoli,Scott McTominay,scott-mctominay,S. McTominay,M,8,193,25748,M,879346,EUR,850003200,M,8,8,False,27.0,21.0,1.0,,0.0,11.0,12.0,10.0,15.0,4.0,,90.0,47.0,6.4,12.0,0.0198919,2,,-0.08,0.01,0.13,ScottMcTominay,,2.0,1.0,1.0,4.0,6.0,8.0,,1.0,,,2.0,,1.0,,2.0,3.0,2.0,0.2433,,1.0,-0.59,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,
13981474,home,Napoli,David Neres,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,M,7,7,False,36.0,31.0,,,0.0,12.0,14.0,19.0,22.0,,,82.0,52.0,6.5,14.0,0.228741,2,,0.29,0.3,-0.09,davidneres,,2.0,,,,6.0,2.0,,1.0,,,1.0,,1.0,,3.0,,2.0,0.0352,,1.0,-0.36,4.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,
