match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_outfielderBlock,stat_wonTackle,stat_keyPass,stat_totalCross,stat_aerialLost,stat_shotOffTarget,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,player_firstName,player_lastName,player_sofascoreId,stat_errorLeadToAGoal,stat_punches
10433989,home,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,False,36.0,30.0,13.0,7.0,27.0,29.0,3.0,7.0,1.0,1.0,3.0,1.0,1.0,90.0,42.0,7.1,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433989,home,Başakşehir FK,Şener Özbayraklı,sener-ozbayrakli,Ş. Özbayraklı,D,,172,44,,129992,EUR,632966400,D,2,2,False,52.0,47.0,8.0,5.0,23.0,23.0,24.0,29.0,5.0,3.0,9.0,,,90.0,70.0,7.1,10.0,0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
10433989,home,Başakşehir FK,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1812,M,985934,EUR,909446400,D,55,55,False,87.0,81.0,7.0,6.0,54.0,57.0,27.0,30.0,4.0,4.0,6.0,1.0,,90.0,98.0,7.5,8.0,0,2.0,1.0,,1.0,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10433989,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,92.0,86.0,9.0,7.0,65.0,67.0,21.0,25.0,8.0,2.0,6.0,3.0,,90.0,104.0,7.6,6.0,0,2.0,3.0,1.0,,,,2.0,3.0,,2.0,,1.0,2.0,,,,,,,,,,,,,,,
10433989,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,60,60,False,53.0,42.0,3.0,2.0,21.0,26.0,21.0,30.0,3.0,1.0,4.0,,,90.0,75.0,6.7,17.0,1,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,3.0,1.0,1.0,,,,,,,,,,,
10433989,home,Başakşehir FK,Mahmut Tekdemir,mahmut-tekdemir,M. Tekdemir,D,,178,50,M,43666,EUR,569721600,M,21,21,False,47.0,41.0,3.0,3.0,20.0,23.0,21.0,25.0,6.0,2.0,6.0,1.0,,90.0,62.0,7.3,8.0,1,2.0,1.0,,,,,3.0,3.0,1.0,1.0,,,1.0,,1.0,,,True,1.0,,,,,,,,,
10433989,home,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,M,7,7,False,23.0,20.0,,,7.0,7.0,13.0,17.0,3.0,,3.0,1.0,,69.0,33.0,6.8,6.0,1,,2.0,,1.0,2.0,2.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,
10433989,home,Başakşehir FK,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,8,8,False,26.0,24.0,5.0,4.0,12.0,12.0,12.0,14.0,5.0,,3.0,2.0,,85.0,37.0,7.5,5.0,1,1.0,4.0,1.0,1.0,1.0,,,2.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,
10433989,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,19,19,False,11.0,9.0,,,5.0,6.0,4.0,5.0,3.0,1.0,2.0,,,45.0,17.0,6.7,5.0,0,1.0,1.0,1.0,,,,,2.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,,
10433989,home,Başakşehir FK,Mounir Chouiar,mounir-chouiar,M. Chouiar,M,23,178,1621,M,845274,EUR,917049600,M,11,11,False,35.0,27.0,5.0,2.0,6.0,9.0,22.0,30.0,5.0,,7.0,1.0,,69.0,52.0,6.9,19.0,0,1.0,7.0,1.0,3.0,3.0,2.0,,1.0,3.0,1.0,,,,2.0,4.0,1.0,,,,,,1.0,1.0,,,,,
10433989,home,Başakşehir FK,Stefano Okaka,stefano-okaka,S. Okaka,F,7,186,329,M,13148,EUR,618624000,F,77,77,False,7.0,6.0,,,2.0,2.0,4.0,5.0,3.0,1.0,1.0,1.0,,79.0,22.0,6.2,11.0,1,1.0,9.0,,4.0,3.0,,,1.0,3.0,3.0,,,1.0,,,,1.0,,,,,,,,,,,
10433989,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,M,23,23,True,24.0,18.0,3.0,,7.0,11.0,11.0,13.0,4.0,,5.0,2.0,,45.0,35.0,7.2,9.0,1,,5.0,,,1.0,,,2.0,2.0,2.0,,1.0,1.0,,,2.0,,,,1.0,1.0,,,,,,,
10433989,home,Başakşehir FK,Francis Nzaba,francis-nzaba,F. Nzaba,D,15,178,86,M,1158797,EUR,1026864000,D,32,32,True,7.0,6.0,,,6.0,7.0,,,2.0,2.0,,,,21.0,12.0,6.7,1.0,0,1.0,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,Francis Nzaba,,,,
10433989,home,Başakşehir FK,Patryk Szysz,patryk-szysz,P. Szysz,M,21,177,284,M,831930,EUR,891388800,M,18,18,True,9.0,9.0,1.0,1.0,5.0,5.0,4.0,4.0,2.0,,2.0,,,21.0,14.0,6.7,2.0,0,,2.0,,,2.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,Patryk,Szysz,,,
10433989,home,Başakşehir FK,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34499,M,218160,EUR,810345600,F,9,9,True,5.0,1.0,,,,1.0,1.0,4.0,2.0,,3.0,1.0,,11.0,11.0,6.7,6.0,0,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,bertrandtraore10,,
10433989,home,Başakşehir FK,Philippe Keny,philippe-keny,P. P. Keny,F,19,186,355,M,988909,EUR,926985600,F,17,17,True,,,,,,,,,1.0,,,1.0,,11.0,3.0,6.5,2.0,0,,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,
10433989,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433989,home,Başakşehir FK,Efe Arda Koyuncu,efe-arda-koyuncu,E. A. Koyuncu,D,,182,21,M,1148991,EUR,1120780800,D,41,41,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Efe Arda Koyuncu,,,,
10433989,home,Başakşehir FK,Junior Caiçara,junior-caicara,J. Caiçara,D,5,173,99,M,128440,EUR,609638400,D,80,80,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433989,home,Başakşehir FK,Batuhan Çelik,batuhan-celik,B. Çelik,F,9,186,43,M,1148977,EUR,1105488000,F,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Batuhan Celik,,,,
10433989,home,Başakşehir FK,Muhammet Arslantaş,muhammet-arslantas,M. Arslantaş,F,18,182,29,M,910100,EUR,980553600,F,34,34,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433989,away,Antalyaspor,Muhammed Alperen Uysal,muhammed-alperen-uysal,M. A. Uysal,G,1,190,11,M,97960,EUR,757382400,G,1,1,False,48.0,39.0,17.0,9.0,37.0,42.0,2.0,6.0,1.0,1.0,4.0,,,90.0,54.0,5.5,9.0,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0
10433989,away,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,48.0,36.0,3.0,1.0,23.0,29.0,13.0,20.0,7.0,,5.0,2.0,,77.0,68.0,6.0,16.0,1,1.0,9.0,4.0,1.0,1.0,1.0,,3.0,1.0,1.0,,,2.0,,1.0,3.0,,,,1.0,,,,,,,,
10433989,away,Antalyaspor,Ömer Toprak,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,False,96.0,89.0,7.0,5.0,65.0,69.0,24.0,27.0,5.0,1.0,4.0,2.0,,90.0,102.0,6.9,7.0,0,1.0,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,
