match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_penaltyConceded,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_outfielderBlock,stat_totalCross,stat_wasFouled,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,captain,stat_wonTackle,stat_bigChanceCreated,stat_totalOffside,stat_aerialWon,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_penaltyMiss,stat_penaltyWon
10408538,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,25.0,22.0,9.0,6.0,20.0,21.0,2.0,4.0,3.0,2.0,1.0,90.0,30.0,6.3,3.0,0.0,0.0,0.00023382,0,-0.0204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408538,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,D,14,14,False,37.0,33.0,1.0,,15.0,17.0,18.0,20.0,4.0,,,78.0,45.0,6.9,5.0,0.2608,0.0,0.0795732,1,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408538,home,Atlético Madrid,Stefan Savić,stefan-savic,S. Savić,D,15,186,1712,M,,76265,EUR,663292800,D,15,15,False,62.0,57.0,4.0,3.0,47.0,49.0,10.0,13.0,6.0,,,90.0,70.0,6.5,5.0,0.0696,0.0585,0.00258425,1,,,5.0,3.0,,,3.0,1.0,2.0,,1.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10408538,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,62.0,58.0,3.0,2.0,48.0,51.0,10.0,11.0,7.0,,,90.0,68.0,7.0,4.0,0.0,0.0,0.0128509,0,,,2.0,1.0,,,3.0,,1.0,,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10408538,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,57.0,49.0,9.0,4.0,39.0,44.0,10.0,14.0,7.0,,,90.0,70.0,6.6,9.0,0.0,0.0,0.0474472,0,,,4.0,3.0,,,2.0,1.0,1.0,,3.0,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,
10408538,home,Atlético Madrid,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180,4728,M,yannickferreiracarrasco,182001,EUR,747100800,D,21,21,False,24.0,18.0,1.0,1.0,7.0,9.0,12.0,18.0,4.0,,,86.0,45.0,7.0,16.0,0.5541,0.9306,0.206292,4,,,5.0,1.0,,,,1.0,,,1.0,3.0,,,,1.0,2.0,1.0,1.0,,,3.0,,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,
10408538,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,59.0,55.0,4.0,3.0,19.0,19.0,36.0,40.0,3.0,,,78.0,69.0,7.1,6.0,0.1278,0.0,0.123386,1,,1.0,1.0,1.0,,,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,True,1.0,,,,,,,,,
10408538,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,M,20,20,False,64.0,60.0,2.0,1.0,32.0,34.0,28.0,30.0,4.0,,,90.0,74.0,7.2,5.0,0.0628,0.0,0.0209202,1,,,2.0,5.0,1.0,,,2.0,3.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,2.0,,,,,,,,,
10408538,home,Atlético Madrid,Thomas Lemar,thomas-lemar,T. Lemar,M,11,170,3300,M,,191182,EUR,816134400,M,11,11,False,41.0,41.0,4.0,4.0,17.0,17.0,24.0,24.0,2.0,,,64.0,44.0,7.2,,0.0338,0.0,0.171339,1,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
10408538,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,8,8,False,46.0,39.0,6.0,6.0,9.0,11.0,31.0,40.0,5.0,,,90.0,71.0,9.5,13.0,0.115,0.4603,0.508627,2,,1.0,4.0,9.0,,,1.0,1.0,2.0,,1.0,3.0,,,,1.0,2.0,2.0,1.0,,,5.0,4.0,1.0,2.0,1.0,1.0,,,1.0,2.0,,1.0,,,,,,
