match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_hitWoodwork,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_interceptionWon,stat_wonContest,stat_penaltyConceded,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_outfielderBlock,stat_penaltyWon,player_sofascoreId
12448319,home,Fortuna Sittard,Luuk Koopmans,luuk-koopmans,L. Koopmans,G,1,191,51,M,128992,EUR,753580800,G,1,1,False,19.0,10.0,14.0,6.0,0.0,7.0,9.0,3.0,10.0,2.0,1.0,1.0,1.0,90.0,20.0,6.1,9.0,0.00054664,0,-0.7363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448319,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,21.0,12.0,6.0,2.0,0.0,6.0,9.0,6.0,15.0,2.0,,,,45.0,41.0,5.8,17.0,0.0874323,0,,True,3.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12448319,home,Fortuna Sittard,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,22.0,19.0,1.0,,0.0,16.0,17.0,3.0,5.0,4.0,,,,45.0,29.0,6.5,4.0,0.00156043,1,,,,3.0,3.0,,,,,,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0447,,,,,,,,,,,,,,,,,
12448319,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,46.0,34.0,12.0,5.0,0.0,23.0,28.0,11.0,18.0,2.0,,,,90.0,63.0,6.8,13.0,0.635488,1,,,,4.0,7.0,,,,,1.0,1.0,3.0,3.0,,,6.0,3.0,1.0,,0.0074,Rodrigo,Guth,1.0,1.0,2.0,,,,,,,,,,,,
12448319,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176,32,M,1048758,EUR,1006819200,D,8,8,False,19.0,15.0,3.0,,0.0,10.0,11.0,6.0,11.0,6.0,,,,45.0,38.0,6.5,8.0,0.0144432,0,,,3.0,2.0,2.0,1.0,,,,,1.0,,,,,3.0,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,
12448319,home,Fortuna Sittard,Samuel Bastien,samuel-bastien,S. Bastien,M,22,174,271,M,352964,EUR,843696000,M,22,22,False,29.0,26.0,,,0.0,11.0,12.0,15.0,18.0,8.0,,,,90.0,39.0,6.5,6.0,0.0154679,2,,,1.0,2.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,2.0,0.075,,,,1.0,1.0,,,,,,,,,,,,
12448319,home,Fortuna Sittard,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190,104,M,954812,EUR,903052800,M,32,32,False,52.0,38.0,8.0,2.0,0.0,25.0,30.0,14.0,24.0,14.0,,,,90.0,70.0,6.2,19.0,0.0175918,1,,,2.0,3.0,4.0,,,1.0,,,2.0,1.0,2.0,1.0,,5.0,1.0,1.0,4.0,0.146,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,
12448319,home,Fortuna Sittard,Makan Aïko,makan-aiko,M. Aïko,F,90,180,103,M,1136902,EUR,978825600,M,11,11,False,7.0,6.0,,,0.0,,,6.0,9.0,1.0,,,,67.0,16.0,6.4,6.0,0.0218888,0,,,2.0,4.0,2.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,
12448319,home,Fortuna Sittard,Alen Halilović,alen-halilovic,A. Halilović,M,10,169,1721,M,277331,EUR,835056000,M,10,10,False,23.0,20.0,1.0,1.0,0.0,11.0,12.0,11.0,16.0,2.0,,,,78.0,41.0,6.9,9.0,0.0263107,3,,,5.0,4.0,3.0,,2.0,1.0,,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.2216,,,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,
12448319,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180,133,M,366942,EUR,785980800,M,7,7,False,19.0,15.0,2.0,2.0,0.0,4.0,6.0,13.0,21.0,3.0,,,,90.0,48.0,6.3,21.0,0.28832,4,,,8.0,8.0,2.0,,2.0,8.0,1.0,,,,,1.0,2.0,,,,2.0,0.3133,,,1.0,2.0,3.0,2.0,,2.0,,,,,,,,,
12448319,home,Fortuna Sittard,Alessio Da Cruz,alessio-da-cruz,A. D. Cruz,F,77,184,273,M,780206,EUR,853545600,F,23,23,False,15.0,13.0,,,0.0,7.0,7.0,6.0,9.0,1.0,,,,90.0,26.0,6.6,8.0,0.32744,2,,,1.0,3.0,2.0,1.0,,,,,,2.0,1.0,1.0,,,1.0,1.0,5.0,0.3844,,,1.0,2.0,1.0,,,,,1.0,,,,,,,
12448319,home,Fortuna Sittard,Mitchell Dijks,mitchell-dijks,M. Dijks,D,24,192,201,M,235400,EUR,729216000,D,35,35,True,7.0,7.0,,,0.0,5.0,5.0,2.0,2.0,3.0,,,,29.0,15.0,5.7,2.0,0.00738792,0,,,,3.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12448319,home,Fortuna Sittard,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185,91,M,961686,EUR,1012608000,D,6,6,True,30.0,23.0,13.0,7.0,0.0,11.0,15.0,12.0,15.0,6.0,,,,45.0,37.0,7.0,8.0,0.0131481,0,,,,1.0,5.0,1.0,,1.0,,1.0,,,,,,,3.0,2.0,,,,,,,2.0,,,1.0,,,,,,,,,
12448319,home,Fortuna Sittard,Josip Mitrović,josip-mitrovic,J. Mitrović,M,11,174,184,M,880751,EUR,960681600,F,28,28,True,19.0,14.0,1.0,,0.0,7.0,9.0,8.0,11.0,1.0,,,,45.0,41.0,7.3,13.0,0.0517408,2,,,1.0,7.0,7.0,1.0,2.0,5.0,,2.0,,2.0,2.0,,,,,,,0.1966,Josip,Mitrović,,1.0,,1.0,,3.0,,,1.0,1.0,0.6363,,,,
12448319,home,Fortuna Sittard,Luka Tunjić,luka-tunjic,L. Tunjić,M,77,183,250,M,1896133,EUR,1132358400,M,77,77,True,11.0,8.0,1.0,,0.0,4.0,4.0,4.0,7.0,3.0,,,,23.0,16.0,6.4,5.0,0.0073873,0,,,,2.0,2.0,,,2.0,,,,,1.0,,,,1.0,,,,Luka Tunjic,,,,1.0,,,,,,,,,,,,
