match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_totalContest,stat_wonContest,player_sofascoreId,stat_goalAssist,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,stat_accurateCross,stat_bigChanceMissed,stat_punches
11450042,home,Beşiktaş JK,Ersin Destanoğlu,,,ersin-destanoglu,E. Destanoğlu,G,30,195,1609,M,913656,EUR,978307200,G,1,1,False,28.0,17.0,16.0,7.0,12.0,15.0,5.0,13.0,1.0,3.0,1.0,1.0,2.0,90.0,34.0,7.1,11.0,0.00068668,0,0.1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Jonas Svensson,,,jonas-svensson,J. Svensson,D,71,170,1475,M,98199,EUR,731376000,D,2,2,False,44.0,38.0,5.0,5.0,13.0,14.0,25.0,31.0,5.0,3.0,,,,90.0,74.0,7.9,10.0,0.0995087,0,,1.0,1.0,2.0,2.0,7.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Joe Worrall,,,joe-worrall,J. Worrall,D,4,193,315,M,838399,EUR,852854400,D,17,17,False,45.0,39.0,7.0,4.0,25.0,27.0,14.0,18.0,2.0,1.0,,,,90.0,51.0,7.2,6.0,0.00936376,0,,,,4.0,,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Necip Uysal,,,necip-uysal,N. Uysal,D,20,180,1751,M,43394,EUR,664675200,D,20,20,False,32.0,28.0,7.0,6.0,22.0,24.0,6.0,8.0,8.0,3.0,,,,90.0,48.0,7.9,4.0,0.00113,0,,,,,1.0,3.0,3.0,1.0,2.0,1.0,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Serkan Emrecan Terzi,,,serkan-emrecan-terzi,S. E. Terzi,D,3,177,716,M,1142614,EUR,1073260800,D,79,79,False,14.0,12.0,3.0,2.0,4.0,4.0,8.0,11.0,2.0,2.0,,,,44.0,28.0,7.0,6.0,0.00543573,0,,1.0,,,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,,,,2.0,1.0,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Mutassim Al-Musrati,,,mutassim-al-musrati,M. Al-Musrati,M,73,189,2806,M,868958,EUR,828748800,M,28,28,False,44.0,39.0,6.0,4.0,19.0,20.0,20.0,24.0,1.0,7.0,,,,90.0,58.0,7.4,6.0,0.0851946,0,,,,,3.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Gedson Fernandes,,,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,33.0,28.0,2.0,1.0,8.0,11.0,20.0,23.0,,7.0,,,,89.0,58.0,7.8,13.0,0.0985598,3,,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,4.0,2.0,,3.0,,,2.0,1.0,gedson_83,1.0,1.0,1.0,1.0,1.0,0.0939,,,,,,
11450042,home,Beşiktaş JK,Rachid Ghezzal,,,rachid-ghezzal,R. Ghezzal,M,18,182,3146,M,123228,EUR,705369600,M,18,18,False,30.0,26.0,,,4.0,5.0,22.0,28.0,,7.0,,,,76.0,56.0,6.9,16.0,0.0829469,3,,3.0,1.0,1.0,9.0,4.0,,1.0,1.0,1.0,5.0,1.0,2.0,1.0,,2.0,2.0,1.0,,,3.0,2.0,,1.0,0.1049,1.0,,,,,
11450042,home,Beşiktaş JK,Ernest Muçi,,,ernest-muci,E. Muçi,M,10,180,5691,M,924670,EUR,984960000,M,23,23,False,35.0,32.0,3.0,2.0,8.0,8.0,24.0,28.0,1.0,6.0,,,,90.0,54.0,8.4,10.0,0.597243,5,,1.0,1.0,,3.0,4.0,,1.0,1.0,,4.0,3.0,,2.0,,,2.0,,ernest_muci,,,,3.0,2.0,0.2609,,1.0,1.0,,,
11450042,home,Beşiktaş JK,Milot Rashica,,,milot-rashica,M. Rashica,M,7,177,3712,M,800411,EUR,835920000,M,11,11,False,18.0,14.0,2.0,1.0,3.0,5.0,12.0,19.0,,1.0,,,,76.0,31.0,7.2,11.0,0.0761054,4,,6.0,,1.0,2.0,1.0,1.0,,,,1.0,,1.0,3.0,,,1.0,,MRashica,1.0,,2.0,,2.0,0.1252,,,,1.0,,
11450042,home,Beşiktaş JK,Jackson Muleka,,,jackson-muleka,J. Muleka,F,40,180,3687,M,927649,EUR,938995200,F,40,40,False,17.0,15.0,,,4.0,4.0,11.0,16.0,,5.0,,,,89.0,34.0,7.9,10.0,0.0488998,1,,3.0,1.0,3.0,4.0,7.0,,,2.0,1.0,4.0,3.0,2.0,4.0,,1.0,,,,,1.0,,1.0,,0.0357,,,1.0,,,
11450042,home,Beşiktaş JK,Tayyip Talha Sanuç,,,tayyip-talha-sanuc,T. T. Sanuç,D,23,188,911,M,851909,EUR,945388800,D,5,5,True,14.0,11.0,1.0,,7.0,8.0,4.0,6.0,1.0,1.0,,,,46.0,19.0,6.5,5.0,0.00291943,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Alex Oxlade-Chamberlain,,,alex-oxlade-chamberlain,A. Oxlade-Chamberlain,M,21,180,3255,M,10577,EUR,745372800,M,15,15,True,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,,,,14.0,9.0,6.8,,0.00139183,2,,,,,,2.0,,,1.0,1.0,,,,,,,1.0,1.0,AlexOxChambo,,,1.0,1.0,,0.322,,,,,1.0,
11450042,home,Beşiktaş JK,Vincent Aboubakar,,,vincent-aboubakar,V. Aboubakar,F,45,184,11201,M,116869,EUR,696038400,F,10,10,True,5.0,5.0,,,3.0,3.0,2.0,2.0,,2.0,,,,14.0,6.0,6.5,1.0,0.0159195,0,,,1.0,,2.0,,,,,,,,,1.0,,,1.0,,aboubakarvincent,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Demir Ege Tıknaz,,,demir-ege-tiknaz,D. E. Tıknaz,M,34,194,2288,M,1142613,EUR,1092700800,M,21,21,True,7.0,6.0,,,3.0,3.0,3.0,4.0,,1.0,,,,1.0,8.0,,1.0,0.0047652,0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Mustafa Hekimoğlu,Mustafa Hekimoglu,,mustafa-hekimoglu,M. Hekimoğlu,F,91,186,3037,M,1524303,EUR,1177200000,F,64,64,True,2.0,1.0,,,,,1.0,2.0,,,,,,1.0,4.0,,2.0,0.00662698,0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Utku Yuvakuran,,,utku-yuvakuran,U. Yuvakuran,G,97,192,84,M,813764,EUR,878428800,G,97,97,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Emrecan Uzunhan,,,emrecan-uzunhan,E. Uzunhan,D,24,189,228,M,997684,EUR,983145600,D,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Fahri Ay,Fahri Kerem Ay,,fahri-kerem-ay,F. Ay,M,33,178,693,M,1195756,EUR,1104537600,M,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Daniel Amartey,,,daniel-amartey,D. Amartey,M,,188,1214,M,308526,EUR,787968000,D,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450042,home,Beşiktaş JK,Cenk Tosun,,,cenk-tosun,C. Tosun,F,23,183,2904,M,72127,EUR,676252800,F,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450042,away,MKE Ankaragücü,Bahadır Han Güngördü,,,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,99,99,False,41.0,31.0,13.0,3.0,30.0,33.0,1.0,8.0,3.0,5.0,1.0,1.0,4.0,90.0,53.0,6.8,10.0,7.451e-05,0,0.3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11450042,away,MKE Ankaragücü,Stelios Kitsiou,,,stelios-kitsiou,S. Kitsiou,D,70,173,90,M,189627,EUR,749174400,D,70,70,False,33.0,27.0,5.0,1.0,9.0,11.0,18.0,24.0,1.0,4.0,,,,90.0,58.0,6.9,9.0,0.0313477,2,,2.0,,,1.0,6.0,,,2.0,2.0,1.0,3.0,2.0,2.0,,,1.0,1.0,,,,1.0,,1.0,0.1101,,,,,1.0,
11450042,away,MKE Ankaragücü,Uroš Radaković,,,uros-radakovic,U. Radaković,D,26,194,313,M,151900,EUR,765072000,D,26,26,False,47.0,44.0,5.0,3.0,35.0,37.0,9.0,10.0,9.0,4.0,,,,90.0,67.0,7.3,3.0,0.00441825,0,,,2.0,2.0,4.0,6.0,2.0,4.0,4.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,
