match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_lastName,stat_outfielderBlock,stat_errorLeadToAShot,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss,stat_penaltyWon,stat_penaltyFaced,stat_saves,stat_penaltyConceded,stat_hitWoodwork
12624889,home,Al-Riyadh,Milan Borjan,milan-borjan,M. Borjan,G,82,193.0,807,M,79413,EUR,561945600,G,82,82,False,24.0,18.0,11.0,5.0,0.0,15.0,15.0,3.0,9.0,14.0,1.0,2.0,2.0,90.0,34.0,6.3,7.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Marzouq Tambakti,marzouq-tambakti,M. Tambakti,D,87,187.0,50,M,1544937,EUR,1044921600,D,87,87,False,53.0,47.0,2.0,,0.0,29.0,30.0,18.0,23.0,2.0,,,,76.0,61.0,6.4,8.0,,0,Marzouq Tambakti,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Lucas Kal,lucas-kal,Lucas Kal,M,21,186.0,179,M,840118,EUR,826934400,D,21,21,False,55.0,48.0,9.0,7.0,0.0,23.0,26.0,25.0,29.0,1.0,,,,90.0,65.0,6.5,7.0,,0,,2.0,1.0,4.0,1.0,,6.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Yoann Barbet,yoann-barbet,Y. Barbet,D,5,190.0,128,M,369544,EUR,736992000,D,5,5,False,73.0,65.0,6.0,3.0,0.0,27.0,29.0,39.0,46.0,6.0,,,,90.0,85.0,6.8,9.0,,0,,,1.0,1.0,,,6.0,,1.0,,,1.0,,1.0,,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Ibrahim Bayesh,ibrahim-bayesh,I. Bayesh,M,29,177.0,2466,M,920815,EUR,957139200,M,11,11,False,34.0,27.0,4.0,2.0,0.0,9.0,11.0,18.0,25.0,6.0,,,,84.0,58.0,6.6,18.0,1.0,0,,,8.0,5.0,,5.0,1.0,,3.0,3.0,4.0,2.0,,,,,,2.0,,2.0,1.0,2.0,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,M,88,88,False,59.0,53.0,3.0,2.0,0.0,16.0,16.0,38.0,44.0,8.0,,,,90.0,70.0,6.7,11.0,1.0,0,,,3.0,1.0,1.0,,,,,,3.0,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
12624889,home,Al-Riyadh,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600,M,20,20,False,42.0,40.0,3.0,3.0,0.0,16.0,16.0,25.0,29.0,3.0,,,,90.0,58.0,7.6,7.0,2.0,2,,,4.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,,,,,3.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,
12624889,home,Al-Riyadh,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,52.0,45.0,2.0,1.0,0.0,7.0,7.0,39.0,47.0,8.0,,,,90.0,66.0,6.5,13.0,2.0,1,,,7.0,3.0,,4.0,,,1.0,1.0,1.0,1.0,,,,2.0,,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,
12624889,home,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174.0,142,M,1519328,EUR,864259200,M,8,8,False,47.0,41.0,2.0,,0.0,17.0,17.0,25.0,41.0,5.0,,,,90.0,78.0,7.0,19.0,,2,Abdulelah Al Khaibari,2.0,4.0,5.0,,2.0,1.0,1.0,2.0,2.0,,1.0,,1.0,,1.0,,11.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,
12624889,home,Al-Riyadh,Sekou Lega,lega-sekou,S. Lega,F,11,190.0,117,M,1019662,EUR,1043107200,F,77,77,False,5.0,3.0,,,0.0,3.0,3.0,,2.0,,,,,45.0,12.0,6.4,6.0,,1,,1.0,3.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
12624889,home,Al-Riyadh,Mohamed Konaté,mohamed-konate,M. Konaté,F,13,190.0,2441,M,850011,EUR,881884800,F,13,13,False,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,,,,90.0,17.0,5.4,8.0,,4,,3.0,8.0,5.0,,1.0,,,2.0,1.0,4.0,4.0,,,,,,,,2.0,1.0,,,,3.0,,1.0,2.0,2.0,1.0,,,,,
12624889,home,Al-Riyadh,Hussain Al-Nuweqi,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800,D,27,27,True,21.0,18.0,1.0,,0.0,4.0,5.0,14.0,19.0,1.0,,,,45.0,33.0,6.7,7.0,,0,Hussain Al-Nuweqi,1.0,,3.0,,,,1.0,1.0,1.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Nawaf Al-Abed,nawaf-al-abed,N. Al-Abed,M,,168.0,122,,144377,EUR,633312000,M,10,10,True,4.0,3.0,,,0.0,,,3.0,4.0,,,,,14.0,7.0,6.7,1.0,1.0,1,,,2.0,1.0,,,,,1.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,
12624889,home,Al-Riyadh,Mohammed Al Aqal,mohammed-al-aqal,M. A. Aqal,M,90,182.0,24,M,1127133,EUR,949881600,M,7,7,True,4.0,4.0,,,0.0,,,4.0,5.0,,,,,22.0,13.0,6.8,6.0,,1,Mohammed Al Aqal,,5.0,2.0,,3.0,,,,,3.0,3.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,
12624889,home,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178.0,15,M,982349,EUR,963100800,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Nawaf Al-Hawsawi,nawaf-al-hawsawi,N. Al-Hawsawi,D,50,170.0,18,M,1048000,EUR,975801600,M,50,50,True,,,,,,,,,,,,,,,,,,,0,Nawaf Al-Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182.0,54,M,1217919,EUR,1082160000,D,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Saud Zidan,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400,M,6,6,True,,,,,,,,,,,,,,,,,,,0,Saud Zidan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Talal Al-Shubili,al-shubili-talal,T. Al-Shubili,M,14,184.0,4,M,2058331,EUR,1110153600,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624889,home,Al-Riyadh,Bader Al Mutairi,bader-al-mutairi,B. A. Mutairi,F,28,,11,M,1521955,EUR,1071792000,M,28,28,True,,,,,,,,,,,,,,,,,,,0,Bader Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624889,away,Al Raed,Mshari Sanyoor,mshari-sanyoor,M. Sanyoor,G,50,181.0,64,M,972698,EUR,1007510400,G,50,50,False,30.0,12.0,28.0,10.0,0.0,4.0,6.0,8.0,24.0,8.0,,1.0,1.0,90.0,38.0,6.6,18.0,,0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,3.0,,
12624889,away,Al Raed,Oumar Gonzalez,oumar-gonzalez,O. Gonzalez,D,21,186.0,312,M,842744,EUR,888364800,D,21,21,False,33.0,29.0,7.0,4.0,0.0,20.0,21.0,9.0,12.0,1.0,,,,89.0,44.0,7.0,4.0,,0,,,1.0,3.0,,,7.0,,1.0,1.0,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,
12624889,away,Al Raed,Mehdi Abeid,mehdi-abeid,M. Abeid,M,,180.0,913,M,73056,EUR,713059200,D,17,17,False,26.0,24.0,3.0,2.0,0.0,17.0,18.0,7.0,8.0,,,,,90.0,37.0,6.5,5.0,,0,,1.0,4.0,4.0,,1.0,2.0,1.0,2.0,2.0,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,
12624889,away,Al Raed,Abdullah Hazazi,abdullah-hazazi,A. Hazazi,D,4,182.0,6,M,1548473,EUR,801792000,D,4,4,False,39.0,33.0,4.0,3.0,0.0,28.0,32.0,5.0,7.0,8.0,,,,90.0,55.0,6.9,7.0,,0,Abdullah Hazazi,1.0,2.0,3.0,,,8.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,
12624889,away,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,M,32,32,False,39.0,35.0,8.0,5.0,0.0,18.0,19.0,17.0,21.0,6.0,,,,90.0,61.0,6.6,10.0,,0,,,5.0,7.0,1.0,1.0,2.0,,3.0,1.0,,1.0,,,,4.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,
12624889,away,Al Raed,Salomon Tweh,salomon-tweh,S. Tweh,M,5,182.0,194,M,2028904,EUR,1093824000,M,5,5,False,39.0,33.0,5.0,3.0,1.0,15.0,17.0,18.0,22.0,7.0,,,,90.0,56.0,7.7,10.0,2.0,1,Salomon Tweh,,6.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,,1.0,,,,,,1.0,,2.0,1.0,,1.0,,,,,,,,,,
12624889,away,Al Raed,Mathias Normann,mathias-normann,M. Normann,M,12,179.0,189,M,565686,EUR,833241600,M,8,8,False,27.0,22.0,5.0,2.0,0.0,17.0,18.0,5.0,10.0,7.0,,,,71.0,37.0,5.7,9.0,,1,,,4.0,2.0,,,1.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,
12624889,away,Al Raed,Zakaria Hawsawi,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,1398854,EUR,979171200,M,12,12,False,26.0,23.0,,,1.0,11.0,11.0,12.0,16.0,2.0,,,,89.0,51.0,7.0,12.0,1.0,0,Zakaria Al Hawsawi,1.0,5.0,9.0,,7.0,,2.0,2.0,2.0,1.0,,,,,4.0,,1.0,,,,2.0,,,,,,,,,,,,,
12624889,away,Al Raed,Yousri Bouzok,yousri-bouzok,Y. Bouzok,M,26,175.0,833,M,1007546,EUR,840326400,F,26,26,False,32.0,26.0,,,0.0,9.0,9.0,17.0,29.0,10.0,,,,89.0,52.0,7.8,14.0,1.0,3,,,1.0,5.0,1.0,,,2.0,4.0,3.0,,,,,,1.0,,6.0,,,,,1.0,,2.0,,1.0,,1.0,,,,,,1.0
12624889,away,Al Raed,Saleh Al-Amri,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800,F,15,15,False,35.0,25.0,4.0,2.0,0.0,11.0,12.0,14.0,23.0,3.0,,,,90.0,50.0,7.1,18.0,,1,,,5.0,1.0,,2.0,,,,,4.0,1.0,,,,,,,,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,,
12624889,away,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800,F,11,11,False,26.0,22.0,2.0,1.0,0.0,11.0,14.0,11.0,12.0,1.0,,,,75.0,37.0,7.4,9.0,2.0,1,,4.0,4.0,6.0,,3.0,,,1.0,,3.0,,,,,1.0,True,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,
12624889,away,Al Raed,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,M,7,7,True,4.0,3.0,,,0.0,,,3.0,4.0,,,,,14.0,7.0,7.1,2.0,,2,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0
12624889,away,Al Raed,Abdullah Al Yousif,abdullah-al-yousif,A. A. Yousif,D,13,175.0,9,M,892897,EUR,878083200,D,13,13,True,1.0,,1.0,,0.0,,,,1.0,,,,,17.0,2.0,6.5,1.0,,0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624889,away,Al Raed,Ayoub Qasmi,qasmi-ayoub,A. Qasmi,D,16,178.0,88,M,919697,EUR,748396800,D,16,16,True,1.0,,1.0,,0.0,,1.0,,,,,,,17.0,4.0,6.8,1.0,,0,,1.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12624889,away,Al Raed,Yahya Sunbul,sunbul-yahya,Y. Sunbul,M,45,166.0,9,M,958020,EUR,884131200,M,45,45,True,3.0,2.0,,,0.0,,,2.0,3.0,,,,,17.0,7.0,6.7,1.0,,0,,,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12624889,away,Al Raed,Naif Hazzazi,naif-hazzazi,N. Hazzazi,M,88,176.0,9,M,818734,EUR,717811200,M,18,18,True,,,,,0.0,,,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12624889,away,Al Raed,Saleh Alohaymid,saleh-alohaymid,S. Alohaymid,G,22,181.0,14,M,881836,EUR,895708800,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624889,away,Al Raed,Hamad Al-Jayzani,hamad-al-jayzani,H. Al-Jayzani,D,28,176.0,11,M,802975,EUR,731203200,D,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624889,away,Al Raed,Khalid Alsubaie,khalid-alsubaie,K. Alsubaie,M,27,176.0,8,M,893373,EUR,940896000,M,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
