match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_clearanceOffLine,stat_lastManTackle
12499842,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,48.0,41.0,23.0,17.0,0.0,35.0,37.0,6.0,11.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,90.0,57.0,7.8,9.0,0.00378954,0,0.2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499842,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,37.0,34.0,,,0.0,13.0,15.0,21.0,23.0,1.0,5.0,,,,,,90.0,52.0,6.5,9.0,0.0412318,0,,1.0,1.0,1.0,7.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499842,home,FC Bayern München,Eric Dier,eric-dier,E. Dier,D,3,191,4303,M,ericdier,146101,EUR,758592000,D,15,15,False,,92.0,86.0,6.0,2.0,0.0,48.0,51.0,38.0,41.0,4.0,6.0,,,,,,90.0,106.0,7.5,6.0,0.02056,1,,,,4.0,3.0,6.0,1.0,,,,,,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.1819,,,,,,,,,,,,,,,
12499842,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15013,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,96.0,85.0,8.0,4.0,0.0,56.0,58.0,29.0,38.0,2.0,8.0,,,,,,90.0,103.0,7.2,12.0,0.0139134,1,,,1.0,5.0,2.0,6.0,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,0.2726,0.7759,,,,,,,,,,,,,,
12499842,home,FC Bayern München,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6725,M,hiroki_ito38,873106,EUR,926467200,D,21,21,False,,58.0,53.0,1.0,,0.0,26.0,26.0,27.0,32.0,,6.0,,,,,,63.0,76.0,7.8,9.0,0.248124,1,,,,1.0,2.0,4.0,,,3.0,1.0,1.0,1.0,,,1.0,,2.0,,,0.3567,0.9779,1.0,2.0,1.0,,,,,,,,,,,
12499842,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,44.0,40.0,1.0,1.0,0.0,21.0,21.0,19.0,24.0,,1.0,,,,,,43.0,48.0,6.9,5.0,0.0396733,1,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,0.1378,,,,1.0,,,1.0,,,,,,,,
12499842,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10825,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,False,,114.0,109.0,7.0,6.0,0.0,41.0,43.0,68.0,72.0,,7.0,,,,,,90.0,121.0,7.5,6.0,0.237511,0,,1.0,,,4.0,4.0,2.0,,1.0,1.0,,,2.0,,,,,3.0,2.0,,,,,2.0,,,,,,,,,,,
12499842,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,False,,46.0,36.0,2.0,1.0,0.0,5.0,5.0,33.0,46.0,,11.0,,,,,,85.0,67.0,8.7,19.0,0.617945,4,,5.0,1.0,,6.0,2.0,2.0,1.0,4.0,2.0,,2.0,,1.0,3.0,,2.0,,,1.2543,1.4494,1.0,,3.0,,,,2.0,2.0,1.0,,,,,
12499842,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,Bambi,1010231,EUR,1046217600,M,42,42,False,,49.0,40.0,,,0.0,10.0,12.0,30.0,37.0,,2.0,,,,,,85.0,73.0,7.5,18.0,0.381364,3,,,3.0,,13.0,8.0,3.0,5.0,7.0,5.0,,2.0,,1.0,2.0,,,3.0,,0.6031,0.2156,1.0,,2.0,,,,,,1.0,,,,,
12499842,home,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41295,M,LeroySane,293519,EUR,821318400,M,10,10,False,,55.0,49.0,,,1.0,14.0,16.0,35.0,40.0,,8.0,,,,,,90.0,77.0,7.5,16.0,1.109,3,,1.0,1.0,,5.0,6.0,,2.0,2.0,,,5.0,1.0,1.0,,,,5.0,4.0,0.6371,,,1.0,2.0,,,2.0,,2.0,1.0,,,,,
